DATE,valor,name
2013-07-13,299.46803921568625,_03.01.001
2013-07-14,299.5041830065359,_03.01.001
2013-07-15,299.5403267973856,_03.01.001
2013-07-16,299.5764705882353,_03.01.001
2013-07-17,299.61261437908496,_03.01.001
2013-07-18,299.64875816993464,_03.01.001
2013-07-19,299.6849019607843,_03.01.001
2013-07-20,299.721045751634,_03.01.001
2013-07-21,299.7571895424837,_03.01.001
2013-07-22,299.79333333333335,_03.01.001
2013-07-23,299.82947712418303,_03.01.001
2013-07-24,299.86562091503265,_03.01.001
2013-07-25,299.90176470588233,_03.01.001
2013-07-26,299.937908496732,_03.01.001
2013-07-27,299.9740522875817,_03.01.001
2013-07-28,300.01019607843136,_03.01.001
2013-07-29,300.04633986928104,_03.01.001
2013-07-30,300.0824836601307,_03.01.001
2013-07-31,300.1186274509804,_03.01.001
2013-08-01,300.1547712418301,_03.01.001
2013-08-02,300.19091503267975,_03.01.001
2013-08-03,300.22705882352943,_03.01.001
2013-08-04,300.2632026143791,_03.01.001
2013-08-05,300.29934640522873,_03.01.001
2013-08-06,300.3354901960784,_03.01.001
2013-08-07,300.3716339869281,_03.01.001
2013-08-08,300.40777777777777,_03.01.001
2013-08-09,300.44392156862745,_03.01.001
2013-08-10,300.4800653594771,_03.01.001
2013-08-11,300.5162091503268,_03.01.001
2013-08-12,300.5523529411765,_03.01.001
2013-08-13,300.58849673202616,_03.01.001
2013-08-14,300.62464052287584,_03.01.001
2013-08-15,300.6607843137255,_03.01.001
2013-08-16,300.6969281045752,_03.01.001
2013-08-17,300.7330718954248,_03.01.001
2013-08-18,300.7692156862745,_03.01.001
2013-08-19,300.80535947712417,_03.01.001
2013-08-20,300.84150326797385,_03.01.001
2013-08-21,300.8776470588235,_03.01.001
2013-08-22,300.9137908496732,_03.01.001
2013-08-23,300.9499346405229,_03.01.001
2013-08-24,300.98607843137256,_03.01.001
2013-08-25,301.02222222222224,_03.01.001
2013-08-26,301.0583660130719,_03.01.001
2013-08-27,301.0945098039216,_03.01.001
2013-08-28,301.1306535947713,_03.01.001
2013-08-29,301.1667973856209,_03.01.001
2013-08-30,301.2029411764706,_03.01.001
2013-08-31,301.23908496732025,_03.01.001
2013-09-01,301.27522875816993,_03.01.001
2013-09-02,301.3113725490196,_03.01.001
2013-09-03,301.3475163398693,_03.01.001
2013-09-04,301.38366013071897,_03.01.001
2013-09-05,301.41980392156864,_03.01.001
2013-09-06,301.4559477124183,_03.01.001
2013-09-07,301.492091503268,_03.01.001
2013-09-08,301.5282352941177,_03.01.001
2013-09-09,301.56437908496736,_03.01.001
2013-09-10,301.600522875817,_03.01.001
2013-09-11,301.63666666666666,_03.01.001
2013-09-12,301.67281045751633,_03.01.001
2013-09-13,301.708954248366,_03.01.001
2013-09-14,301.7450980392157,_03.01.001
2013-09-15,301.78124183006537,_03.01.001
2013-09-16,301.81738562091505,_03.01.001
2013-09-17,301.8535294117647,_03.01.001
2013-09-18,301.8896732026144,_03.01.001
2013-09-19,301.9258169934641,_03.01.001
2013-09-20,301.96196078431376,_03.01.001
2013-09-21,301.9981045751634,_03.01.001
2013-09-22,302.03424836601306,_03.01.001
2013-09-23,302.07039215686274,_03.01.001
2013-09-24,302.1065359477124,_03.01.001
2013-09-25,302.1426797385621,_03.01.001
2013-09-26,302.1788235294118,_03.01.001
2013-09-27,302.21496732026145,_03.01.001
2013-09-28,302.25111111111113,_03.01.001
2013-09-29,302.2872549019608,_03.01.001
