19510101
1.58,-4.66
1.08,-3.9
0.88,-5.23
3.7,-6.06
4.92,-4.56
6.32,-3.63
6.67,-2.69
6.09,-2.17
4.76,-1.15
5.04,-0.86
4.33,-2.08
3.86,-1.86
3.07,-2.31
5.91,-0.72
7.02,0.55
9.68,1.09
10.15,0.08
10.87,0.79
9.73,0.51
12.23,-0.01
12.37,-0.53
12.41,-0.89
7.09,-2.42
5.03,-2.98
1.8,-4.37
0.93,-5.48
0.24,-7.4
0.07,-7.33
-0.04,-5.55
1.43,-7.67
0.67,-7.12
1.86,-4.55
2.79,-3.45
2.72,-4.29
2.69,-3.86
2.51,-3.89
0.3,-5.82
2.14,-4.49
3.23,-1.78
2.7,-2.23
2.47,-3.2
1.55,-3.92
2.75,-3.27
2.23,-3.63
2.45,-3.61
4.45,-6.33
4.79,-5.31
5.72,-1.83
5.83,0.88
5.71,1.23
7.5,-0.96
5.57,0.45
5.07,-1.53
5.48,-1.35
4.91,-0.72
3.97,-2.81
2.59,-3.3
3.59,-3.03
5.21,-3.84
4.77,-6.57
7.19,-7.04
7.74,-5.3
5.13,-6.25
1.81,-4.92
2.97,-4.95
3.88,-5.64
3.22,-5.63
2.85,-3.98
4.78,-2.96
4.81,-1.44
5.81,-1.09
6.55,0.61
7.51,-0.4
9.62,1.3
12.07,5.03
13.37,5.02
13.04,3.76
11.27,2.28
12.69,3.96
14.56,2.57
14.96,2.49
17.79,2.64
14.08,2.3
9.01,-2.04
10.42,-2.39
13.98,0.62
12.23,1.12
11.37,0.08
8.01,-1.37
8.24,-3.12
9.74,-1.99
10.65,-0.79
12.1,-1.52
12.89,-1.07
15.19,1.54
13.96,2.49
12.72,2.18
12.37,0.22
12.62,0.11
11.14,-0.65
7.69,-2.63
8.61,-1.46
13.48,-0.53
15.84,1.37
16.39,2.75
16.12,3.2
14.68,4.05
15.57,2.81
15.91,4.11
13.45,3.32
12.1,2.48
12.44,3.23
12.33,2.56
10.01,2.95
10.16,2.57
10.49,3.81
11.55,3.9
11.87,2.58
11.37,-0.48
10.5,1.46
10.39,3.25
10.14,2.64
11.55,2.24
10.15,0.86
10.8,0.92
9.25,1.28
8.04,1.22
9.41,-0.08
6.73,-2.51
4.74,-3.32
4.28,-1.2
6.66,0.77
8.9,0.1
11.92,0.09
12,-0.15
13.95,0.38
16.18,1.74
16.97,3.09
14.4,0.08
14.72,3.44
17.21,5.94
19.61,6.93
21.97,8.51
21.76,9.02
19.73,9.03
16.68,7.08
14.22,3.76
15.5,4.81
14.59,4.45
13.16,5.11
13.74,3.55
16.37,3
17.75,4.89
17.43,6.74
18.52,6.75
17.54,7.15
18.49,7.18
19.11,7.26
17,5.68
19.54,4.91
22.04,7.07
23.59,9.34
25.11,11.35
25.94,12.01
26.68,12.46
27.51,13.03
27.05,12.83
25.86,13.17
24.68,12.2
23.08,9.53
21.34,10.78
23.14,12.54
21.93,10.82
19.87,6.56
20.04,6.31
20.65,6.59
20.24,4.6
22.69,7.72
23.92,9.27
26.19,10.93
22.12,9.95
20.85,9.45
23.48,10.74
23.65,10.47
23.01,11.77
22.77,10
24.46,10.2
23.8,10.48
22.83,11.1
24.81,10.18
24.93,11.18
24.54,9.95
26.22,9.78
24.28,11.35
24.62,11.52
22.9,9.7
23.44,8.01
24.42,8.44
24.57,10.51
25.8,12.14
26.88,12.68
30.1,13.03
29.04,12.56
26.99,8.88
26.11,8.34
26.07,9.07
28.26,11.65
30.4,14.32
30.21,15.03
27.87,14.97
25.62,14.56
22.91,11.56
20.83,11.21
22.48,10.87
19.84,8.78
22.26,9.9
24.36,10.82
20.98,11.73
22.2,10.5
21.11,8.81
20.45,9.16
19.7,7.22
20.34,6.85
24.17,9.41
24.99,11.99
26.32,11.21
26.24,12.13
26.46,11.5
27.02,12.46
25.05,12.34
27.25,12.4
25.42,10.63
23.85,6.55
20.39,6.21
23.13,9.33
23.83,10.82
21.56,9.04
21.22,8.86
22.49,8.5
22.26,9.29
22.61,8.93
21.15,9.93
20.8,9.87
21.16,7.63
22.33,8.79
23.26,9.49
24.35,10.9
26.53,11.72
24.75,11.33
23.88,11.4
22.61,11.4
20.03,9.48
19.25,8.25
18.88,9.66
18.59,10.2
17.76,9.93
18.61,9.02
20.89,7.75
20.75,8.35
20.86,7.91
19.75,7.62
19.43,5.33
20.91,7
21.41,8.78
20.12,9.27
17.78,9.45
18.59,7.96
19.01,9.25
