19510101
2.3,-3.44
1.71,-2.59
1.63,-4.39
4.7,-5.84
5.92,-4.91
7.26,-4.26
7.42,-2.84
6.59,-2.11
5.83,-0.46
5.47,0.17
6.08,-1.46
4.17,-1.11
4.13,-1.87
7.22,-0.16
7.64,1.21
10.65,1.5
10.84,0.42
10.84,0.92
10.2,0.92
13.1,0.05
13.46,-0.78
13.47,-1.96
7.02,-2.7
3.66,-2.57
2.37,-3.55
2.05,-4.26
0.8,-6.93
1.07,-5.96
0.46,-4.8
1.99,-7.17
1.85,-6.34
3.73,-4.21
5.22,-3.07
4.03,-4.13
4.32,-4.23
3.76,-3.73
1.27,-5.44
3.45,-4.61
5.42,-1.59
4.39,-1.98
3.91,-2.85
3.7,-3.36
3.78,-2.83
3.79,-3.16
3.61,-3.32
5.85,-6.77
6.48,-6.13
7.32,-1.73
7.48,1.5
7.59,1.48
9.06,-0.9
6.73,0.29
6.45,-1.44
6.67,-1.75
6.69,-0.63
4.44,-2.78
4.28,-3.14
4.77,-2.72
6.21,-3.59
5.24,-6.13
9.53,-7.35
8.9,-5.61
4.75,-6.28
2.5,-4.64
4.65,-5.02
5.07,-5.52
3.97,-4.88
3.75,-3.61
5.93,-3.18
6.34,-1.19
7.75,-1.34
7.7,0.49
8.51,-1.08
11.06,0.95
13.47,5.16
14.65,5.08
12.6,3.76
11.62,2.59
13.66,4.21
14.69,2.51
16.83,2.3
19.38,1.89
12.39,2.24
8.13,-2.32
12.01,-3.29
15.54,-0.06
12.82,1.24
11.75,0.3
8.07,-1.06
8.83,-3.53
12.21,-3.15
11.37,-0.73
12.16,-2.87
14.21,-2.32
15.57,1.79
15.43,2.06
14.38,1.75
13.03,-1.47
14.24,-0.95
10.76,-0.52
7.63,-2.38
11.04,-2.55
16.02,-1.46
18.12,0.87
19.07,2.25
19.4,2.95
14.71,4.99
17.44,2.75
16.72,4.49
15.32,3.2
13.07,3.04
14.09,3.54
12.49,2.75
9.76,3.14
10.25,2.57
12.37,3.37
12.71,3.65
11.4,2.15
12.03,-2.14
11.75,-0.04
12.55,3
12.52,2.08
13.11,1.55
12.05,0.79
12.52,1.61
10.19,1.53
9.26,1.41
9.73,0.17
7.86,-2.07
5.9,-2.76
6.35,-0.88
8.31,1.15
10.44,0.22
12.27,-0.47
13,-0.27
15.57,-0.24
16.9,1.24
14.35,1.9
14.93,-1.54
16.1,3.19
18.64,6.5
21.05,7.11
24.1,8.26
23.94,9.46
21.83,9.15
16.81,6.45
15.09,3.57
16.62,4.5
15.34,4.2
14.41,5.17
14.74,3.73
17.43,2.31
19.84,4.45
19.24,7.3
19.52,6.94
18.67,7.02
20.21,6.68
19.73,7.7
17.07,5.62
19.66,4.28
23.1,6.13
25.46,9.09
27.11,11.17
28.57,11.76
29.52,12.52
29.63,13.09
29.05,12.08
28.05,12.92
24.87,11.95
23.11,8.56
23.71,9.78
23.86,12.79
21.81,10.32
19.18,4.94
20.04,5.19
20.78,4.81
21.31,2.85
24.34,6.22
26.08,8.71
27.01,10.12
23.78,9.08
23.85,8.95
25.82,10.05
26.65,10.65
24.85,12.14
24.92,9.56
26.27,9.2
26.58,10.55
25.02,11.29
27.15,9.5
27.72,11.43
25.69,10.33
27.32,9.15
27.09,11.1
26.87,11.21
24.18,10.02
24.38,7.29
26.1,7.1
27.14,9.14
29.21,11.7
30.94,12.74
32.22,12.59
29.35,11.69
27.3,8.69
25.86,7.34
27.85,6.73
31.48,9.84
33.43,12.32
34.28,13.84
30.94,14.79
27.31,14.81
23.76,11
22.99,9.89
22.73,9.81
22.59,7.78
25.08,9.21
27.24,9.38
24.3,12.11
24.76,10.25
23.99,8.75
22.2,9.04
21.51,6.88
23.87,5.38
28.14,8.97
27.77,11.43
28.35,10.4
29.09,11.82
28.84,11.07
29.14,11.65
28.49,11.78
30.28,12.15
23.36,10.95
22.85,5.36
22.45,5.49
24.63,8.83
25.4,10.14
22.37,8.92
23.56,8.24
24.49,8.12
25.29,8.54
25.58,8.37
23.03,10.49
21.87,9.37
23.13,6.51
23.83,8.54
25.13,9.55
27.2,10.46
29.53,11.78
27.4,11.46
26.1,11.08
24.67,10.97
21.87,9.73
21.53,8.44
20.82,10.1
20.97,10.33
20.33,10.18
20.17,8.84
23.14,6.81
22.62,7.91
22.83,6.85
21.1,6.81
21.59,4.02
23.34,5.13
24.54,7.53
22.43,8.39
18.12,9.32
20.13,7.33
21.23,8.56
18.65,6.52
19.41,3.64
19.38,5.21
20.8,4.14
20.98,4.5
15.85,5.18
13.05,4
15.29,4.37
15.98,6.03
15.21,4.36
14.91,2.77
16.22,1.01
16.47,3.54
17.51,4.76
17.8,3.12
17.7,3.46
17.71,5.56
15.17,5.05
13.08,3.22
12.19,3.19
13.34,2.4
13.68,0.32
13.28,0.34
12.43,-0.11
10.2,2.22
11.4,2.77
9.23,1.52
5.65,-2.38
4.59,-2.47
7.98,-2.16
11.3,-3.26
12.73,-0.72
12.58,1.73
12.31,1.28
10.36,3.31
10.11,3.13
10.65,0.09
11.01,-0.08
10.74,1.01
9.81,0.1
11.82,3.11
11.28,3.76
11.32,4.22
9.06,3.34
7.88,2.03
7.33,0.44
8.4,-0.03
8.62,1.45
6.87,0.32
6.87,-1.29
10.25,-1.88
11.88,-1.16
10.58,1.11
8.66,2
6.59,0.37
6.59,-1
10.36,-0.4
10.46,0.18
11.28,0.69
12.55,1.14
14.57,0.23
12.34,-0.14
11.48,-0.79
11,0.47
11.3,-2.24
11.73,-3.01
10.63,-2.62
9.1,-3.18
7.69,-2.87
8.71,-4.37
9.37,-3.96
8.04,-3.08
7.36,-2.52
6.88,-3.49
6.83,-1.92
9.35,-1.07
11.57,-0.98
9.37,-2.29
8.16,0.2
9.18,1.74
10.14,-1.07
9.85,-2.06
9.75,-1.6
12.62,-1.18
12.18,-1.21
9.52,0.5
7.38,1.48
8.46,2.5
7.33,1.72
7.44,0.44
7.77,1.13
4.99,-0.33
6.98,-1.68
5.01,-1.78
3.75,-1.96
7.16,-2.04
10.57,-1.79
8.44,-2.45
7.43,-5.64
4.81,-4.47
4.37,-4.97
4.71,-5.04
7.01,-3.17
8.16,-5.3
10.89,-5.35
8.88,-5.45
6.36,-6.07
7.98,-2.99
6.66,-1.29
4.15,-4.63
6.94,-7.51
7.68,-3.44
8.2,-0.6
6.34,-0.33
3.37,-2.49
1.15,-4.08
2.17,-4.09
-0.7,-6.3
-1.01,-10.22
-0.57,-12.38
0.92,-8.2
1.41,-8.84
1.2,-7.54
-0.71,-9.12
-0.26,-17.1
0.59,-14.96
3.06,-9.28
4.43,-5.23
7.78,-1.07
8.53,1.02
7.86,0.69
5.51,-2.49
3.39,-5.08
5.38,-6.36
9.04,-3.96
9.14,-2.96
6.56,-3.34
8.18,-5.14
10.92,-4.42
8.06,-2.52
4.41,-2.29
4.07,-6.75
3.71,-4.12
2.5,-5.81
4.09,-6.71
4.17,-4.38
2.33,-4.54
6.13,-7.57
9.53,-6.71
9.32,-4.25
9.63,-3.27
11.15,-2.67
9.07,-1.77
9.65,-1.74
11.13,-2.85
11.63,-2.57
13.74,-3.55
16.72,-2.76
16.82,-2.49
13.89,-0.2
14.37,-0.07
14.7,-0.75
17.2,-1.38
17.5,0.59
17.68,1.08
14.91,1.69
14.26,-2.71
11.9,0.35
10.59,1.42
9.38,-1.12
11.94,-2.1
10.4,-0.34
8.7,-0.39
9.07,-0.27
10.41,1.2
10.02,0.91
13.04,2.52
17.52,3.6
20.6,2.49
20.32,3.25
19.34,3.1
17.38,1.56
18.96,2.18
15.28,4.33
13.33,5.45
10.36,2.45
11.07,2.61
11.81,3.5
8.85,1.57
5.16,-3.82
3.83,-4.19
4.5,-4.67
6.95,-4.39
10.72,-1.71
15.61,-0.12
15.74,2.49
17.74,3.5
16.09,3.56
12,3.88
12.12,2.93
10.74,3.15
12.15,4.08
16.09,3.77
17.16,3.58
17.76,3.66
18.62,4.83
19.4,4.66
20.1,5.28
19.52,6.21
14.79,4.59
12.59,0.96
10.88,-1.29
10.94,-1.54
11.05,-1.14
14.66,1.49
17.08,2.64
16.65,5.68
12.86,5.2
12.01,3.43
11.25,1.86
10.4,2.2
10.62,2.46
12.75,3.9
12.73,3.92
13.62,3.01
13.95,3.72
15.07,2.38
15.41,3.18
15.18,2.71
17.67,1.61
20.52,3.96
21.17,5.42
21.69,5.28
21.31,4.41
22.03,5.08
22.79,6.71
22.39,7.19
21.81,6.39
21.07,5.85
19.5,6.62
17.53,6.34
19.18,6.27
21.33,5.05
22.35,6.68
22.72,7.15
22.91,9
23.01,8.28
22.94,8.15
22.31,9.29
21.83,7.91
22.03,7.32
22.68,7.68
24.09,8.64
26.44,9.99
25.79,11.2
25.07,8.01
24.53,7.68
24.55,8.85
21.15,9.64
23.29,8.48
24.09,9.27
23.77,7.11
24.71,7.87
24.1,9.53
24.43,8.55
21.6,8.59
20.59,7.82
21.66,8.47
22.38,8.43
24.71,7.68
26.73,9.9
28.7,10.63
29.46,11.96
30.6,12.57
25.96,12.71
24.88,9.06
25.93,9.44
27.27,10.93
27.44,12
28.34,14.17
27.81,12.43
27.51,11.63
20.49,7.94
21.36,10.05
24.32,7.94
27.61,9.89
28.65,10.35
27.73,9.71
30.3,11.9
30.6,11.94
30.07,12.16
28.95,11.13
27,12.26
26.24,10.81
27.32,12.09
26.42,12.77
25.25,10.61
27.38,10.47
26.29,12.02
26.19,12.01
22.13,10.95
23.57,9.78
23.27,10.81
25.18,9.92
24.94,11.55
24.67,12.49
21.5,9.79
20.85,8.3
23.06,8.25
23.4,11.23
25.05,12.24
25.63,11.98
26.05,10.52
26.18,11.69
27.04,12.3
26.01,13.52
25.62,10.04
25.82,9.84
