 Model                     SWAT+ Mar 13 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr     unit   gis_id   name                  area         precip           evap           seep          flo_stor       sed_stor      orgn_stor      sedp_stor       no3_stor      solp_stor      chla_stor       nh3_stor       no2_stor      cbod_stor       dox_stor       san_stor       sil_stor       cla_stor       sag_stor       lag_stor       grv_stor           null         flo_in         sed_in        orgn_in        sedp_in         no3_in        solp_in        chla_in         nh3_in         no2_in        cbod_in         dox_in         san_in         sil_in         cla_in         sag_in         lag_in         grv_in           null        flo_out        sed_out       orgn_out       sedp_out        no3_out       solp_out       chla_out        nh3_out        no2_out       cbod_out        dox_out        san_out        sil_out        cla_out        sag_out        lag_out        grv_out           null     water_temp
                                                                      ha            m^3            m^3            m^3             m^3           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                         m^3/s           tons            kgN            kgP            kgN            kgP             kg            kgN            kgN             kg             kg           tons           tons           tons           tons           tons           tons                          degc
    31     1    31  2006      20      42  cha042               0.8106E+02     0.1840E+05     0.8913E+04     0.0000E+00     0.1300E+05     0.9223E-08     0.1603E-06     0.0000E+00     0.1603E-06     0.1100E-04     0.0000E+00     0.1084E-03     0.0000E+00     0.0000E+00     0.1536E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5645E+01     0.2783E+00     0.1853E+00     0.4739E+01     0.7348E+00     0.9225E+02     0.2543E-01     0.0000E+00     0.4753E-02     0.0000E+00     0.0000E+00     0.6019E+00     0.1429E-03     0.1429E-03     0.1429E-03     0.1429E-03     0.1429E-03     0.0000E+00     0.6286E+01     0.2745E+00     0.1411E+00     0.3586E+01     0.5560E+00     0.7939E+02     0.1940E-01     0.0000E+00     0.5753E-02     0.0000E+00     0.0000E+00     0.5472E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6303E+01     0.7730E+01
    31     1    31  2006      21      43  cha043               0.1182E+02     0.2661E+04     0.1306E+04     0.0000E+00     0.6044E+04     0.6283E-08     0.1787E-06     0.0000E+00     0.1790E-06     0.1866E-05     0.0000E+00     0.1687E-04     0.0000E+00     0.0000E+00     0.5646E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5668E+01     0.2302E+00     0.1879E+00     0.4808E+01     0.7454E+00     0.5536E+02     0.2577E-01     0.0000E+00     0.4434E-02     0.0000E+00     0.0000E+00     0.4818E+00     0.1203E-03     0.1203E-03     0.1203E-03     0.1203E-03     0.1203E-03     0.0000E+00     0.6455E+01     0.2781E+00     0.1853E+00     0.4739E+01     0.7348E+00     0.5467E+02     0.2543E-01     0.0000E+00     0.4753E-02     0.0000E+00     0.0000E+00     0.6019E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6311E+01     0.7730E+01
    31     1    31  2006      22      44  cha044               0.2787E+02     0.6276E+04     0.3081E+04     0.0000E+00     0.7249E+04     0.1038E-07     0.2315E-06     0.6944E-06     0.2356E-06     0.3548E-05     0.0000E+00     0.3317E-04     0.0000E+00     0.0000E+00     0.4219E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5668E+01     0.1955E+00     0.1978E+00     0.5068E+01     0.7856E+00     0.5544E+02     0.2710E-01     0.0000E+00     0.3840E-02     0.0000E+00     0.0000E+00     0.2952E+00     0.2058E-03     0.2058E-03     0.2058E-03     0.2058E-03     0.2058E-03     0.0000E+00     0.6597E+01     0.2302E+00     0.1879E+00     0.4808E+01     0.7453E+00     0.5283E+02     0.2576E-01     0.0000E+00     0.4434E-02     0.0000E+00     0.0000E+00     0.4818E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6455E+01     0.7730E+01
    31     1    31  2006      23      46  cha046               0.5630E+02     0.1471E+05     0.7958E+04     0.0000E+00     0.1660E+06     0.1529E-06     0.6591E-05     0.6628E-08     0.8418E+02     0.3217E-03     0.0000E+00     0.2155E-02     0.0000E+00     0.0000E+00     0.1650E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6957E+01     0.3672E+00     0.9231E-06     0.4662E-04     0.3003E-04     0.7568E+03     0.1304E-02     0.0000E+00     0.1443E-01     0.0000E+00     0.0000E+00     0.9763E+00     0.2041E-03     0.2041E-03     0.2041E-03     0.2041E-03     0.2041E-03     0.0000E+00     0.7001E+01     0.3074E+00     0.7199E-06     0.3740E-04     0.3622E-05     0.6608E+03     0.1047E-02     0.0000E+00     0.1474E-01     0.0000E+00     0.0000E+00     0.8136E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7044E+01     0.7730E+01
    31     1    31  2006      24      47  cha047               0.1218E+03     0.2758E+05     0.1146E+05     0.0000E+00     0.1951E+05     0.4051E-08     0.4553E-07     0.1364E-06     0.2390E-06     0.1966E-05     0.0000E+00     0.1918E-04     0.0000E+00     0.0000E+00     0.6990E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5668E+01     0.1932E+00     0.2652E+00     0.6865E+01     0.1064E+01     0.6425E+02     0.3664E-01     0.0000E+00     0.2362E-02     0.0000E+00     0.0000E+00     0.2756E+00     0.1182E-03     0.1182E-03     0.1182E-03     0.1182E-03     0.1182E-03     0.0000E+00     0.6606E+01     0.1955E+00     0.1978E+00     0.5068E+01     0.7856E+00     0.4503E+02     0.2709E-01     0.0000E+00     0.3840E-02     0.0000E+00     0.0000E+00     0.2952E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6597E+01     0.7730E+01
    31     1    31  2006      25      48  cha048               0.5195E+02     0.1357E+05     0.7343E+04     0.0000E+00     0.2728E+06     0.3735E-06     0.1250E-04     0.1827E-07     0.1198E+03     0.5765E-03     0.0000E+00     0.3104E-02     0.0000E+00     0.0000E+00     0.2717E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6957E+01     0.4676E+00     0.1115E-05     0.5170E-04     0.2688E-04     0.8349E+03     0.1844E-02     0.0000E+00     0.1506E-01     0.0000E+00     0.0000E+00     0.1199E+01     0.1065E-03     0.1065E-03     0.1065E-03     0.1065E-03     0.1065E-03     0.0000E+00     0.6952E+01     0.3671E+00     0.7190E-06     0.3742E-04     0.2425E-05     0.7101E+03     0.1295E-02     0.0000E+00     0.1443E-01     0.0000E+00     0.0000E+00     0.9763E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7001E+01     0.7730E+01
    31     1    31  2006      26      49  cha049               0.1475E+03     0.3601E+05     0.1816E+05     0.0000E+00     0.9312E+06     0.1150E+00     0.2159E+01     0.3325E+00     0.9750E+02     0.2093E-01     0.0000E+00     0.3649E-02     0.0000E+00     0.0000E+00     0.6792E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5727E+01     0.8242E+00     0.1201E+01     0.2133E+02     0.3295E+01     0.5457E+03     0.4362E-01     0.0000E+00     0.7278E-02     0.0000E+00     0.0000E+00     0.1308E+01     0.8753E-04     0.8753E-04     0.8753E-04     0.8753E-04     0.8753E-04     0.0000E+00     0.5648E+01     0.9147E+00     0.1078E+01     0.1904E+02     0.2943E+01     0.4454E+03     0.2316E-01     0.0000E+00     0.1045E-01     0.0000E+00     0.0000E+00     0.1516E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5605E+01     0.7730E+01
    31     1    31  2006      27      50  cha050               0.4378E+02     0.9915E+04     0.4033E+04     0.0000E+00     0.1714E+05     0.7176E-08     0.1527E-06     0.4094E-06     0.4760E-04     0.5333E-05     0.0000E+00     0.4550E-04     0.0000E+00     0.0000E+00     0.3384E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5656E+01     0.1400E+00     0.2756E+00     0.7169E+01     0.1111E+01     0.5004E+02     0.3831E-01     0.0000E+00     0.1716E-02     0.0000E+00     0.0000E+00     0.2989E+00     0.1294E-03     0.3402E-01     0.1294E-03     0.1294E-03     0.1294E-03     0.0000E+00     0.6952E+01     0.1932E+00     0.2652E+00     0.6865E+01     0.1064E+01     0.4138E+02     0.3663E-01     0.0000E+00     0.2360E-02     0.0000E+00     0.0000E+00     0.2756E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6594E+01     0.7730E+01
    31     1    31  2006      28      51  cha051               0.1301E+03     0.3423E+05     0.1800E+05     0.0000E+00     0.4683E+06     0.4138E-06     0.1525E-04     0.2509E-06     0.1534E+03     0.1562E-02     0.0000E+00     0.4594E-02     0.0000E+00     0.0000E+00     0.4508E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6864E+01     0.4541E+00     0.8820E-06     0.4266E-04     0.5193E-04     0.6453E+03     0.2884E-02     0.0000E+00     0.8651E-02     0.0000E+00     0.0000E+00     0.1208E+01     0.1938E-03     0.1938E-03     0.1938E-03     0.1938E-03     0.1938E-03     0.0000E+00     0.6958E+01     0.2986E+00     0.4189E-06     0.2291E-04     0.3100E-05     0.4791E+03     0.1749E-02     0.0000E+00     0.9964E-02     0.0000E+00     0.0000E+00     0.7539E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7082E+01     0.7730E+01
    31     1    31  2006      29      52  cha052               0.2996E+02     0.7429E+04     0.3635E+04     0.0000E+00     0.2163E+06     0.2266E-01     0.4053E+00     0.6138E-01     0.2120E+02     0.1772E-01     0.0000E+00     0.6758E-03     0.0000E+00     0.0000E+00     0.1605E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5562E+01     0.5489E+00     0.1224E+01     0.2175E+02     0.3359E+01     0.4119E+03     0.6036E-01     0.0000E+00     0.6389E-02     0.0000E+00     0.0000E+00     0.9802E+00     0.1544E-03     0.1544E-03     0.1544E-03     0.1544E-03     0.1544E-03     0.0000E+00     0.5567E+01     0.8060E+00     0.1200E+01     0.2132E+02     0.3294E+01     0.3899E+03     0.4272E-01     0.0000E+00     0.7077E-02     0.0000E+00     0.0000E+00     0.1307E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5503E+01     0.7730E+01
    31     1    31  2006      30      53  cha053               0.2207E+02     0.4998E+04     0.2029E+04     0.0000E+00     0.4414E+04     0.1175E-07     0.2000E-06     0.0000E+00     0.2000E-06     0.3333E-05     0.0000E+00     0.3133E-04     0.0000E+00     0.0000E+00     0.6955E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5656E+01     0.1293E+00     0.3097E-06     0.1160E-04     0.2432E-04     0.4211E+02     0.9199E-04     0.0000E+00     0.1293E-02     0.0000E+00     0.0000E+00     0.1249E+00     0.2178E-03     0.2178E-03     0.2178E-03     0.2178E-03     0.2178E-03     0.0000E+00     0.7055E+01     0.1339E+00     0.1818E-06     0.6510E-05     0.0000E+00     0.3839E+02     0.1204E-04     0.0000E+00     0.1678E-02     0.0000E+00     0.0000E+00     0.2976E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7011E+01     0.7730E+01
    31     1    31  2006      31      55  cha055               0.4047E+02     0.1036E+05     0.5603E+04     0.0000E+00     0.2364E+06     0.8442E-06     0.1843E-04     0.0000E+00     0.4029E+02     0.9676E-03     0.0000E+00     0.1501E-02     0.0000E+00     0.0000E+00     0.2355E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6665E+01     0.5403E+00     0.1580E-05     0.4527E-04     0.1919E-04     0.5137E+03     0.3773E-02     0.0000E+00     0.8286E-02     0.0000E+00     0.0000E+00     0.1260E+01     0.2226E-03     0.2226E-03     0.2226E-03     0.2226E-03     0.2226E-03     0.0000E+00     0.6723E+01     0.4534E+00     0.6881E-06     0.2535E-04     0.0000E+00     0.4719E+03     0.2867E-02     0.0000E+00     0.8651E-02     0.0000E+00     0.0000E+00     0.1208E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6759E+01     0.7730E+01
    31     1    31  2006      32      57  cha057               0.4520E+02     0.1181E+05     0.6389E+04     0.0000E+00     0.1132E+06     0.1103E-05     0.2347E-04     0.5410E-08     0.4386E+02     0.1150E-05     0.0000E+00     0.1144E-02     0.0000E+00     0.0000E+00     0.1117E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6957E+01     0.2096E+00     0.1723E-05     0.4591E-04     0.1920E-04     0.3596E+03     0.7979E-04     0.0000E+00     0.4038E-02     0.0000E+00     0.0000E+00     0.4555E+00     0.9566E-04     0.9566E-04     0.9566E-04     0.9566E-04     0.9566E-04     0.0000E+00     0.7626E+01     0.1688E+00     0.5899E-06     0.2104E-04     0.5489E-06     0.3130E+03     0.8754E-04     0.0000E+00     0.5094E-02     0.0000E+00     0.0000E+00     0.4456E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7884E+01     0.7730E+01
    31     1    31  2006      33      58  cha058               0.1194E+03     0.3057E+05     0.1653E+05     0.0000E+00     0.4190E+06     0.5112E-05     0.1011E-03     0.0000E+00     0.4810E+02     0.1850E-02     0.0000E+00     0.2242E-02     0.0000E+00     0.0000E+00     0.3770E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6665E+01     0.6149E+00     0.6541E-05     0.1440E-03     0.3738E-04     0.4805E+03     0.5314E-02     0.0000E+00     0.4968E-02     0.0000E+00     0.0000E+00     0.1245E+01     0.1006E-03     0.1006E-03     0.1006E-03     0.1006E-03     0.1006E-03     0.0000E+00     0.6707E+01     0.5340E+00     0.1352E-05     0.3888E-04     0.0000E+00     0.4301E+03     0.3762E-02     0.0000E+00     0.8243E-02     0.0000E+00     0.0000E+00     0.1260E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6724E+01     0.7730E+01
    31     1    31  2006      34      60  cha060               0.4320E+02     0.1003E+05     0.3965E+04     0.0000E+00     0.2006E+05     0.8647E-08     0.9938E-07     0.0000E+00     0.9938E-07     0.4534E-05     0.0000E+00     0.4435E-04     0.0000E+00     0.0000E+00     0.3423E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5634E+01     0.7245E-01     0.2191E-06     0.8038E-05     0.1813E-04     0.4380E+02     0.7938E-04     0.0000E+00     0.7134E-03     0.0000E+00     0.0000E+00     0.2730E-01     0.1746E-03     0.1746E-03     0.1746E-03     0.1746E-03     0.1746E-03     0.0000E+00     0.8128E+01     0.1292E+00     0.9186E-07     0.3497E-05     0.0000E+00     0.3282E+02     0.8389E-04     0.0000E+00     0.1293E-02     0.0000E+00     0.0000E+00     0.1249E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7028E+01     0.7730E+01
    31     1    31  2006      35      62  cha062               0.5402E+02     0.1300E+05     0.4496E+04     0.0000E+00     0.2006E+05     0.5175E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5551E+01     0.2254E-01     0.1733E-06     0.1125E-04     0.3375E-04     0.4788E+02     0.2424E-04     0.0000E+00     0.1299E-03     0.0000E+00     0.0000E+00     0.3954E-03     0.1605E-03     0.1605E-03     0.1605E-03     0.1605E-03     0.1605E-03     0.0000E+00     0.1350E+02     0.6650E-01     0.4215E-07     0.2451E-05     0.1372E-05     0.3020E+02     0.7169E-04     0.0000E+00     0.6923E-03     0.0000E+00     0.0000E+00     0.2726E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8244E+01     0.7730E+01
    31     1    31  2006      36      63  cha063               0.2600E+02     0.6368E+04     0.1565E+04     0.0000E+00     0.1857E+05     0.4664E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5562E+01     0.7071E-03     0.1493E-06     0.9605E-05     0.2882E-04     0.3790E+02     0.2378E-04     0.0000E+00     0.1417E-03     0.0000E+00     0.0000E+00     0.5297E-03     0.1446E-03     0.1446E-03     0.1446E-03     0.1446E-03     0.1446E-03     0.0000E+00     0.2593E+03     0.2237E-01     0.1275E-07     0.7203E-06     0.2161E-05     0.1140E+02     0.1371E-04     0.0000E+00     0.1299E-03     0.0000E+00     0.0000E+00     0.3954E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1358E+02     0.7730E+01
    31     1    31  2006      37      65  cha065               0.4849E+02     0.1233E+05     0.6695E+04     0.0000E+00     0.1597E+06     0.5658E-05     0.1104E-03     0.2972E-07     0.3903E+02     0.4013E-04     0.0000E+00     0.1125E-02     0.0000E+00     0.0000E+00     0.1314E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6631E+01     0.2205E+00     0.7354E-05     0.1540E-03     0.6068E-04     0.3322E+03     0.1293E-03     0.0000E+00     0.2689E-02     0.0000E+00     0.0000E+00     0.3906E+00     0.2049E-03     0.2049E-03     0.2049E-03     0.2049E-03     0.2049E-03     0.0000E+00     0.7151E+01     0.2089E+00     0.1613E-05     0.3991E-04     0.1288E-05     0.2911E+03     0.5895E-04     0.0000E+00     0.3889E-02     0.0000E+00     0.0000E+00     0.4551E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7275E+01     0.7730E+01
    31     1    31  2006      38      67  cha067               0.9365E+02     0.2430E+05     0.1099E+05     0.0000E+00     0.4647E+06     0.5565E-01     0.1138E+01     0.1690E+00     0.6347E+02     0.8303E-01     0.0000E+00     0.1686E-02     0.0000E+00     0.0000E+00     0.3623E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5457E+01     0.5033E+00     0.2117E+00     0.5288E+01     0.8072E+00     0.4242E+03     0.1328E+00     0.0000E+00     0.3817E-02     0.0000E+00     0.0000E+00     0.1074E+01     0.1250E-03     0.1250E-03     0.1250E-03     0.1250E-03     0.1250E-03     0.0000E+00     0.5487E+01     0.5482E+00     0.1551E+00     0.4122E+01     0.6341E+00     0.3589E+03     0.4996E-01     0.0000E+00     0.6356E-02     0.0000E+00     0.0000E+00     0.9788E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5463E+01     0.7730E+01
    31     1    31  2006      39      68  cha068               0.2104E+02     0.5385E+04     0.2848E+04     0.0000E+00     0.7639E+05     0.5243E-05     0.1001E-03     0.0000E+00     0.4374E+01     0.4487E-03     0.0000E+00     0.2409E-03     0.0000E+00     0.0000E+00     0.6182E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6489E+01     0.4886E+00     0.1173E-04     0.2337E-03     0.5359E-04     0.2820E+03     0.5769E-02     0.0000E+00     0.4244E-02     0.0000E+00     0.0000E+00     0.3244E+00     0.1173E-03     0.1173E-03     0.1173E-03     0.1173E-03     0.1173E-03     0.0000E+00     0.6575E+01     0.6141E+00     0.6440E-05     0.1315E-03     0.0000E+00     0.2773E+03     0.5302E-02     0.0000E+00     0.4968E-02     0.0000E+00     0.0000E+00     0.1245E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6531E+01     0.7730E+01
    31     1    31  2006      40      69  cha069               0.2598E+02     0.7324E+04     0.2951E+04     0.0000E+00     0.7451E+05     0.4447E-01     0.8585E+00     0.1273E+00     0.2404E+02     0.5885E-01     0.0000E+00     0.1935E-03     0.0000E+00     0.0000E+00     0.6685E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5259E+01     0.4266E+00     0.2562E+00     0.6148E+01     0.9348E+00     0.2926E+03     0.1917E+00     0.0000E+00     0.2862E-02     0.0000E+00     0.0000E+00     0.6346E+00     0.2727E-03     0.1237E-01     0.2727E-03     0.2727E-03     0.2727E-03     0.0000E+00     0.5303E+01     0.5026E+00     0.2117E+00     0.5288E+01     0.8072E+00     0.2681E+03     0.1328E+00     0.0000E+00     0.3817E-02     0.0000E+00     0.0000E+00     0.1074E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5290E+01     0.7730E+01
    31     1    31  2006      41      71  cha071               0.3623E+02     0.9275E+04     0.4905E+04     0.0000E+00     0.1766E+06     0.2467E-04     0.4696E-03     0.6775E-04     0.1243E+02     0.1484E-02     0.0000E+00     0.6234E-03     0.0000E+00     0.0000E+00     0.4508E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6489E+01     0.1391E+00     0.3660E-04     0.7029E-03     0.1195E-03     0.2622E+03     0.7172E-02     0.0000E+00     0.3241E-02     0.0000E+00     0.0000E+00     0.2774E+00     0.1990E-03     0.1990E-03     0.1990E-03     0.1990E-03     0.1990E-03     0.0000E+00     0.7550E+01     0.4884E+00     0.1161E-04     0.2262E-03     0.3126E-04     0.2479E+03     0.5761E-02     0.0000E+00     0.4244E-02     0.0000E+00     0.0000E+00     0.3244E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6575E+01     0.7730E+01
    31     1    31  2006      42      72  cha072               0.7288E+02     0.1911E+05     0.9318E+04     0.0000E+00     0.1040E+06     0.1251E-03     0.2379E-02     0.3419E-03     0.2217E+02     0.4238E-02     0.0000E+00     0.9641E-03     0.0000E+00     0.0000E+00     0.7111E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5926E+01     0.1322E+00     0.1630E-03     0.3104E-02     0.4692E-03     0.2340E+03     0.1136E-01     0.0000E+00     0.1159E-02     0.0000E+00     0.0000E+00     0.7089E-01     0.1554E-03     0.1554E-03     0.1554E-03     0.1554E-03     0.1554E-03     0.0000E+00     0.6842E+01     0.1388E+00     0.3640E-04     0.6961E-03     0.9914E-04     0.2098E+03     0.7166E-02     0.0000E+00     0.3241E-02     0.0000E+00     0.0000E+00     0.2774E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6904E+01     0.7730E+01
    31     1    31  2006      43      73  cha073               0.7300E+02     0.1846E+05     0.3990E+04     0.0000E+00     0.9236E+03     0.3706E-08     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5529E+01     0.1811E-02     0.1160E-06     0.1436E-04     0.4308E-04     0.4775E+02     0.1837E-04     0.0000E+00     0.4006E-04     0.0000E+00     0.0000E+00     0.4057E-04     0.1150E-03     0.1150E-03     0.1150E-03     0.1150E-03     0.1150E-03     0.0000E+00     0.1040E+03     0.5713E-03     0.4683E-08     0.4816E-06     0.1445E-05     0.7630E+01     0.1466E-04     0.0000E+00     0.1417E-03     0.0000E+00     0.0000E+00     0.5297E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3177E+03     0.7730E+01
    31     1    31  2006      44      74  cha074               0.5102E+02     0.1336E+05     0.6733E+04     0.0000E+00     0.1577E+06     0.2320E-04     0.4422E-03     0.6411E-04     0.2036E+02     0.1277E-03     0.0000E+00     0.7630E-03     0.0000E+00     0.0000E+00     0.9276E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6211E+01     0.1819E+00     0.3052E-04     0.5871E-03     0.1128E-03     0.2163E+03     0.1671E-03     0.0000E+00     0.1126E-02     0.0000E+00     0.0000E+00     0.1228E+00     0.2292E-03     0.2292E-03     0.2292E-03     0.2292E-03     0.2292E-03     0.0000E+00     0.6804E+01     0.2191E+00     0.7148E-05     0.1404E-03     0.2009E-04     0.1949E+03     0.1155E-03     0.0000E+00     0.2686E-02     0.0000E+00     0.0000E+00     0.3906E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6706E+01     0.7730E+01
    31     1    31  2006      45      75  cha075               0.4830E+02     0.1362E+05     0.5487E+04     0.0000E+00     0.2195E+06     0.4567E-01     0.9307E+00     0.1334E+00     0.4209E+02     0.1034E+00     0.0000E+00     0.5403E-03     0.0000E+00     0.0000E+00     0.1586E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5259E+01     0.2974E+00     0.7746E-01     0.1643E+01     0.2354E+00     0.2516E+03     0.2058E+00     0.0000E+00     0.1358E-02     0.0000E+00     0.0000E+00     0.1697E-01     0.1293E-03     0.1293E-03     0.1293E-03     0.1293E-03     0.1293E-03     0.0000E+00     0.5356E+01     0.4254E+00     0.3172E-01     0.7111E+00     0.1018E+00     0.2084E+03     0.1022E+00     0.0000E+00     0.2862E-02     0.0000E+00     0.0000E+00     0.6346E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5310E+01     0.7730E+01
    31     1    31  2006      46      76  cha076               0.5503E+02     0.1866E+05     0.4459E+04     0.0000E+00     0.1115E+05     0.1432E-07     0.2976E-05     0.8929E-05     0.1683E+01     0.8523E-04     0.0000E+00     0.8226E-03     0.0000E+00     0.0000E+00     0.4289E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7321E+01     0.7758E-03     0.5915E-07     0.1357E-04     0.4072E-04     0.7824E+01     0.4472E-04     0.0000E+00     0.3115E-03     0.0000E+00     0.0000E+00     0.2216E-03     0.4329E-04     0.4329E-04     0.4329E-04     0.4329E-04     0.4329E-04     0.0000E+00     0.3113E+03     0.6478E-03     0.2539E-08     0.5231E-06     0.1569E-05     0.2523E+00     0.1561E-04     0.0000E+00     0.1509E-03     0.0000E+00     0.0000E+00     0.6053E-04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3714E+03     0.7730E+01
