group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
gwflow,20.385431658157514789,28.102609784459005482,20,4,0,0,0.65314856667518639277,0.35315772528203176472
chanels,5.3971205897918288485,45.476324168118090085,4,4,0,0,0.16605647678451573857,0.085903765295655340473
hydrology,27.134414593724869746,29.082709908082215122,56,9.3333333333333339255,51,8.5,0.91580223295201379496,0.54035360187222203354
basin,721.50239756767678045,67.962402531237728454,0,0,0,0,17.56547246295918896,0.90547605016380483534
soil,161.75879635688804115,30.274561196721379019,261,15.352941176470588758,93,5.4705882352941177516,4.2189815776571482075,1.1030677873693004454
topography,1.1146145638978852688,21.285062740906461443,0,0,77,38.5,0.050615154277886126311,0.040755912737042300498
