real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
0,0.0180048,1.03942e-05,0.537221,0.0311669,0.603457,0.00511341,0.68458,0.163316,0.520388,0.119448,0.9927,0.998862,0.224312,0.558576,0.0904224,0.0833914,1.29652,1.34805,0.893,1.08899,1.04907,1.5383,59.0791,12.1313,7.45741,11.4456,720,721,1759.75,90,13.7934,0.636547
1,0.0202835,5.99946e-06,0.506439,0.217347,0.770372,0.00679243,0.619434,0.367531,0.500915,0.0494769,1,0.900557,0.362567,1,0.219556,0.0548631,1.31078,1.28785,0.893,0.96343,1.08565,1.47702,23.8186,7.84142,6.30694,27.2727,720,826.463,2169.6,90,12.4605,1.13562
2,0.022015,8.06217e-06,0.27368,0.204869,0.741237,0.00583878,0.599925,0.101976,0.51671,0.0366207,0.945376,0.805323,0.863625,0.558508,0.133985,0.0563579,1.00767,1.17795,0.893,0.963,1.16868,1.40977,42.1739,18.2997,10.4394,15.1868,679.786,821.535,1884.39,90,13.1869,0.750498
3,0.0136866,1.71878e-05,0.43482,0.0449272,0.559099,0.00465491,0.249087,0.0410624,0.537674,0.0286954,0.621102,0.755486,0.260716,0.526307,0.217522,0.0566928,1.19413,1.30507,0.893,0.963,1.14666,1.37687,20.1511,10.2344,9.84099,27.306,700.129,976.506,2024.8,78.2812,9.07778,0.454485
4,0.0183223,6.07462e-06,0.242065,0.38424,0.752662,0.00576287,0.774299,0.536774,0.555288,0.148393,1,0.829879,0.173918,0.313739,0.128692,0.0709842,1.38763,1.06148,0.893,0.963,1.13393,1.27125,26.3278,11.0796,11.0477,11.7197,720,973.93,1745.69,90,13.3958,0.623356
5,0.020822,7.48304e-06,0.401406,0.097557,0.705213,0.00348381,0.605716,0.580646,0.90196,0.0201543,1,0.526848,0.907481,0.127576,0.141521,0.138495,1.12032,1.41925,1.01569,0.963,1.40883,1.03665,45.4051,9.9702,27.4991,82.1874,720,821.329,1790.31,88.4118,11.9211,0.566168
6,0.0221582,1.14739e-05,0.509508,0.553016,0.685934,0.00580997,0.681707,0.17502,0.5,0.0114781,1,0.720948,0.402589,0.49667,0.0885162,0.0650863,0.938372,1.15195,0.893,0.963,1.28643,1.2866,47.1666,13.4131,10.6484,21.5327,675.359,1028.92,2054.35,89.8866,11.0916,0.640504
7,0.0195936,3.03559e-05,1,0.141057,0.605474,0.00415642,0.64929,0.273859,0.559528,0.0603308,0.689228,0.710279,0.900553,0.778644,0.0988841,0.0547,1.02968,0.815,0.893,0.963,1.14871,1.69343,42.8897,43.6288,6.25,10.2778,720,783.735,2017.37,90,11.0769,0.49352
8,0.0204504,2.11556e-05,0.387941,0.257161,0.571346,0.0042821,0.606444,0.1895,0.748304,0.128287,0.929038,0.865228,1,0.583538,0.199892,0.0548666,1.28271,1.52704,0.893,1.21766,1.07345,1.27926,23.5165,12.6188,6.93288,54.5035,719.994,886.393,2098.6,90,13.1314,0.421368
9,0.0145875,1.73241e-05,0.547126,0.412663,0.658337,0.00603611,0.488703,0.0999016,0.586016,0.0794964,1,0.884937,0.371155,0.376139,0.215995,0.0566747,0.919381,1.42376,0.972284,0.998309,1.07704,1.66337,17.4999,26.0208,8.87372,9.06999,720,937.497,1800.66,90,11.5677,0.594909
10,0.0229877,7.08472e-06,0.192737,0.853271,0.649421,0.00400018,0.638913,0.254022,0.902975,0.0247623,1,0.298449,0.41265,0.76108,0.208911,0.0547,1.37486,1.01498,0.893,0.963,1.34573,1.12283,20.9631,7.01,6.61565,52.0087,720,798.936,1677.28,90,13.2566,0.594465
11,0.0186471,8.27903e-06,0.592681,0.0613162,0.746856,0.00837007,0.710924,0.328359,0.6388,0.0871319,0.718169,1,0.178781,0.549651,0.144867,0.0575741,1.26611,1.22918,0.893,0.963,1.13257,1.68996,26.2719,31.3388,18.1601,10.8136,717.261,866.44,1952.47,89.0295,12.1987,0.56217
12,0.0133696,9.19484e-06,0.71864,0.456408,0.533813,0.00458164,0.430233,0.0821827,0.5,0.027341,0.915833,0.996204,0.551285,0.458931,0.31756,0.0559559,0.828945,1.04061,0.900827,0.9684,1.20007,1.33531,62.7104,24.9636,8.7271,10.8314,720,923.355,2054.27,77.5287,7.88074,0.42135
13,0.0214205,9.08278e-06,0.471258,0.084605,0.527789,0.00472349,0.631273,0.066693,0.572186,0.0458377,1,0.517811,0.678839,0.31329,0.0988989,0.0567565,0.923851,1.29975,0.893,0.963,1.59814,1.58718,57.3562,7.01,7.71011,15.8203,719.522,897.338,2349.11,90,13.3922,0.660148
14,0.0304471,8.79189e-06,0.185187,0.130011,0.506301,0.00440783,0.344722,0.109128,0.761077,0.0254665,0.912804,0.847139,0.763384,0.399689,0.120454,0.0570778,1.20779,0.815,0.893,0.989232,1.28478,1.67407,39.4119,9.07759,10.5011,18.8438,689.37,809.635,2400,90,11.469,0.600392
15,0.0251585,1.238e-05,0.921163,0.285624,0.560561,0.0045112,0.676241,0.215861,0.583465,0.271396,1,1,1,0.640738,0.0898758,0.0556571,1.01405,1.67583,0.893,0.965002,1.28743,1.68994,18.1863,11.3696,6.79702,19.2755,576.678,834.944,2312.46,86.9415,13.4522,0.51294
16,0.0304387,1.12392e-05,0.81104,0.163629,0.496335,0.00371077,0.593838,0.311767,0.515096,0.108082,1,0.272542,0.768019,1,0.246515,0.0602289,1.19099,1.10183,1.09055,0.963,1.16828,1.18981,43.7309,25.1951,6.25,27.8892,720,866.114,1742.95,81.8602,13.5885,1.08373
17,0.0180656,5.585e-06,0.396026,0.688237,0.599294,0.00608937,0.429842,0.115943,1.15,0.0617927,0.945272,0.907124,0.451987,0.252546,0.137401,0.055595,0.801935,1.08015,1.01916,0.978115,1.10783,1.53072,61.5259,10.0831,8.24523,17.6612,685.122,989.417,2329.67,86.8322,12.0923,0.482773
18,0.0173154,6.65254e-05,0.864961,0.0614203,0.655853,0.0042131,0.633476,0.260097,0.517393,0.0264993,0.960413,0.556908,0.694094,0.257599,0.390416,0.0547,1.02329,0.982671,0.893,0.963,1.46168,1.53284,35.9212,7.01,7.23235,14.5449,720,943.725,2005.67,90,12.3786,0.584157
19,0.0247229,6.37247e-06,0.366104,0.152042,0.899453,0.00576383,0.660952,0.156581,0.686535,0.0860627,1,0.820665,0.413174,0.39749,0.348613,0.0547,0.780927,1.28958,0.893,0.963,1.10524,1.80732,76.7516,16.2609,8.3441,6.40085,720,908.808,2159.41,86.268,12.4063,0.552417
20,0.0135104,3.34686e-05,0.567351,0.872211,0.401563,0.00454479,0.579788,0.591351,0.501951,0.0673971,1,0.629675,0.606773,0.489315,0.0839606,0.0555421,1.06744,1.08844,1.09399,0.963,1.11424,1.30938,41.6269,7.22604,6.26319,23.3235,627.091,923.827,2262.7,89.26,9.42496,0.580266
21,0.0343364,7.58443e-05,0.568614,0.827333,0.744547,0.00557112,0.457055,0.152311,0.504312,0.01,0.997705,0.498711,0.448558,0.639617,0.176172,0.0554828,0.934588,1.49923,0.893,0.98911,1.25995,1.33613,26.1761,11.2734,6.78662,24.0111,613.068,825.308,1734.38,90,12.6359,0.944585
22,0.0451662,1.19922e-05,0.226553,0.146927,0.60299,0.00386309,0.443236,0.106655,0.535841,0.121523,0.33508,0.256873,0.427992,0.474941,0.10779,0.0574152,1.17094,1.104,0.897223,0.9694,1.21861,1.44306,19.2244,7.01,15.4978,27.2616,720,910.992,2203.18,90,13.2151,0.589702
23,0.0138773,6.32589e-05,0.686853,0.458691,0.890034,0.0063609,0.738949,0.144389,1.84601,0.0484248,1,0.516141,0.90817,0.633774,0.140103,0.0547,1.00647,1.23764,1.06058,1.04309,1.15736,1.38883,35.1782,10.6496,13.26,35.0593,720,743.322,1982.26,90,12.0751,0.506379
24,0.0145882,1.35123e-05,0.6773,0.488325,0.76231,0.00408454,0.520102,0.0539008,0.5,0.0639197,1,0.614476,0.499872,0.389607,0.167944,0.0564353,0.995878,0.925778,0.906762,0.971115,1.13642,1.55585,11.2334,26.4993,8.34832,29.4301,720,797.613,2223.72,90,13.124,0.516713
25,0.0220416,6.26609e-06,0.501599,0.675294,1.05136,0.00392178,0.742536,0.105125,0.5,0.0329258,1,0.324766,0.916753,0.425818,0.214317,0.0547126,0.795393,1.0094,0.901261,0.968879,1.12161,1.58708,33.0079,22.6286,10.5946,18.7306,720,828.467,2375.68,85.6317,12.4518,0.551385
26,0.0237597,7.00061e-06,0.352362,0.153987,0.797258,0.00383193,0.55381,0.122157,0.52117,0.0474438,0.327609,1,0.231971,0.518018,0.144726,0.056332,0.807551,1.02569,0.908594,0.963,1.13405,1.52557,29.2013,24.7878,12.9569,10.4212,720,834.983,2244.68,90,8.80168,0.920506
27,0.0203804,5.98707e-06,0.616429,0.657979,0.512475,0.00485803,0.63315,0.189515,0.5,0.0419664,0.818179,0.720884,0.34357,0.577504,0.113206,0.0552609,1.23631,0.892669,1.16518,1.0242,1.28555,1.3974,24.4764,7.18387,9.40936,26.6534,720,903.1,2140,90,12.6816,0.669223
28,0.0180245,2.88976e-05,0.774945,0.536926,0.893083,0.00364511,0.729635,0.0572727,0.5,0.01,0.299848,0.793363,0.289836,0.615406,0.216159,0.0676733,0.838785,1.26349,0.893,0.963,1.3158,1.24299,68.62,12.7555,6.86175,18.6696,720,1031.18,1531.07,90,10.1705,0.585534
29,0.0258074,0.000246667,0.613094,0.229479,0.732539,0.0042111,0.460965,0.0929952,0.508764,0.0231866,1,0.607061,0.460277,0.294995,0.313794,0.0547,0.899705,0.815,0.893,1.08133,1.165,1.70575,48.6131,26.88,12.5658,17.5452,697.392,844.44,2306.86,90,12.7383,0.427824
30,0.0183032,1.43937e-05,0.733403,0.301913,0.899147,0.00472883,0.586704,0.133047,0.582416,0.0364176,1,1,0.458624,0.580666,0.123479,0.0547,0.902686,1.25232,1.03156,1.01475,1.15385,1.63856,28.9654,13.9363,12.9722,21.743,720,866.603,2105.68,90,9.82461,0.616195
31,0.0138933,1.18033e-05,0.894594,0.921503,0.569672,0.00421628,0.54508,0.134438,0.526366,0.0425137,0.941809,0.912379,0.327154,0.609937,0.284862,0.0561725,1.07712,1.50133,0.971224,0.963,1.29623,1.21939,16.5571,18.9242,11.7627,21.9376,720,752.607,1984.32,90,9.94794,0.591905
32,0.0177873,5.90868e-06,0.573014,0.896944,0.62699,0.00526481,0.528116,0.13037,0.513337,0.0514075,0.984556,1,0.206715,0.370056,0.250118,0.0681512,1.28973,0.816757,0.893,1.01101,1.10768,1.33205,39.7933,19.4658,8.2528,14.1694,720,797.231,2391.23,90,9.20607,0.532159
33,0.0329287,1.90816e-05,0.477796,0.370326,0.232221,0.00589731,0.461672,0.0351399,0.52238,0.0224815,1,0.320465,0.283573,0.601124,0.103894,0.0568347,1.28752,1.1355,0.988581,0.963,1.50576,1.649,29.8086,19.7553,19.091,11.7248,720,843.541,2118.46,90,13.7874,0.635315
34,0.0354655,1.27897e-05,1,0.565332,0.770922,0.00475928,0.544398,0.138217,0.5,0.0234137,1,0.841853,0.471858,1,0.18503,0.0706465,0.891527,0.830226,0.893,0.968819,1.37513,1.48032,30.0489,16.0538,16.5163,14.8424,655.944,753.929,1874.56,90,11.944,0.278702
