real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
86,0.0298399,2.87797e-05,0.596452,0.625042,0.646443,0.00541459,0.685509,0.0902236,0.502181,0.01,0.186121,1,0.396921,0.461998,0.133052,0.0564427,0.791703,1.54811,0.893,0.963,1.17625,1.52094,20.5731,19.8643,9.29381,29.3603,720,845.958,2295.39,90,14.1484,0.618292
87,0.0219918,1.22415e-05,0.447448,0.269404,0.400353,0.00526439,0.616269,0.200099,0.542598,0.0256529,0.905205,0.952488,0.512659,0.530682,0.0824541,0.0756201,0.911008,0.81823,1.02721,0.963,1.14143,1.47087,22.2218,29.4624,8.39172,12.236,720,836.591,1938.64,90,9.74109,0.670921
88,0.0245735,2.10139e-05,0.754593,0.062243,0.520949,0.00473137,0.320054,0.210892,0.5,0.0173223,1,0.638409,1,0.688285,0.0943242,0.0562274,1.18413,1.06143,0.915451,0.963,1.24211,1.29596,40.2808,11.0434,10.7919,17.5702,720,870.01,1881.8,89.0696,10.296,0.621851
89,0.0187548,1.69558e-05,0.560911,0.0578133,0.942603,0.00419154,0.656739,0.0841391,0.583902,0.0541484,1,0.903326,0.469648,0.64996,0.140963,0.0547,1.01342,1.46926,0.893,0.963462,1.0566,1.60633,27.5128,23.6394,15.274,11.2007,700.059,990.748,1988.79,90,12.8846,1.1403
90,0.015079,1.186e-05,0.195378,0.712639,0.403148,0.00451624,0.622636,0.0257536,0.612657,0.110676,0.720456,0.457703,0.208091,0.151719,0.276259,0.0653042,0.819271,0.884174,1.23759,0.964222,1.20665,1.54149,66.9322,11.4061,13.5538,14.755,607.535,971.19,2073.61,90,13.8288,1.48727
91,0.0241684,9.11051e-06,0.482974,0.299843,0.694249,0.00487808,0.655125,0.228339,0.670727,0.038886,1,0.773953,0.405176,0.516143,0.165539,0.0826088,0.862635,1.23683,0.893,1.09177,1.15189,1.53365,24.5093,16.084,8.36854,23.6098,636.256,765.472,2034.32,86.887,9.31307,0.547397
92,0.0165991,5.54796e-06,0.311702,0.552906,0.705808,0.00405839,0.687743,0.250728,0.578517,0.096214,1,0.313479,0.367975,0.537425,0.096951,0.0552333,1.24488,1.38275,0.893,0.963,1.05646,1.5492,25.1862,11.1891,9.90845,22.2995,720,863.483,1956.97,86.3148,13.8221,0.528251
93,0.0131485,1.62884e-05,0.294198,0.582032,0.579044,0.00442784,0.653523,0.20863,1.35199,0.0184307,1,0.611098,0.535543,0.510183,0.187986,0.0666091,0.929062,0.963283,0.893,0.963062,1.24734,1.51325,16.5705,16.9921,16.2102,33.3107,720,849.153,1822.66,87.3258,12.2032,0.410409
94,0.0266385,5.60367e-05,0.851032,0.113382,0.589222,0.00454681,0.0857374,0.108931,0.720353,0.0193083,0.922711,1,0.582887,0.475863,0.122776,0.055522,0.939579,1.09832,0.947925,1.24962,1.63111,1.44968,20.3949,9.14072,6.25,12.4074,719.862,777.756,2395.27,90,11.2477,0.758222
95,0.0231215,8.64281e-06,0.345841,0.264146,0.69537,0.00647071,0.722405,0.0792465,0.5,0.0241605,0.929112,0.819382,0.296508,0.643334,0.178655,0.089621,1.66372,1.08288,1.05431,0.963,1.1992,1.62893,29.1715,18.7253,32.6837,13.6538,720,915.034,1641.77,90,13.8945,0.570013
96,0.021536,3.32914e-05,0.911378,0.135337,0.824337,0.00398761,0.657333,0.305808,0.515313,0.0230971,0.865425,0.551803,0.586291,0.530067,0.188803,0.0547,1.85542,1.09173,0.893,0.967575,1.04999,1.48309,14.8182,23.6817,13.6924,11.0215,720,1006.47,2277.91,90,9.95837,0.976192
97,0.0183699,2.40919e-05,0.554023,0.303096,0.588894,0.00348496,0.416776,0.067131,0.516617,0.0217361,0.829799,1,0.759041,0.297205,0.348138,0.0708154,0.974028,1.26198,0.893,0.963,1.29687,1.11263,23.0843,25.9227,10.0974,12.7688,720,856.63,2377.56,90,9.67268,0.700885
98,0.0291567,3.39749e-05,0.646283,0.0818241,0.584927,0.00553536,0.676328,0.0510477,0.51506,0.029808,1,0.734733,0.507997,0.351698,0.157857,0.0564563,0.894097,1.56111,0.931476,0.963,1.1339,1.60962,27.8323,15.6058,10.1765,20.5061,680.743,885.047,1975,90,12.9744,0.423311
base,0.0163347,9.2999e-06,0.612345,0.219016,0.625131,0.005357,0.667239,0.0853396,0.503528,0.0404262,0.991077,0.892328,0.663399,0.551925,0.193275,0.0557891,1.19053,1.11521,0.893,0.963,1.07329,1.59986,29.6644,20.1504,10.5064,17.4113,720,849.393,2131.4,90,13.0691,0.631714
