name,value,group,weight
qh2011,2.02,streamflowb,4.37019
qh2012,2.02,streamflowb,4.37019
qh2013,2.02,streamflowb,4.37019
qh2014,2.02,streamflowb,4.37019
qh2015,2.02,streamflowb,4.37019
qh2016,2.02,streamflowb,4.37019
qh2017,2.02,streamflowb,4.37019
qh2018,2.02,streamflowb,4.37019
qh2019,1.792,streamflowc,6.48569
qh2020,1.792,streamflowc,6.48569
qh2021,1.792,streamflowc,6.48569
qh2022,1.792,streamflowc,6.48569
qh2023,1.792,streamflowc,6.48569
qh2024,1.792,streamflowc,6.48569
qh2025,1.792,streamflowc,6.48569
qh2026,1.792,streamflowc,6.48569
qh2027,1.792,streamflowc,6.48569
qh2028,1.792,streamflowc,6.48569
qh2029,1.792,streamflowc,6.48569
qh2030,1.792,streamflowc,6.48569
qh2031,1.792,streamflowc,6.48569
qh2032,1.792,streamflowc,6.48569
qh2033,1.792,streamflowc,6.48569
qh2034,1.792,streamflowc,6.48569
qh2035,1.792,streamflowc,6.48569
qh2036,1.792,streamflowc,6.48569
qh2037,1.792,streamflowc,6.48569
qh2038,1.792,streamflowc,6.48569
qh2039,1.792,streamflowc,6.48569
qh2040,1.792,streamflowc,6.48569
qh2041,1.792,streamflowc,6.48569
qh2042,1.792,streamflowc,6.48569
qh2043,1.792,streamflowc,6.48569
qh2044,1.792,streamflowc,6.48569
qh2045,1.792,streamflowc,6.48569
qh2046,1.792,streamflowc,6.48569
qh2047,1.792,streamflowc,6.48569
qh2048,1.792,streamflowc,6.48569
