name,value,group,weight
qh2748,1.721,streamflowc,6.48569
qh2749,1.721,streamflowc,6.48569
qh2750,1.721,streamflowc,6.48569
qh2751,1.721,streamflowc,6.48569
qh2752,1.721,streamflowc,6.48569
qh2753,1.721,streamflowc,6.48569
qh2754,1.721,streamflowc,6.48569
qh2755,1.721,streamflowc,6.48569
qh2756,1.721,streamflowc,6.48569
qh2757,1.619,streamflowc,6.48569
qh2758,1.619,streamflowc,6.48569
qh2759,1.619,streamflowc,6.48569
qh2760,1.619,streamflowc,6.48569
qh2761,1.619,streamflowc,6.48569
qh2762,1.619,streamflowc,6.48569
qh2763,1.619,streamflowc,6.48569
qh2764,1.619,streamflowc,6.48569
qh2765,1.619,streamflowc,6.48569
qh2766,1.619,streamflowc,6.48569
qh2767,1.619,streamflowc,6.48569
qh2768,1.516,streamflowc,6.48569
qh2769,1.516,streamflowc,6.48569
qh2770,1.516,streamflowc,6.48569
qh2771,1.516,streamflowc,6.48569
qh2772,1.516,streamflowc,6.48569
qh2773,1.516,streamflowc,6.48569
qh2774,1.516,streamflowc,6.48569
qh2775,1.516,streamflowc,6.48569
qh2776,1.516,streamflowc,6.48569
qh2777,1.449,streamflowc,6.48569
qh2778,1.449,streamflowc,6.48569
qh2779,1.449,streamflowc,6.48569
qh2780,1.449,streamflowc,6.48569
qh2781,1.449,streamflowc,6.48569
qh2782,1.516,streamflowc,6.48569
qh2783,1.449,streamflowc,6.48569
qh2784,1.449,streamflowc,6.48569
qh2785,1.449,streamflowc,6.48569
qh2786,1.449,streamflowc,6.48569
qh2787,1.516,streamflowc,6.48569
qh2788,1.516,streamflowc,6.48569
qh2789,1.449,streamflowc,6.48569
qh2790,1.449,streamflowc,6.48569
qh2791,1.449,streamflowc,6.48569
qh2792,1.449,streamflowc,6.48569
qh2793,1.516,streamflowc,6.48569
qh2794,1.516,streamflowc,6.48569
qh2795,1.516,streamflowc,6.48569
qh2796,1.516,streamflowc,6.48569
qh2797,1.619,streamflowc,6.48569
qh2798,1.721,streamflowc,6.48569
qh2799,1.619,streamflowc,6.48569
qh2800,1.619,streamflowc,6.48569
qh2801,1.619,streamflowc,6.48569
qh2802,1.516,streamflowc,6.48569
qh2803,1.516,streamflowc,6.48569
qh2804,1.516,streamflowc,6.48569
qh2805,1.516,streamflowc,6.48569
qh2806,1.619,streamflowc,6.48569
qh2807,1.619,streamflowc,6.48569
qh2808,1.619,streamflowc,6.48569
qh2809,1.619,streamflowc,6.48569
qh2810,1.516,streamflowc,6.48569
qh2811,1.516,streamflowc,6.48569
qh2812,1.516,streamflowc,6.48569
qh2813,1.516,streamflowc,6.48569
qh2814,1.516,streamflowc,6.48569
qh2815,1.516,streamflowc,6.48569
qh2816,1.516,streamflowc,6.48569
qh2817,1.516,streamflowc,6.48569
qh2818,1.516,streamflowc,6.48569
qh2819,1.449,streamflowc,6.48569
qh2820,1.449,streamflowc,6.48569
qh2821,1.449,streamflowc,6.48569
qh2822,1.449,streamflowc,6.48569
qh2823,1.449,streamflowc,6.48569
qh2824,1.449,streamflowc,6.48569
qh2825,1.449,streamflowc,6.48569
qh2826,1.449,streamflowc,6.48569
qh2827,1.449,streamflowc,6.48569
qh2828,1.516,streamflowc,6.48569
qh2829,1.619,streamflowc,6.48569
qh2830,1.516,streamflowc,6.48569
qh2831,1.515,streamflowc,6.48569
qh2832,1.515,streamflowc,6.48569
qh2833,1.515,streamflowc,6.48569
qh2834,1.515,streamflowc,6.48569
qh2835,1.515,streamflowc,6.48569
qh2836,1.515,streamflowc,6.48569
qh2837,1.515,streamflowc,6.48569
qh2838,1.335,streamflowd,8.11156
qh2839,1.335,streamflowd,8.11156
qh2840,1.335,streamflowd,8.11156
qh2841,1.335,streamflowd,8.11156
qh2842,1.335,streamflowd,8.11156
qh2843,1.335,streamflowd,8.11156
qh2844,1.335,streamflowd,8.11156
qh2845,1.335,streamflowd,8.11156
qh2846,1.335,streamflowd,8.11156
qh2847,1.335,streamflowd,8.11156
qh2848,1.335,streamflowd,8.11156
qh2849,1.335,streamflowd,8.11156
qh2850,1.335,streamflowd,8.11156
qh2851,1.335,streamflowd,8.11156
qh2852,1.335,streamflowd,8.11156
qh2853,1.335,streamflowd,8.11156
qh2854,1.335,streamflowd,8.11156
qh2855,1.335,streamflowd,8.11156
qh2856,1.335,streamflowd,8.11156
qh2857,1.335,streamflowd,8.11156
qh2858,1.335,streamflowd,8.11156
qh2859,1.335,streamflowd,8.11156
qh2860,1.335,streamflowd,8.11156
qh2861,1.335,streamflowd,8.11156
qh2862,1.335,streamflowd,8.11156
qh2863,1.335,streamflowd,8.11156
qh2864,1.335,streamflowd,8.11156
qh2865,1.335,streamflowd,8.11156
qh2866,1.335,streamflowd,8.11156
qh2867,1.335,streamflowd,8.11156
qh2868,1.335,streamflowd,8.11156
qh2869,1.335,streamflowd,8.11156
qh2870,1.335,streamflowd,8.11156
qh2871,1.335,streamflowd,8.11156
qh2872,1.515,streamflowc,6.48569
qh2873,1.515,streamflowc,6.48569
qh2874,1.335,streamflowd,8.11156
qh2875,1.335,streamflowd,8.11156
qh2876,1.335,streamflowd,8.11156
qh2877,1.335,streamflowd,8.11156
qh2878,1.335,streamflowd,8.11156
qh2879,1.335,streamflowd,8.11156
qh2880,1.335,streamflowd,8.11156
qh2881,1.335,streamflowd,8.11156
qh2882,1.515,streamflowc,6.48569
qh2883,1.515,streamflowc,6.48569
qh2884,1.335,streamflowd,8.11156
qh2885,1.335,streamflowd,8.11156
qh2886,1.335,streamflowd,8.11156
qh2887,1.335,streamflowd,8.11156
qh2888,1.335,streamflowd,8.11156
qh2889,1.335,streamflowd,8.11156
qh2890,1.335,streamflowd,8.11156
qh2891,1.335,streamflowd,8.11156
qh2892,1.335,streamflowd,8.11156
qh2893,1.335,streamflowd,8.11156
qh2894,1.335,streamflowd,8.11156
qh2895,1.335,streamflowd,8.11156
qh2896,1.335,streamflowd,8.11156
qh2897,1.335,streamflowd,8.11156
qh2898,1.335,streamflowd,8.11156
qh2899,1.335,streamflowd,8.11156
qh2900,1.335,streamflowd,8.11156
qh2901,1.335,streamflowd,8.11156
qh2902,1.335,streamflowd,8.11156
qh2903,1.335,streamflowd,8.11156
qh2904,1.335,streamflowd,8.11156
qh2905,1.335,streamflowd,8.11156
qh2906,1.335,streamflowd,8.11156
qh2907,1.335,streamflowd,8.11156
qh2908,1.335,streamflowd,8.11156
qh2909,1.335,streamflowd,8.11156
qh2910,1.335,streamflowd,8.11156
qh2911,1.335,streamflowd,8.11156
qh2912,1.335,streamflowd,8.11156
qh2913,1.335,streamflowd,8.11156
qh2914,1.335,streamflowd,8.11156
qh2915,1.335,streamflowd,8.11156
qh2916,1.515,streamflowc,6.48569
qh2917,2.267,streamflowb,4.37019
qh2918,2.07,streamflowb,4.37019
qh2919,2.07,streamflowb,4.37019
qh2920,2.07,streamflowb,4.37019
qh2921,2.07,streamflowb,4.37019
qh2922,2.07,streamflowb,4.37019
qh2923,1.882,streamflowb,4.37019
qh2924,2.07,streamflowb,4.37019
qh2925,11.093,streamflowa,1.87704
qh2926,15.04,streamflowa,1.87704
qh2927,13.131,streamflowa,1.87704
qh2928,7.056,streamflowa,1.87704
qh2929,5.431,streamflowa,1.87704
qh2930,4.443,streamflowa,1.87704
qh2931,3.743,streamflowa,1.87704
qh2932,3.3,streamflowa,1.87704
qh2933,3.087,streamflowa,1.87704
qh2934,3.087,streamflowa,1.87704
qh2935,2.873,streamflowb,4.37019
qh2936,3.3,streamflowa,1.87704
qh2937,5.175,streamflowa,1.87704
qh2938,5.686,streamflowa,1.87704
qh2939,6.758,streamflowa,1.87704
qh2940,5.686,streamflowa,1.87704
qh2941,5.95,streamflowa,1.87704
qh2942,5.175,streamflowa,1.87704
qh2943,4.443,streamflowa,1.87704
qh2944,4.443,streamflowa,1.87704
qh2945,4.681,streamflowa,1.87704
qh2946,4.443,streamflowa,1.87704
qh2947,4.204,streamflowa,1.87704
qh2948,3.974,streamflowa,1.87704
qh2949,3.974,streamflowa,1.87704
qh2950,3.743,streamflowa,1.87704
qh2951,3.743,streamflowa,1.87704
qh2952,3.743,streamflowa,1.87704
qh2953,3.743,streamflowa,1.87704
qh2954,4.204,streamflowa,1.87704
qh2955,6.213,streamflowa,1.87704
qh2956,5.431,streamflowa,1.87704
qh2957,4.681,streamflowa,1.87704
qh2958,11.772,streamflowa,1.87704
qh2959,14.658,streamflowa,1.87704
qh2960,15.04,streamflowa,1.87704
qh2961,18.645,streamflowa,1.87704
qh2962,24.452,streamflowa,1.87704
qh2963,36.436,streamflowa,1.87704
qh2964,22.587,streamflowa,1.87704
qh2965,15.04,streamflowa,1.87704
qh2966,18.221,streamflowa,1.87704
qh2967,24.918,streamflowa,1.87704
qh2968,19.917,streamflowa,1.87704
qh2969,16.567,streamflowa,1.87704
qh2970,13.513,streamflowa,1.87704
qh2971,11.093,streamflowa,1.87704
qh2972,9.734,streamflowa,1.87704
qh2973,8.544,streamflowa,1.87704
qh2974,7.948,streamflowa,1.87704
qh2975,7.353,streamflowa,1.87704
qh2976,7.056,streamflowa,1.87704
qh2977,6.758,streamflowa,1.87704
qh2978,6.486,streamflowa,1.87704
qh2979,5.95,streamflowa,1.87704
qh2980,5.95,streamflowa,1.87704
qh2981,5.686,streamflowa,1.87704
qh2982,5.686,streamflowa,1.87704
qh2983,16.567,streamflowa,1.87704
qh2984,15.804,streamflowa,1.87704
qh2985,12.112,streamflowa,1.87704
qh2986,9.734,streamflowa,1.87704
qh2987,8.544,streamflowa,1.87704
qh2988,7.651,streamflowa,1.87704
qh2989,7.056,streamflowa,1.87704
qh2990,6.486,streamflowa,1.87704
qh2991,6.213,streamflowa,1.87704
qh2992,5.95,streamflowa,1.87704
qh2993,5.686,streamflowa,1.87704
qh2994,5.686,streamflowa,1.87704
qh2995,5.431,streamflowa,1.87704
qh2996,5.175,streamflowa,1.87704
qh2997,5.175,streamflowa,1.87704
qh2998,4.928,streamflowa,1.87704
qh2999,4.681,streamflowa,1.87704
qh3000,4.443,streamflowa,1.87704
qh3001,4.443,streamflowa,1.87704
qh3002,4.443,streamflowa,1.87704
qh3003,4.204,streamflowa,1.87704
qh3004,4.204,streamflowa,1.87704
qh3005,3.974,streamflowa,1.87704
qh3006,3.743,streamflowa,1.87704
qh3007,3.522,streamflowa,1.87704
qh3008,3.522,streamflowa,1.87704
qh3009,3.522,streamflowa,1.87704
qh3010,3.522,streamflowa,1.87704
qh3011,3.3,streamflowa,1.87704
qh3012,3.3,streamflowa,1.87704
qh3013,3.3,streamflowa,1.87704
qh3014,3.3,streamflowa,1.87704
qh3015,3.3,streamflowa,1.87704
qh3016,3.087,streamflowa,1.87704
qh3017,3.087,streamflowa,1.87704
qh3018,2.873,streamflowb,4.37019
qh3019,2.873,streamflowb,4.37019
qh3020,2.873,streamflowb,4.37019
qh3021,2.873,streamflowb,4.37019
qh3022,2.873,streamflowb,4.37019
qh3023,2.873,streamflowb,4.37019
qh3024,2.873,streamflowb,4.37019
qh3025,2.873,streamflowb,4.37019
qh3026,2.873,streamflowb,4.37019
qh3027,2.873,streamflowb,4.37019
qh3028,2.873,streamflowb,4.37019
qh3029,2.873,streamflowb,4.37019
qh3030,2.668,streamflowb,4.37019
qh3031,2.668,streamflowb,4.37019
qh3032,2.463,streamflowb,4.37019
qh3033,2.463,streamflowb,4.37019
qh3034,2.668,streamflowb,4.37019
qh3035,2.668,streamflowb,4.37019
qh3036,2.668,streamflowb,4.37019
qh3037,2.873,streamflowb,4.37019
qh3038,3.087,streamflowa,1.87704
qh3039,3.087,streamflowa,1.87704
qh3040,2.873,streamflowb,4.37019
qh3041,2.873,streamflowb,4.37019
qh3042,2.873,streamflowb,4.37019
qh3043,2.873,streamflowb,4.37019
qh3044,2.668,streamflowb,4.37019
qh3045,2.668,streamflowb,4.37019
qh3046,2.668,streamflowb,4.37019
qh3047,2.463,streamflowb,4.37019
qh3048,2.463,streamflowb,4.37019
qh3049,2.463,streamflowb,4.37019
qh3050,2.463,streamflowb,4.37019
qh3051,2.267,streamflowb,4.37019
qh3052,2.267,streamflowb,4.37019
qh3053,2.267,streamflowb,4.37019
qh3054,2.07,streamflowb,4.37019
qh3055,2.07,streamflowb,4.37019
qh3056,2.07,streamflowb,4.37019
qh3057,2.07,streamflowb,4.37019
qh3058,2.07,streamflowb,4.37019
qh3059,2.07,streamflowb,4.37019
qh3060,2.07,streamflowb,4.37019
qh3061,2.07,streamflowb,4.37019
qh3062,2.07,streamflowb,4.37019
qh3063,2.07,streamflowb,4.37019
qh3064,2.07,streamflowb,4.37019
qh3065,2.07,streamflowb,4.37019
qh3066,2.07,streamflowb,4.37019
qh3067,2.07,streamflowb,4.37019
qh3068,2.07,streamflowb,4.37019
qh3069,2.07,streamflowb,4.37019
qh3070,2.07,streamflowb,4.37019
qh3071,2.07,streamflowb,4.37019
qh3072,2.07,streamflowb,4.37019
qh3073,2.07,streamflowb,4.37019
qh3074,2.07,streamflowb,4.37019
qh3075,2.07,streamflowb,4.37019
qh3076,2.07,streamflowb,4.37019
qh3077,2.07,streamflowb,4.37019
qh3078,2.07,streamflowb,4.37019
qh3079,2.07,streamflowb,4.37019
qh3080,2.07,streamflowb,4.37019
qh3081,2.07,streamflowb,4.37019
qh3082,2.07,streamflowb,4.37019
qh3083,2.07,streamflowb,4.37019
qh3084,2.07,streamflowb,4.37019
qh3085,2.07,streamflowb,4.37019
qh3086,2.07,streamflowb,4.37019
qh3087,2.07,streamflowb,4.37019
qh3088,2.07,streamflowb,4.37019
qh3089,2.07,streamflowb,4.37019
qh3090,2.07,streamflowb,4.37019
qh3091,1.882,streamflowb,4.37019
qh3092,1.882,streamflowb,4.37019
qh3093,1.882,streamflowb,4.37019
qh3094,1.694,streamflowc,6.48569
qh3095,1.694,streamflowc,6.48569
qh3096,1.694,streamflowc,6.48569
qh3097,1.694,streamflowc,6.48569
qh3098,1.694,streamflowc,6.48569
qh3099,1.694,streamflowc,6.48569
qh3100,1.694,streamflowc,6.48569
qh3101,1.694,streamflowc,6.48569
qh3102,1.515,streamflowc,6.48569
qh3103,1.515,streamflowc,6.48569
qh3104,1.515,streamflowc,6.48569
qh3105,1.515,streamflowc,6.48569
qh3106,1.515,streamflowc,6.48569
qh3107,1.694,streamflowc,6.48569
qh3108,1.694,streamflowc,6.48569
qh3109,1.694,streamflowc,6.48569
qh3110,1.694,streamflowc,6.48569
qh3111,1.694,streamflowc,6.48569
qh3112,1.694,streamflowc,6.48569
qh3113,1.515,streamflowc,6.48569
qh3114,1.515,streamflowc,6.48569
qh3115,1.515,streamflowc,6.48569
qh3116,1.515,streamflowc,6.48569
qh3117,1.515,streamflowc,6.48569
qh3118,1.515,streamflowc,6.48569
qh3119,1.515,streamflowc,6.48569
qh3120,1.515,streamflowc,6.48569
qh3121,1.515,streamflowc,6.48569
qh3122,1.335,streamflowd,8.11156
qh3123,1.335,streamflowd,8.11156
qh3124,1.335,streamflowd,8.11156
qh3125,1.335,streamflowd,8.11156
qh3126,1.335,streamflowd,8.11156
qh3127,1.335,streamflowd,8.11156
qh3128,1.335,streamflowd,8.11156
qh3129,1.335,streamflowd,8.11156
qh3130,1.335,streamflowd,8.11156
qh3131,1.335,streamflowd,8.11156
qh3132,1.335,streamflowd,8.11156
qh3133,1.335,streamflowd,8.11156
qh3134,1.515,streamflowc,6.48569
qh3135,1.694,streamflowc,6.48569
qh3136,1.515,streamflowc,6.48569
qh3137,1.515,streamflowc,6.48569
qh3138,1.515,streamflowc,6.48569
qh3139,1.335,streamflowd,8.11156
qh3140,1.335,streamflowd,8.11156
qh3141,1.335,streamflowd,8.11156
qh3142,1.335,streamflowd,8.11156
qh3143,1.335,streamflowd,8.11156
qh3144,1.335,streamflowd,8.11156
qh3145,1.335,streamflowd,8.11156
qh3146,1.335,streamflowd,8.11156
qh3147,1.335,streamflowd,8.11156
qh3148,1.335,streamflowd,8.11156
qh3149,1.335,streamflowd,8.11156
qh3150,1.335,streamflowd,8.11156
qh3151,1.335,streamflowd,8.11156
qh3152,1.335,streamflowd,8.11156
qh3153,1.335,streamflowd,8.11156
qh3154,1.335,streamflowd,8.11156
qh3155,1.335,streamflowd,8.11156
qh3156,1.335,streamflowd,8.11156
qh3157,1.335,streamflowd,8.11156
qh3158,1.335,streamflowd,8.11156
qh3159,1.335,streamflowd,8.11156
qh3160,1.335,streamflowd,8.11156
qh3161,1.335,streamflowd,8.11156
qh3162,1.335,streamflowd,8.11156
qh3163,1.335,streamflowd,8.11156
qh3164,1.335,streamflowd,8.11156
qh3165,1.335,streamflowd,8.11156
qh3166,1.335,streamflowd,8.11156
qh3167,1.172,streamflowd,8.11156
qh3168,1.172,streamflowd,8.11156
qh3169,1.172,streamflowd,8.11156
qh3170,1.172,streamflowd,8.11156
qh3171,1.172,streamflowd,8.11156
qh3172,1.172,streamflowd,8.11156
qh3173,1.172,streamflowd,8.11156
qh3174,1.172,streamflowd,8.11156
qh3175,1.172,streamflowd,8.11156
qh3176,1.172,streamflowd,8.11156
qh3177,1.172,streamflowd,8.11156
qh3178,1.172,streamflowd,8.11156
qh3179,1.172,streamflowd,8.11156
qh3180,1.172,streamflowd,8.11156
qh3181,1.172,streamflowd,8.11156
qh3182,1.172,streamflowd,8.11156
qh3183,1.172,streamflowd,8.11156
qh3184,1.172,streamflowd,8.11156
qh3185,1.172,streamflowd,8.11156
qh3186,1.172,streamflowd,8.11156
qh3187,1.335,streamflowd,8.11156
qh3188,1.335,streamflowd,8.11156
qh3189,1.172,streamflowd,8.11156
qh3190,1.172,streamflowd,8.11156
qh3191,1.172,streamflowd,8.11156
qh3192,1.172,streamflowd,8.11156
qh3193,1.172,streamflowd,8.11156
qh3194,1.172,streamflowd,8.11156
qh3195,1.172,streamflowd,8.11156
qh3196,1.335,streamflowd,8.11156
qh3197,1.515,streamflowc,6.48569
qh3198,1.515,streamflowc,6.48569
qh3199,1.515,streamflowc,6.48569
qh3200,1.515,streamflowc,6.48569
qh3201,1.335,streamflowd,8.11156
qh3202,1.335,streamflowd,8.11156
qh3203,1.335,streamflowd,8.11156
qh3204,1.335,streamflowd,8.11156
qh3205,1.335,streamflowd,8.11156
qh3206,1.335,streamflowd,8.11156
qh3207,1.335,streamflowd,8.11156
qh3208,1.335,streamflowd,8.11156
qh3209,1.335,streamflowd,8.11156
qh3210,1.335,streamflowd,8.11156
qh3211,1.335,streamflowd,8.11156
qh3212,1.335,streamflowd,8.11156
qh3213,1.335,streamflowd,8.11156
qh3214,1.335,streamflowd,8.11156
qh3215,1.335,streamflowd,8.11156
qh3216,1.335,streamflowd,8.11156
qh3217,1.335,streamflowd,8.11156
qh3218,1.335,streamflowd,8.11156
qh3219,1.335,streamflowd,8.11156
qh3220,1.335,streamflowd,8.11156
qh3221,1.335,streamflowd,8.11156
qh3222,1.335,streamflowd,8.11156
qh3223,1.335,streamflowd,8.11156
qh3224,1.335,streamflowd,8.11156
qh3225,1.335,streamflowd,8.11156
qh3226,1.335,streamflowd,8.11156
qh3227,1.335,streamflowd,8.11156
qh3228,1.335,streamflowd,8.11156
qh3229,1.335,streamflowd,8.11156
qh3230,1.335,streamflowd,8.11156
qh3231,1.335,streamflowd,8.11156
qh3232,1.335,streamflowd,8.11156
qh3233,1.335,streamflowd,8.11156
qh3234,1.335,streamflowd,8.11156
qh3235,1.335,streamflowd,8.11156
qh3236,1.335,streamflowd,8.11156
qh3237,1.335,streamflowd,8.11156
qh3238,1.882,streamflowb,4.37019
qh3239,1.882,streamflowb,4.37019
qh3240,2.267,streamflowb,4.37019
qh3241,3.521,streamflowa,1.87704
qh3242,3.086,streamflowa,1.87704
qh3243,2.463,streamflowb,4.37019
qh3244,2.267,streamflowb,4.37019
qh3245,2.07,streamflowb,4.37019
qh3246,1.882,streamflowb,4.37019
qh3247,1.694,streamflowc,6.48569
qh3248,1.694,streamflowc,6.48569
qh3249,1.694,streamflowc,6.48569
qh3250,1.694,streamflowc,6.48569
qh3251,1.694,streamflowc,6.48569
qh3252,1.515,streamflowc,6.48569
qh3253,1.515,streamflowc,6.48569
qh3254,1.515,streamflowc,6.48569
qh3255,2.463,streamflowb,4.37019
qh3256,4.459,streamflowa,1.87704
qh3257,3.743,streamflowa,1.87704
qh3258,3.3,streamflowa,1.87704
qh3259,3.086,streamflowa,1.87704
qh3260,2.873,streamflowb,4.37019
qh3261,2.668,streamflowb,4.37019
qh3262,2.463,streamflowb,4.37019
qh3263,2.267,streamflowb,4.37019
qh3264,2.267,streamflowb,4.37019
qh3265,2.07,streamflowb,4.37019
qh3266,2.07,streamflowb,4.37019
qh3267,2.07,streamflowb,4.37019
qh3268,2.07,streamflowb,4.37019
qh3269,2.07,streamflowb,4.37019
qh3270,2.07,streamflowb,4.37019
qh3271,2.07,streamflowb,4.37019
qh3272,2.07,streamflowb,4.37019
qh3273,2.07,streamflowb,4.37019
qh3274,2.07,streamflowb,4.37019
qh3275,2.07,streamflowb,4.37019
qh3276,2.07,streamflowb,4.37019
qh3277,2.07,streamflowb,4.37019
qh3278,2.07,streamflowb,4.37019
qh3279,2.07,streamflowb,4.37019
qh3280,2.07,streamflowb,4.37019
qh3281,2.07,streamflowb,4.37019
qh3282,2.07,streamflowb,4.37019
qh3283,2.07,streamflowb,4.37019
qh3284,2.07,streamflowb,4.37019
qh3285,2.07,streamflowb,4.37019
qh3286,1.882,streamflowb,4.37019
qh3287,1.882,streamflowb,4.37019
he61,1019.76,gwhead,1.25196
he62,1019.76,gwhead,1.25196
he63,1019.81,gwhead,1.25196
he64,1020.47,gwhead,1.25196
he65,1021,gwhead,1.25196
he66,1019.47,gwhead,1.25196
he67,1017.16,gwhead,1.25196
he68,1015.42,gwhead,1.25196
he69,1014.11,gwhead,1.25196
he70,1013.92,gwhead,1.25196
he71,1013.65,gwhead,1.25196
he72,1013.05,gwhead,1.25196
he73,1012.37,gwhead,1.25196
he74,1011.41,gwhead,1.25196
he75,1011.36,gwhead,1.25196
he76,1012.8,gwhead,1.25196
he77,1013.38,gwhead,1.25196
he78,1012.54,gwhead,1.25196
he79,1011.54,gwhead,1.25196
he80,1010.22,gwhead,1.25196
he81,1009.83,gwhead,1.25196
he82,1012.66,gwhead,1.25196
he83,1015.64,gwhead,1.25196
he84,1015.35,gwhead,1.25196
he85,1015.46,gwhead,1.25196
he86,1017.48,gwhead,1.25196
he87,1022.97,gwhead,1.25196
he88,1025.95,gwhead,1.25196
he89,1025.03,gwhead,1.25196
he90,1022.29,gwhead,1.25196
he91,1018.17,gwhead,1.25196
he92,1015.77,gwhead,1.25196
he93,1013.74,gwhead,1.25196
he94,1012.38,gwhead,1.25196
he95,1011.72,gwhead,1.25196
he96,1014.13,gwhead,1.25196
he97,1017.72,gwhead,1.25196
he98,1020.94,gwhead,1.25196
he99,1021.49,gwhead,1.25196
he100,1017.77,gwhead,1.25196
he101,1015.37,gwhead,1.25196
he102,1013.89,gwhead,1.25196
he103,1012.39,gwhead,1.25196
he104,1011.4,gwhead,1.25196
he105,1011.12,gwhead,1.25196
he106,1011.35,gwhead,1.25196
he107,1013.84,gwhead,1.25196
he108,1016.57,gwhead,1.25196
hs61,1144.07,gwhead,1.25196
hs62,1144.11,gwhead,1.25196
hs63,1146.03,gwhead,1.25196
hs64,1146.95,gwhead,1.25196
hs65,1147.04,gwhead,1.25196
hs66,1146.82,gwhead,1.25196
hs67,1145.54,gwhead,1.25196
hs68,1143.79,gwhead,1.25196
hs69,1141.88,gwhead,1.25196
hs70,1140.21,gwhead,1.25196
hs71,1138.8,gwhead,1.25196
hs72,1137.39,gwhead,1.25196
hs73,1136.04,gwhead,1.25196
hs74,1134.78,gwhead,1.25196
hs75,1133.63,gwhead,1.25196
hs76,1132.87,gwhead,1.25196
hs77,1132.39,gwhead,1.25196
hs78,1131.67,gwhead,1.25196
hs79,1130.84,gwhead,1.25196
hs80,1130.12,gwhead,1.25196
hs81,1129.51,gwhead,1.25196
hs82,1129.16,gwhead,1.25196
hs83,1129.46,gwhead,1.25196
hs84,1129.72,gwhead,1.25196
hs85,1130.91,gwhead,1.25196
hs86,1133.93,gwhead,1.25196
hs87,1140.9,gwhead,1.25196
hs88,1148.26,gwhead,1.25196
hs89,1150.99,gwhead,1.25196
hs90,1151.61,gwhead,1.25196
hs91,1150.28,gwhead,1.25196
hs92,1147.91,gwhead,1.25196
hs93,1145.13,gwhead,1.25196
hs94,1142.66,gwhead,1.25196
hs95,1141.06,gwhead,1.25196
hs96,1139.96,gwhead,1.25196
hs97,1139.8,gwhead,1.25196
hs98,1143.07,gwhead,1.25196
hs99,1147.06,gwhead,1.25196
hs100,1147.47,gwhead,1.25196
hs101,1146.15,gwhead,1.25196
hs102,1144.94,gwhead,1.25196
hs103,1142.92,gwhead,1.25196
hs104,1140.36,gwhead,1.25196
hs105,1138.41,gwhead,1.25196
hs106,1136.76,gwhead,1.25196
hs107,1137.25,gwhead,1.25196
hs108,1136.97,gwhead,1.25196
