name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qa2565,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.04085,0.166451,0.5627,1.585,0.874401,1.2073,0.047
qa2567,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.954592,0.160636,0.4967,1.449,0.793956,1.11523,0.099
qa2568,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.917929,0.158146,0.484,1.434,0.759783,1.07607,0.114
qa2570,1.632,2.23163e-16,1.632,1.632,1.632,1.632,0.973066,0.160676,0.5741,1.552,0.81239,1.13374,0.08
qa2571,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.946413,0.154188,0.5435,1.495,0.792225,1.1006,0.053
qa2572,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.934113,0.152428,0.5292,1.464,0.781685,1.08654,0.084
qa2576,18.047,1.07118e-14,18.047,18.047,18.047,18.047,6.73264,2.30001,2.786,15.69,4.43263,9.03265,2.357
qa2622,13.644,3.57061e-15,13.644,13.644,13.644,13.644,8.18345,1.24436,4.451,11.04,6.93909,9.42781,2.604
qa2624,32.404,0,32.404,32.404,32.404,32.404,12.5235,2.90098,5.877,28.97,9.62255,15.4245,3.434
qa2625,34.584,2.14237e-14,34.584,34.584,34.584,34.584,14.0982,3.36487,6.641,33.33,10.7333,17.4631,1.254
qa2643,57.244,1.42824e-14,57.244,57.244,57.244,57.244,18.8748,3.23927,9.879,32.9,15.6355,22.1141,24.344
qa2644,39.961,7.14122e-15,39.961,39.961,39.961,39.961,19.7241,3.22123,10.48,32.36,16.5029,22.9453,7.601
qa2646,57.244,1.42824e-14,57.244,57.244,57.244,57.244,23.1203,3.79374,11.88,34.93,19.3266,26.914,22.314
qa2648,35.779,0,35.779,35.779,35.779,35.779,23.9203,3.61042,12.6,33.99,20.3099,27.5307,1.789
qa2659,10.285,1.78531e-15,10.285,10.285,10.285,10.285,15.2924,1.64122,10.53,18.38,13.6512,16.9336,0.245
qa2660,9.409,3.57061e-15,9.409,9.409,9.409,9.409,14.3259,1.62467,9.472,17.24,12.7013,15.9506,0.063
qa2777,2.296,0,2.296,2.296,2.296,2.296,0.557022,0.32361,0.1763,2.133,0.233412,0.880632,0.163
qa2778,2.296,0,2.296,2.296,2.296,2.296,0.547239,0.318182,0.1745,2.113,0.229057,0.865421,0.183
qa2779,2.296,0,2.296,2.296,2.296,2.296,0.537961,0.316601,0.167,2.109,0.22136,0.854562,0.187
qa2780,2.296,0,2.296,2.296,2.296,2.296,0.529714,0.312987,0.1556,2.076,0.216727,0.842701,0.22
qa2781,2.296,0,2.296,2.296,2.296,2.296,0.522266,0.306545,0.1572,2.067,0.215721,0.828811,0.229
qa2782,2.296,0,2.296,2.296,2.296,2.296,0.511687,0.30238,0.1471,2.039,0.209307,0.814067,0.257
qa2783,2.296,0,2.296,2.296,2.296,2.296,0.506416,0.299385,0.1482,2.023,0.207031,0.805801,0.273
qa2784,2.296,0,2.296,2.296,2.296,2.296,0.499837,0.295442,0.1523,2.009,0.204395,0.795279,0.287
qa2785,2.296,0,2.296,2.296,2.296,2.296,0.492497,0.29125,0.1561,1.979,0.201247,0.783747,0.317
qa2786,2.296,0,2.296,2.296,2.296,2.296,0.484945,0.288152,0.1438,1.965,0.196793,0.773097,0.331
qa2787,2.296,0,2.296,2.296,2.296,2.296,0.475836,0.281297,0.1478,1.942,0.194539,0.757133,0.354
qa2788,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.471931,0.279742,0.1439,1.936,0.192189,0.751673,0.236
qa2789,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.462618,0.275958,0.1457,1.906,0.18666,0.738576,0.266
qa2790,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.457062,0.27398,0.1408,1.916,0.183082,0.731042,0.256
qa2791,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.448973,0.269476,0.1328,1.889,0.179497,0.718449,0.283
qa2792,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.445739,0.264884,0.1301,1.866,0.180855,0.710623,0.306
qa2793,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.43808,0.263519,0.1262,1.868,0.174561,0.701599,0.304
qa2794,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.433425,0.259869,0.1299,1.827,0.173556,0.693294,0.221
qa2795,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.4292,0.256378,0.1311,1.812,0.172822,0.685578,0.236
qa2796,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.425293,0.251642,0.1285,1.809,0.173651,0.676935,0.239
qa2797,2.42,1.33898e-15,2.42,2.42,2.42,2.42,0.479356,0.240326,0.1466,1.802,0.23903,0.719682,0.618
qa2798,2.296,0,2.296,2.296,2.296,2.296,0.474684,0.236796,0.1371,1.787,0.237888,0.71148,0.509
qa2799,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.46498,0.235083,0.1276,1.783,0.229897,0.700063,0.389
qa2800,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.459277,0.231442,0.1319,1.769,0.227835,0.690719,0.403
qa2801,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.449969,0.229436,0.1202,1.744,0.220533,0.679405,0.428
qa2802,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.442285,0.225777,0.1182,1.719,0.216508,0.668062,0.453
qa2803,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.434636,0.226148,0.1115,1.722,0.208488,0.660784,0.45
qa2804,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.428448,0.224615,0.1207,1.712,0.203833,0.653063,0.336
qa2805,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.447482,0.218725,0.1216,1.709,0.228757,0.666207,0.339
qa2806,2.296,0,2.296,2.296,2.296,2.296,0.430626,0.217432,0.1131,1.665,0.213194,0.648058,0.631
qa2807,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.422227,0.214576,0.1214,1.665,0.207651,0.636803,0.383
qa2808,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.412194,0.213668,0.1132,1.654,0.198526,0.625862,0.394
qa2809,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.406064,0.212654,0.1192,1.637,0.19341,0.618718,0.411
qa2810,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.398161,0.211277,0.111,1.636,0.186884,0.609438,0.289
qa2811,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.391072,0.208532,0.1062,1.612,0.18254,0.599604,0.313
qa2812,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.386835,0.206197,0.1167,1.6,0.180638,0.593032,0.325
qa2813,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.382278,0.203128,0.1105,1.576,0.17915,0.585406,0.349
qa2814,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.376975,0.20149,0.1188,1.567,0.175485,0.578465,0.358
qa2815,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.369986,0.200931,0.1111,1.569,0.169055,0.570917,0.356
qa2816,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.364509,0.19932,0.1059,1.56,0.165189,0.563829,0.365
qa2817,1.801,0,1.801,1.801,1.801,1.801,0.35968,0.197083,0.1014,1.536,0.162597,0.556763,0.265
qa2818,1.801,0,1.801,1.801,1.801,1.801,0.354963,0.193287,0.1116,1.522,0.161676,0.54825,0.279
qa2819,1.801,0,1.801,1.801,1.801,1.801,0.349269,0.192105,0.1011,1.503,0.157164,0.541374,0.298
qa2820,1.801,0,1.801,1.801,1.801,1.801,0.345184,0.190598,0.0979,1.494,0.154586,0.535782,0.307
qa2821,1.801,0,1.801,1.801,1.801,1.801,0.34143,0.190995,0.1068,1.503,0.150435,0.532425,0.298
qa2822,1.801,0,1.801,1.801,1.801,1.801,0.337614,0.186735,0.0968,1.475,0.150879,0.524349,0.326
qa2823,1.801,0,1.801,1.801,1.801,1.801,0.332809,0.184979,0.0922,1.469,0.14783,0.517788,0.332
qa2824,1.801,0,1.801,1.801,1.801,1.801,0.329881,0.18311,0.0899,1.451,0.146771,0.512991,0.35
qa2825,1.801,0,1.801,1.801,1.801,1.801,0.326737,0.180884,0.0921,1.433,0.145853,0.507621,0.368
qa2826,1.801,0,1.801,1.801,1.801,1.801,0.324615,0.178643,0.0831,1.426,0.145972,0.503258,0.375
qa2827,1.801,0,1.801,1.801,1.801,1.801,0.32278,0.177691,0.0822,1.426,0.145089,0.500471,0.375
qa2828,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.3377,0.174438,0.0897,1.424,0.163262,0.512138,0.501
qa2829,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.335077,0.171232,0.1068,1.411,0.163845,0.506309,0.637
qa2830,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.33598,0.169604,0.0891,1.394,0.166376,0.505584,0.531
qa2831,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.327733,0.168681,0.0972,1.385,0.159052,0.496414,0.152
qa2832,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.334585,0.16586,0.1061,1.367,0.168725,0.500445,0.17
qa2833,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.348328,0.162543,0.0996,1.364,0.185785,0.510871,0.173
qa2834,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.405889,0.161885,0.1642,1.402,0.244004,0.567774,0.135
qa2835,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.387901,0.161402,0.1442,1.36,0.226499,0.549303,0.177
qa2836,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.375787,0.161443,0.1394,1.349,0.214344,0.53723,0.107
qa2837,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.367294,0.161894,0.1366,1.348,0.2054,0.529188,0.108
qa2838,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.35778,0.161374,0.133,1.342,0.196406,0.519154,0.114
qa2839,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.350347,0.158447,0.124,1.319,0.1919,0.508794,0.137
qa2840,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.343337,0.158342,0.1078,1.313,0.184995,0.501679,0.224
qa2841,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.338311,0.155711,0.1125,1.298,0.1826,0.494022,0.239
qa2842,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.331349,0.153185,0.1009,1.283,0.178164,0.484534,0.254
qa2843,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.327366,0.151118,0.1105,1.28,0.176248,0.478484,0.257
qa2844,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.320609,0.150694,0.1056,1.288,0.169915,0.471303,0.249
qa2845,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.315457,0.148928,0.1149,1.26,0.166529,0.464385,0.277
qa2846,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.311475,0.14592,0.1098,1.247,0.165555,0.457395,0.29
qa2847,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.306351,0.145148,0.1039,1.235,0.161203,0.451499,0.302
qa2848,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.303184,0.143511,0.0983,1.223,0.159673,0.446695,0.314
qa2849,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.302258,0.14306,0.1001,1.228,0.159198,0.445318,0.228
qa2850,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.298521,0.141267,0.0923,1.216,0.157254,0.439788,0.321
qa2851,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.296391,0.141091,0.0992,1.216,0.1553,0.437482,0.321
qa2852,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.347654,0.137572,0.1609,1.21,0.210082,0.485226,0.327
qa2853,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.332492,0.140047,0.1576,1.22,0.192445,0.472539,0.317
qa2854,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.326054,0.137905,0.1375,1.201,0.188149,0.463959,0.336
qa2855,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.318963,0.136128,0.1329,1.175,0.182835,0.455091,0.281
qa2856,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.313114,0.134416,0.132,1.172,0.178698,0.44753,0.284
qa2857,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.308101,0.132927,0.1232,1.161,0.175174,0.441028,0.295
qa2858,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.302693,0.132893,0.1045,1.152,0.1698,0.435586,0.304
qa2859,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.298509,0.132809,0.1109,1.164,0.1657,0.431318,0.292
qa2860,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.291835,0.130651,0.1,1.152,0.161184,0.422486,0.304
qa2861,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.289459,0.129898,0.0941,1.133,0.159561,0.419357,0.323
qa2862,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.285168,0.128785,0.0943,1.132,0.156383,0.413953,0.324
qa2863,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.283411,0.125837,0.1033,1.117,0.157574,0.409248,0.339
qa2864,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.278596,0.124253,0.0961,1.098,0.154343,0.402849,0.358
qa2865,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.313037,0.124236,0.1431,1.116,0.188801,0.437273,0.34
qa2866,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.30591,0.123485,0.1221,1.109,0.182425,0.429395,0.428
qa2867,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.299215,0.122933,0.1209,1.095,0.176282,0.422148,0.361
qa2868,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.294067,0.122307,0.1043,1.09,0.17176,0.416374,0.366
qa2869,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.333819,0.122697,0.1696,1.083,0.211122,0.456516,0.373
qa2870,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.325332,0.123063,0.1611,1.087,0.202269,0.448395,0.369
qa2871,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.319027,0.123514,0.1381,1.074,0.195513,0.442541,0.382
qa2872,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.314646,0.12232,0.1236,1.071,0.192326,0.436966,0.385
qa2873,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.30723,0.120305,0.1354,1.059,0.186925,0.427535,0.315
qa2874,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.304206,0.118951,0.1231,1.047,0.185255,0.423157,0.327
qa2875,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.298375,0.118211,0.1213,1.041,0.180164,0.416586,0.333
qa2876,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.293078,0.116722,0.1043,1.023,0.176356,0.4098,0.351
qa2877,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.289055,0.116895,0.0937,1.036,0.17216,0.40595,0.338
qa2878,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.285026,0.115138,0.0961,1.026,0.169888,0.400164,0.43
qa2879,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.296429,0.113459,0.1208,1.023,0.18297,0.409888,0.514
qa2880,1.627,2.23163e-16,1.627,1.627,1.627,1.627,0.393614,0.129566,0.1969,1.037,0.264048,0.52318,0.59
qa2881,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.38273,0.135352,0.1688,1.029,0.247378,0.518082,0.508
qa2882,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.389628,0.140573,0.1738,1.016,0.249055,0.530201,0.44
qa2883,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.382451,0.141326,0.1638,1.02,0.241125,0.523777,0.436
qa2884,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.369063,0.137709,0.1578,1.002,0.231354,0.506772,0.454
qa2885,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.365839,0.133376,0.1503,0.9869,0.232463,0.499215,0.4691
qa2886,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.407785,0.141206,0.1897,1.015,0.266579,0.548991,0.359
qa2887,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.389568,0.136898,0.1652,0.9921,0.25267,0.526466,0.3819
qa2888,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.373607,0.132508,0.1688,0.9781,0.241099,0.506115,0.4779
qa2889,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.356959,0.126967,0.1476,0.9845,0.229992,0.483926,0.3895
qa2890,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.345745,0.121952,0.1543,0.9644,0.223793,0.467697,0.4096
qa2891,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.335915,0.121013,0.146,0.976,0.214902,0.456928,0.398
qa2892,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.324978,0.117042,0.1378,0.9594,0.207936,0.44202,0.4146
qa2893,1.374,4.46326e-16,1.374,1.374,1.374,1.374,0.412141,0.110176,0.2222,0.9524,0.301965,0.522317,0.4216
qa2907,1.162,6.6949e-16,1.162,1.162,1.162,1.162,0.837289,0.113116,0.5416,1.157,0.724173,0.950405,0.005
qa2926,19.207,3.57061e-15,19.207,19.207,19.207,19.207,7.35819,2.65306,2.912,15.21,4.70513,10.0113,3.997
qa2927,19.207,3.57061e-15,19.207,19.207,19.207,19.207,7.89745,2.70168,3.165,15.73,5.19577,10.5991,3.477
qa2955,7.155,0,7.155,7.155,7.155,7.155,3.75121,0.446516,2.648,4.676,3.30469,4.19773,2.479
qa2956,5.711,0,5.711,5.711,5.711,5.711,3.57816,0.402821,2.578,4.407,3.17534,3.98098,1.304
qa2957,4.934,1.78531e-15,4.934,4.934,4.934,4.934,3.42214,0.375845,2.509,4.242,3.04629,3.79799,0.692
qa2958,13.976,0,13.976,13.976,13.976,13.976,4.75827,0.838534,3.056,7.476,3.91974,5.5968,6.5
qa2960,27.276,3.57061e-15,27.276,27.276,27.276,27.276,11.278,3.53787,4.295,25.33,7.74014,14.8159,1.946
qa2961,29.462,7.14122e-15,29.462,29.462,29.462,29.462,12.6274,3.60303,4.73,24.71,9.02433,16.2304,4.752
qa2962,34.511,7.14122e-15,34.511,34.511,34.511,34.511,12.7571,3.08929,5.023,20.61,9.66781,15.8464,13.901
qa2963,45.173,0,45.173,45.173,45.173,45.173,12.1085,2.45026,5.146,18.02,9.65821,14.5587,27.153
qa2964,28.719,1.42824e-14,28.719,28.719,28.719,28.719,11.2049,1.90606,5.183,15.94,9.29889,13.111,12.779
qa2965,20.8,3.57061e-15,20.8,20.8,20.8,20.8,11.8139,2.12796,5.34,17.05,9.68591,13.9418,3.75
qa2967,34.511,7.14122e-15,34.511,34.511,34.511,34.511,17.8212,4.66891,6.767,33.18,13.1523,22.4901,1.331
qa3033,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.18606,0.740581,0.6536,3.81,1.44548,2.92664,0.02
qa3034,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.13278,0.728215,0.6512,3.748,1.40456,2.86099,0.082
qa3037,4.934,1.78531e-15,4.934,4.934,4.934,4.934,2.48603,0.642548,1.09,3.9,1.84348,3.12858,1.034
qa3038,5.318,8.92653e-16,5.318,5.318,5.318,5.318,2.48359,0.63025,1.104,3.866,1.85334,3.11384,1.452
qa3039,4.934,1.78531e-15,4.934,4.934,4.934,4.934,2.43671,0.621934,1.045,3.852,1.81478,3.05864,1.082
qa3040,4.557,8.92653e-16,4.557,4.557,4.557,4.557,2.36072,0.61657,0.9779,3.747,1.74415,2.97729,0.81
qa3041,4.374,8.92653e-16,4.374,4.374,4.374,4.374,2.27641,0.611046,0.9267,3.686,1.66536,2.88745,0.688
qa3042,4.19,1.78531e-15,4.19,4.19,4.19,4.19,2.18757,0.605515,0.8729,3.627,1.58205,2.79308,0.563
qa3043,4.01,1.78531e-15,4.01,4.01,4.01,4.01,2.09876,0.599949,0.8216,3.537,1.49881,2.69871,0.473
qa3044,3.83,1.33898e-15,3.83,3.83,3.83,3.83,2.01472,0.596938,0.7421,3.468,1.41778,2.61166,0.362
qa3045,3.659,1.78531e-15,3.659,3.659,3.659,3.659,1.93275,0.59148,0.6951,3.379,1.34126,2.52423,0.28
qa3046,3.488,0,3.488,3.488,3.488,3.488,1.85685,0.58603,0.6586,3.298,1.27082,2.44288,0.19
qa3047,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.78498,0.580131,0.6281,3.231,1.20485,2.36511,0.099
qa3048,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.72131,0.572188,0.5921,3.167,1.14913,2.2935,0.163
qa3049,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.65411,0.564757,0.5763,3.085,1.08935,2.21886,0.245
qa3050,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.59778,0.558733,0.533,3.036,1.03905,2.15651,0.294
qa3051,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.54207,0.551241,0.5201,2.984,0.990825,2.09331,0.346
qa3052,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.49056,0.544088,0.4925,2.949,0.946472,2.03465,0.381
qa3053,3.33,1.33898e-15,3.33,3.33,3.33,3.33,1.44103,0.537785,0.4693,2.895,0.903247,1.97882,0.435
qa3054,3.171,8.92653e-16,3.171,3.171,3.171,3.171,1.39402,0.52774,0.4642,2.868,0.866284,1.92176,0.303
qa3055,3.171,8.92653e-16,3.171,3.171,3.171,3.171,1.35135,0.520889,0.4544,2.821,0.830461,1.87224,0.35
qa3056,3.171,8.92653e-16,3.171,3.171,3.171,3.171,1.31082,0.514886,0.4171,2.8,0.795938,1.82571,0.371
qa3057,3.171,8.92653e-16,3.171,3.171,3.171,3.171,1.27159,0.506197,0.4068,2.775,0.765393,1.77779,0.396
qa3058,3.171,8.92653e-16,3.171,3.171,3.171,3.171,1.23602,0.498249,0.4115,2.722,0.737768,1.73427,0.449
qa3059,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.19883,0.490602,0.3972,2.702,0.708226,1.68943,0.322
qa3060,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.16461,0.482485,0.3845,2.644,0.682123,1.64709,0.38
qa3061,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.13098,0.476764,0.3696,2.631,0.654218,1.60775,0.393
qa3062,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.10272,0.468149,0.3792,2.616,0.63457,1.57087,0.408
qa3063,3.171,8.92653e-16,3.171,3.171,3.171,3.171,1.08904,0.46025,0.3695,2.568,0.628793,1.54929,0.603
qa3064,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.05847,0.454268,0.3641,2.543,0.604199,1.51274,0.481
qa3065,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.03458,0.446301,0.3553,2.519,0.588279,1.48088,0.505
qa3066,3.024,4.46326e-16,3.024,3.024,3.024,3.024,1.02011,0.440518,0.3615,2.489,0.579589,1.46062,0.535
qa3067,2.877,8.92653e-16,2.877,2.877,2.877,2.877,0.993253,0.433711,0.3433,2.45,0.559542,1.42696,0.427
qa3068,2.877,8.92653e-16,2.877,2.877,2.877,2.877,0.967074,0.426408,0.3351,2.436,0.540666,1.39348,0.441
qa3069,2.741,0,2.741,2.741,2.741,2.741,0.945375,0.419641,0.3322,2.396,0.525734,1.36502,0.345
qa3070,2.741,0,2.741,2.741,2.741,2.741,0.936753,0.412674,0.3366,2.374,0.524079,1.34943,0.367
qa3071,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.912531,0.406829,0.3357,2.366,0.505702,1.31936,0.239
qa3072,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.890996,0.400185,0.3261,2.31,0.490811,1.29118,0.295
qa3073,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.871456,0.395438,0.3078,2.311,0.476018,1.26689,0.294
qa3074,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.84841,0.389024,0.2957,2.286,0.459386,1.23743,0.319
qa3075,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.830278,0.381187,0.2949,2.245,0.449091,1.21147,0.36
qa3076,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.809795,0.376817,0.2918,2.213,0.432978,1.18661,0.267
qa3077,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.788259,0.370271,0.2761,2.187,0.417988,1.15853,0.293
qa3078,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.770586,0.365856,0.2648,2.178,0.40473,1.13644,0.302
qa3079,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.750633,0.359582,0.2532,2.143,0.391051,1.11022,0.337
qa3080,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.737262,0.356144,0.2555,2.131,0.381118,1.09341,0.349
qa3081,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.717728,0.346532,0.2522,2.099,0.371196,1.06426,0.381
qa3082,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.703223,0.342869,0.2372,2.086,0.360354,1.04609,0.394
qa3083,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.720904,0.335048,0.2713,2.056,0.385856,1.05595,0.549
qa3084,2.741,0,2.741,2.741,2.741,2.741,0.721466,0.332294,0.2687,2.043,0.389172,1.05376,0.698
qa3085,2.605,1.33898e-15,2.605,2.605,2.605,2.605,0.710064,0.327202,0.2635,2.024,0.382862,1.03727,0.581
qa3086,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.691538,0.323084,0.2412,1.996,0.368454,1.01462,0.484
qa3087,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.674592,0.31842,0.2428,1.98,0.356172,0.993012,0.375
qa3088,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.659348,0.313134,0.2339,1.957,0.346214,0.972482,0.398
qa3089,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.644775,0.309702,0.2304,1.936,0.335073,0.954477,0.419
qa3090,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.628356,0.30409,0.2245,1.915,0.324266,0.932446,0.44
qa3091,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.61592,0.299367,0.2124,1.875,0.316553,0.915287,0.48
qa3092,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.602953,0.295979,0.2055,1.866,0.306974,0.898932,0.489
qa3093,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.592485,0.293687,0.2013,1.868,0.298798,0.886172,0.487
qa3094,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.577536,0.286963,0.1976,1.829,0.290573,0.864499,0.526
qa3095,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.565386,0.283732,0.1985,1.817,0.281654,0.849118,0.538
qa3096,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.558027,0.279648,0.198,1.795,0.278379,0.837675,0.56
qa3097,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.560599,0.274878,0.2001,1.795,0.285721,0.835477,0.685
qa3098,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.546648,0.272484,0.1978,1.777,0.274164,0.819132,0.703
qa3099,2.48,1.33898e-15,2.48,2.48,2.48,2.48,0.537492,0.268782,0.1904,1.751,0.26871,0.806274,0.729
qa3100,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.527114,0.265511,0.1852,1.72,0.261603,0.792625,0.635
qa3101,2.355,1.33898e-15,2.355,2.355,2.355,2.355,0.516318,0.261151,0.1874,1.709,0.255167,0.777469,0.646
