name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qa2105,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.611241,0.17575,0.2018,1.015,0.435491,0.786991,0.276
qa2106,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.608596,0.174725,0.1911,1.043,0.433871,0.783321,0.248
qa2107,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.60547,0.174747,0.2094,1.012,0.430723,0.780217,0.279
qa2108,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.602361,0.17199,0.2029,1.007,0.430371,0.774351,0.284
qa2109,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.599749,0.172035,0.1948,1.003,0.427714,0.771784,0.288
qa2110,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.598986,0.172364,0.1997,0.9747,0.426622,0.77135,0.3163
qa2111,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.59393,0.17213,0.1995,0.9755,0.4218,0.76606,0.3155
qa2112,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.592333,0.173412,0.1997,0.949,0.418921,0.765745,0.342
qa2113,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.590815,0.172619,0.1956,0.9485,0.418196,0.763434,0.3425
qa2114,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.586382,0.175024,0.1969,0.9672,0.411358,0.761406,0.3238
qa2115,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.583202,0.174086,0.1935,0.9539,0.409116,0.757288,0.3371
qa2116,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.579412,0.172759,0.194,0.933,0.406653,0.752171,0.358
qa2117,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.577494,0.174822,0.1846,0.9344,0.402672,0.752316,0.3566
qa2118,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.571361,0.172643,0.1876,0.9266,0.398718,0.744004,0.3644
qa2119,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.571181,0.173496,0.1804,0.9082,0.397685,0.744677,0.3828
qa2120,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.565694,0.173079,0.1735,0.886,0.392615,0.738773,0.405
qa2121,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.564132,0.17238,0.1683,0.8912,0.391752,0.736512,0.3998
qa2122,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.561185,0.170878,0.1687,0.894,0.390307,0.732063,0.397
qa2131,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.700505,0.180664,0.2479,1.272,0.519841,0.881169,0.019
qa2181,1.461,6.6949e-16,1.461,1.461,1.461,1.461,0.919979,0.179481,0.5671,1.447,0.740498,1.09946,0.014
qa2183,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.863771,0.163859,0.5439,1.366,0.699912,1.02763,0.01
qa2184,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.841178,0.162984,0.5146,1.313,0.678194,1.00416,0.063
qa2185,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.819909,0.157972,0.5059,1.299,0.661937,0.977881,0.077
qa2186,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.80277,0.151937,0.5065,1.237,0.650833,0.954707,0.139
qa2187,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.786589,0.149421,0.4825,1.222,0.637168,0.93601,0.154
qa2188,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.770189,0.148267,0.4848,1.207,0.621922,0.918456,0.169
qa2189,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.755462,0.14679,0.4724,1.16,0.608672,0.902252,0.216
qa2190,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.745209,0.141878,0.4759,1.137,0.603331,0.887087,0.154
qa2191,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.731349,0.139049,0.4526,1.103,0.5923,0.870398,0.188
qa2192,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.72505,0.138004,0.4334,1.078,0.587046,0.863054,0.213
qa2193,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.713264,0.136411,0.436,1.061,0.576853,0.849675,0.23
qa2194,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.704299,0.13657,0.4339,1.05,0.567729,0.840869,0.241
qa2195,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.696673,0.13368,0.4278,1.028,0.562993,0.830353,0.263
qa2196,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.688824,0.130913,0.4326,0.9917,0.557911,0.819737,0.2993
qa2197,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.682225,0.12994,0.4291,0.9838,0.552285,0.812165,0.3072
qa2198,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.672409,0.12874,0.4182,0.9676,0.543669,0.801149,0.3234
qa2199,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.668382,0.12751,0.4107,0.9497,0.540872,0.795892,0.3413
qa2200,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.661006,0.127544,0.3974,0.9375,0.533462,0.78855,0.3535
qa2201,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.653599,0.126997,0.3864,0.932,0.526602,0.780596,0.273
qa2202,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.647895,0.123009,0.375,0.8995,0.524886,0.770904,0.3055
qa2203,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.641742,0.121644,0.3579,0.8951,0.520098,0.763386,0.3099
qa2204,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.638091,0.121887,0.3576,0.8894,0.516204,0.759978,0.3156
qa2205,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.631391,0.119726,0.3642,0.8893,0.511665,0.751117,0.3157
qa2219,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.771166,0.152205,0.4191,1.122,0.618961,0.923371,0.083
qa2220,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.745844,0.141334,0.4138,1.083,0.60451,0.887178,0.122
qa2221,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.720544,0.134261,0.3877,1.059,0.586283,0.854805,0.061
qa2222,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.706022,0.124319,0.3898,1.019,0.581703,0.830341,0.101
qa2223,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.688732,0.119689,0.3853,1.006,0.569043,0.808421,0.114
qa2224,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.671164,0.11445,0.3728,0.9858,0.556714,0.785614,0.1342
qa2225,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.655557,0.112318,0.3617,0.9491,0.543239,0.767875,0.1709
qa2226,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.644017,0.10818,0.3594,0.9185,0.535837,0.752197,0.2015
qa2227,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.63221,0.106391,0.3523,0.8909,0.525819,0.738601,0.3141
qa2228,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.62547,0.104921,0.3431,0.8654,0.520549,0.730391,0.2546
qa2229,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.615465,0.10439,0.3315,0.8676,0.511075,0.719855,0.2524
qa2230,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.606871,0.104154,0.3344,0.8502,0.502717,0.711025,0.2698
qa2231,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.599357,0.103425,0.3145,0.8305,0.495932,0.702782,0.2895
qa2232,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.589086,0.10421,0.3148,0.8256,0.484876,0.693296,0.2944
qa2233,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.580496,0.100931,0.3185,0.8043,0.479565,0.681427,0.3157
qa2234,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.574057,0.0988256,0.3055,0.7852,0.475231,0.672883,0.3348
qa2235,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.567129,0.10011,0.3091,0.7697,0.467019,0.667239,0.3503
qa2236,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.560332,0.0967605,0.3048,0.7567,0.463572,0.657092,0.3633
qa2237,1.035,0,1.035,1.035,1.035,1.035,0.556309,0.0991601,0.2929,0.7539,0.457149,0.655469,0.2811
qa2238,1.035,0,1.035,1.035,1.035,1.035,0.594038,0.100547,0.32,0.7884,0.493491,0.694585,0.2466
qa2272,1.035,0,1.035,1.035,1.035,1.035,0.716005,0.150559,0.3625,1.02,0.565446,0.866564,0.015
qa2282,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.678411,0.12493,0.3614,0.9415,0.553481,0.803341,0.0085
qa2283,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.667458,0.125277,0.3641,0.9447,0.542181,0.792735,0.0053
qa2284,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.662916,0.122982,0.3689,0.9244,0.539934,0.785898,0.0256
qa2285,1.035,0,1.035,1.035,1.035,1.035,0.718114,0.12973,0.3961,0.9855,0.588384,0.847844,0.0495
qa2302,9.488,0,9.488,9.488,9.488,9.488,2.41712,0.684779,1.501,5.04,1.73234,3.1019,4.448
qa2303,6.159,8.92653e-16,6.159,6.159,6.159,6.159,2.3908,0.706244,1.421,4.932,1.68456,3.09704,1.227
qa2313,7.509,2.67796e-15,7.509,7.509,7.509,7.509,2.64953,0.680297,1.626,5.157,1.96923,3.32983,2.352
qa2314,6.159,8.92653e-16,6.159,6.159,6.159,6.159,2.5725,0.671419,1.548,5.092,1.90108,3.24392,1.067
qa2315,5.162,2.67796e-15,5.162,5.162,5.162,5.162,2.48673,0.645365,1.502,4.909,1.84137,3.13209,0.253
qa2330,2.332,4.46326e-16,2.332,2.332,2.332,2.332,1.32451,0.241635,0.9241,2.193,1.08288,1.56615,0.139
qa2331,2.455,1.33898e-15,2.455,2.455,2.455,2.455,1.31556,0.225718,0.9103,2.145,1.08984,1.54128,0.31
qa2332,2.578,1.33898e-15,2.578,2.578,2.578,2.578,1.30428,0.211077,0.8999,2.057,1.0932,1.51535,0.521
qa2333,2.332,4.46326e-16,2.332,2.332,2.332,2.332,1.26402,0.20154,0.8906,1.96,1.06248,1.46556,0.372
qa2334,2.332,4.46326e-16,2.332,2.332,2.332,2.332,1.22182,0.191623,0.8471,1.849,1.0302,1.41345,0.483
qa2335,2.209,1.33898e-15,2.209,2.209,2.209,2.209,1.1844,0.180812,0.8089,1.774,1.00359,1.36522,0.435
qa2336,2.086,8.92653e-16,2.086,2.086,2.086,2.086,1.14746,0.173907,0.8119,1.694,0.973555,1.32137,0.392
qa2337,2.086,8.92653e-16,2.086,2.086,2.086,2.086,1.11372,0.165357,0.7804,1.618,0.948363,1.27908,0.468
qa2338,2.086,8.92653e-16,2.086,2.086,2.086,2.086,1.08497,0.159633,0.7496,1.547,0.925336,1.2446,0.539
qa2339,1.962,1.11582e-15,1.962,1.962,1.962,1.962,1.05427,0.151048,0.7297,1.496,0.903221,1.20532,0.466
qa2340,1.962,1.11582e-15,1.962,1.962,1.962,1.962,1.0274,0.144354,0.709,1.433,0.883044,1.17175,0.529
qa2341,1.962,1.11582e-15,1.962,1.962,1.962,1.962,1.00374,0.139647,0.6668,1.381,0.86409,1.14338,0.581
qa2342,1.839,6.6949e-16,1.839,1.839,1.839,1.839,0.979404,0.134552,0.6527,1.342,0.844852,1.11396,0.497
qa2343,1.839,6.6949e-16,1.839,1.839,1.839,1.839,0.958329,0.129436,0.6454,1.272,0.828893,1.08776,0.567
qa2344,1.839,6.6949e-16,1.839,1.839,1.839,1.839,0.936664,0.123978,0.62,1.236,0.812686,1.06064,0.603
qa2345,1.839,6.6949e-16,1.839,1.839,1.839,1.839,0.918825,0.121098,0.6134,1.232,0.797727,1.03992,0.607
qa2346,1.962,1.11582e-15,1.962,1.962,1.962,1.962,0.900697,0.119146,0.5912,1.194,0.781551,1.01984,0.768
qa2347,1.716,4.46326e-16,1.716,1.716,1.716,1.716,0.883551,0.116228,0.5778,1.163,0.767323,0.999779,0.553
qa2348,1.716,4.46326e-16,1.716,1.716,1.716,1.716,0.869705,0.116927,0.5646,1.154,0.752778,0.986632,0.562
qa2349,1.716,4.46326e-16,1.716,1.716,1.716,1.716,0.852509,0.111704,0.5582,1.107,0.740805,0.964213,0.609
qa2350,1.631,0,1.631,1.631,1.631,1.631,0.838361,0.11216,0.536,1.1,0.726201,0.950521,0.531
qa2351,1.631,0,1.631,1.631,1.631,1.631,0.825097,0.111833,0.5033,1.099,0.713264,0.93693,0.532
qa2352,1.631,0,1.631,1.631,1.631,1.631,0.809798,0.109574,0.4936,1.055,0.700224,0.919372,0.576
qa2353,1.631,0,1.631,1.631,1.631,1.631,0.794432,0.109459,0.4883,1.041,0.684973,0.903891,0.59
qa2354,1.631,0,1.631,1.631,1.631,1.631,0.782434,0.110453,0.4693,0.9998,0.671981,0.892887,0.6312
qa2355,1.631,0,1.631,1.631,1.631,1.631,0.771019,0.110928,0.4705,1.013,0.660091,0.881947,0.618
qa2356,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.756464,0.111932,0.4306,0.995,0.644532,0.868396,0.551
qa2357,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.745574,0.112168,0.4351,0.9943,0.633406,0.857742,0.5517
qa2358,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.734453,0.111053,0.4271,0.9541,0.6234,0.845506,0.5919
qa2359,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.721715,0.10998,0.4341,0.9417,0.611735,0.831695,0.6043
qa2360,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.707486,0.111662,0.4163,0.925,0.595824,0.819148,0.621
qa2361,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.709328,0.114982,0.4167,0.971,0.594346,0.82431,0.575
qa2362,1.716,4.46326e-16,1.716,1.716,1.716,1.716,0.8113,0.14763,0.4906,1.211,0.66367,0.95893,0.505
qa2363,1.631,0,1.631,1.631,1.631,1.631,0.772181,0.137201,0.4753,1.12,0.63498,0.909382,0.511
qa2364,1.546,4.46326e-16,1.546,1.546,1.546,1.546,0.748036,0.123994,0.4687,1.002,0.624042,0.87203,0.544
qa2365,1.461,6.6949e-16,1.461,1.461,1.461,1.461,0.727668,0.119067,0.4706,0.9993,0.608601,0.846735,0.4617
qa2366,1.461,6.6949e-16,1.461,1.461,1.461,1.461,0.707975,0.114791,0.4474,0.9436,0.593184,0.822766,0.5174
qa2367,1.461,6.6949e-16,1.461,1.461,1.461,1.461,0.691488,0.111403,0.4415,0.9134,0.580085,0.802891,0.5476
qa2368,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.677338,0.109953,0.419,0.8862,0.567385,0.787291,0.4898
qa2369,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.663974,0.111003,0.4276,0.8885,0.552971,0.774977,0.4875
qa2370,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.650904,0.110175,0.4147,0.88,0.540729,0.761079,0.496
qa2371,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.640067,0.107212,0.42,0.8496,0.532855,0.747279,0.5264
qa2372,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.631701,0.107686,0.4005,0.8463,0.524015,0.739387,0.5297
qa2373,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.620874,0.110323,0.3646,0.8501,0.510551,0.731197,0.5259
qa2374,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.609751,0.108243,0.3591,0.8394,0.501508,0.717994,0.5366
qa2375,1.376,4.46326e-16,1.376,1.376,1.376,1.376,0.605069,0.106038,0.3573,0.8379,0.499031,0.711107,0.5381
qa2376,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.593311,0.107583,0.3238,0.8036,0.485728,0.700894,0.4874
qa2377,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.588863,0.109635,0.3306,0.812,0.479228,0.698498,0.479
qa2378,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.58113,0.109699,0.3145,0.802,0.471431,0.690829,0.489
qa2379,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.574277,0.109366,0.3121,0.8264,0.464911,0.683643,0.4646
qa2380,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.566898,0.112947,0.3104,0.8111,0.453951,0.679845,0.4799
qa2381,1.291,2.23163e-16,1.291,1.291,1.291,1.291,0.561896,0.111806,0.2904,0.8199,0.45009,0.673702,0.4711
qa2382,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.554231,0.110557,0.2966,0.7962,0.443674,0.664788,0.4088
qa2383,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.545717,0.110093,0.2874,0.7952,0.435624,0.65581,0.4098
qa2384,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.540442,0.109036,0.2667,0.7908,0.431406,0.649478,0.4142
qa2385,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.532427,0.107253,0.2802,0.7823,0.425174,0.63968,0.4227
qa2386,1.205,6.6949e-16,1.205,1.205,1.205,1.205,0.526831,0.10706,0.2754,0.7598,0.419771,0.633891,0.4452
qa2387,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.523625,0.106637,0.277,0.7651,0.416988,0.630262,0.3549
qa2388,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.51799,0.106762,0.2608,0.7516,0.411228,0.624752,0.3684
qa2389,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.514092,0.105662,0.2499,0.7657,0.40843,0.619754,0.3543
qa2390,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.508585,0.106611,0.2418,0.7801,0.401974,0.615196,0.3399
qa2391,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.505325,0.108661,0.2521,0.7789,0.396664,0.613986,0.3411
qa2392,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.502554,0.105503,0.2399,0.7623,0.397051,0.608057,0.3577
qa2393,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.497628,0.104728,0.2399,0.7541,0.3929,0.602356,0.3659
qa2394,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.491655,0.103129,0.2445,0.7373,0.388526,0.594784,0.3827
qa2395,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.489645,0.104384,0.2336,0.7339,0.385261,0.594029,0.3861
qa2396,1.035,0,1.035,1.035,1.035,1.035,0.484296,0.102122,0.2446,0.7214,0.382174,0.586418,0.3136
qa2397,1.035,0,1.035,1.035,1.035,1.035,0.480745,0.103059,0.2427,0.7338,0.377686,0.583804,0.3012
qa2398,1.035,0,1.035,1.035,1.035,1.035,0.478849,0.103037,0.2471,0.7166,0.375812,0.581886,0.3184
qa2399,1.035,0,1.035,1.035,1.035,1.035,0.475434,0.10188,0.2586,0.7235,0.373554,0.577314,0.3115
qa2400,1.035,0,1.035,1.035,1.035,1.035,0.504406,0.124705,0.2676,0.9557,0.379701,0.629111,0.0793
qa2401,1.12,6.6949e-16,1.12,1.12,1.12,1.12,0.494533,0.121157,0.2612,0.9341,0.373376,0.61569,0.1859
qa2402,1.035,0,1.035,1.035,1.035,1.035,0.485378,0.111878,0.2582,0.8236,0.3735,0.597256,0.2114
qa2403,1.035,0,1.035,1.035,1.035,1.035,0.47511,0.104128,0.2565,0.7757,0.370982,0.579238,0.2593
qa2404,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.468297,0.101984,0.253,0.7078,0.366313,0.570281,0.2422
qa2405,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.463557,0.0976432,0.2521,0.6717,0.365914,0.5612,0.2783
qa2406,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.458658,0.0958624,0.2441,0.6561,0.362796,0.55452,0.2939
qa2407,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.454338,0.0953286,0.2448,0.6393,0.359009,0.549667,0.3107
qa2408,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.449543,0.093873,0.2459,0.6327,0.35567,0.543416,0.3173
qa2409,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.447689,0.0932235,0.2427,0.6421,0.354466,0.540912,0.3079
qa2410,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.442865,0.0948921,0.242,0.6397,0.347973,0.537757,0.3103
qa2411,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.439938,0.0928787,0.2342,0.6321,0.347059,0.532817,0.3179
qa2412,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.435816,0.0926858,0.2278,0.6503,0.34313,0.528502,0.2147
qa2413,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.431434,0.0913528,0.2277,0.6271,0.340081,0.522787,0.2379
qa2414,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.427979,0.0908126,0.2231,0.6224,0.337166,0.518792,0.2426
qa2415,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.426352,0.0908646,0.2236,0.6252,0.335487,0.517217,0.2398
qa2416,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.425706,0.0890414,0.2162,0.6121,0.336665,0.514747,0.1569
qa2417,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.421075,0.0891111,0.2242,0.6161,0.331964,0.510186,0.2009
qa2418,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.417129,0.086997,0.2206,0.6102,0.330132,0.504126,0.2548
qa2419,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.415129,0.0866325,0.2166,0.5915,0.328496,0.501762,0.2735
qa2420,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.412432,0.0881368,0.2127,0.604,0.324295,0.500569,0.261
qa2421,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.408627,0.0899147,0.2103,0.6521,0.318712,0.498542,0.2129
qa2423,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.409446,0.0943725,0.2097,0.691,0.315073,0.503819,0.126
qa2424,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.405694,0.0930341,0.2083,0.6594,0.31266,0.498728,0.1576
qa2425,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.40138,0.0907183,0.2117,0.6379,0.310662,0.492098,0.1791
qa2426,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.396311,0.0898092,0.213,0.6441,0.306502,0.48612,0.1729
qa2427,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.392187,0.088528,0.2213,0.6276,0.303659,0.480715,0.1894
qa2428,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.388094,0.0891486,0.2107,0.6364,0.298945,0.477243,0.2286
qa2429,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.386254,0.0887207,0.2059,0.636,0.297533,0.474975,0.181
qa2430,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.385956,0.0888322,0.1998,0.6096,0.297124,0.474788,0.2074
qa2431,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.380392,0.0875302,0.1956,0.5932,0.292862,0.467922,0.2238
qa2432,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.378405,0.0893722,0.1924,0.6029,0.289033,0.467777,0.2141
qa2433,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.378131,0.0889405,0.1954,0.585,0.28919,0.467072,0.232
qa2434,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.374932,0.0880551,0.192,0.5941,0.286877,0.462987,0.2229
qa2435,0.95,3.34745e-16,0.95,0.95,0.95,0.95,0.371509,0.0863254,0.1898,0.5784,0.285184,0.457834,0.3716
qa2436,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.368725,0.0846186,0.1845,0.585,0.284106,0.453344,0.184
qa2437,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.363651,0.0846413,0.1878,0.5672,0.27901,0.448292,0.2018
qa2438,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.362129,0.0823794,0.1945,0.5551,0.27975,0.444508,0.2139
qa2439,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.359637,0.0814264,0.1923,0.5479,0.278211,0.441063,0.2211
qa2440,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.358347,0.0828897,0.1928,0.5434,0.275457,0.441237,0.2256
qa2441,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.354809,0.0814862,0.1888,0.552,0.273323,0.436295,0.217
qa2442,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.352422,0.0801721,0.1767,0.5466,0.27225,0.432594,0.2224
qa2443,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.351829,0.0808333,0.1783,0.5528,0.270996,0.432662,0.2162
qa2444,0.817,1.11582e-16,0.817,0.817,0.817,0.817,0.350744,0.0807821,0.1701,0.5394,0.269962,0.431526,0.2776
qa2445,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.346761,0.0807992,0.1729,0.541,0.265962,0.42756,0.228
qa2446,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.344192,0.0811258,0.163,0.5484,0.263066,0.425318,0.2206
qa2447,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.342081,0.081589,0.1687,0.55,0.260492,0.42367,0.219
qa2448,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.340328,0.0806148,0.1702,0.5475,0.259713,0.420943,0.2215
qa2449,0.721,0,0.721,0.721,0.721,0.721,0.337057,0.0788353,0.1732,0.5332,0.258222,0.415892,0.1878
qa2450,0.721,0,0.721,0.721,0.721,0.721,0.334907,0.0786802,0.1726,0.5287,0.256227,0.413587,0.1923
qa2451,0.721,0,0.721,0.721,0.721,0.721,0.332617,0.0767467,0.1658,0.5254,0.25587,0.409364,0.1956
qa2452,0.721,0,0.721,0.721,0.721,0.721,0.329227,0.0765186,0.1704,0.5135,0.252708,0.405746,0.2075
qa2453,0.721,0,0.721,0.721,0.721,0.721,0.327937,0.075575,0.1704,0.5243,0.252362,0.403512,0.1967
qa2454,0.721,0,0.721,0.721,0.721,0.721,0.326726,0.0760257,0.1703,0.5058,0.2507,0.402752,0.2152
qa2455,0.721,0,0.721,0.721,0.721,0.721,0.324281,0.0748878,0.1606,0.531,0.249393,0.399169,0.19
qa2456,0.721,0,0.721,0.721,0.721,0.721,0.323025,0.0762753,0.1629,0.5331,0.24675,0.3993,0.1879
qa2457,0.721,0,0.721,0.721,0.721,0.721,0.32044,0.0761287,0.165,0.5257,0.244311,0.396569,0.1953
qa2458,0.721,0,0.721,0.721,0.721,0.721,0.320229,0.0759529,0.1564,0.5352,0.244276,0.396182,0.1858
qa2459,0.721,0,0.721,0.721,0.721,0.721,0.317307,0.0743002,0.1475,0.522,0.243007,0.391607,0.199
qa2460,0.721,0,0.721,0.721,0.721,0.721,0.319497,0.0740828,0.1466,0.5322,0.245414,0.39358,0.1888
qa2461,0.865,2.23163e-16,0.865,0.865,0.865,0.865,0.32719,0.0853312,0.1497,0.7027,0.241859,0.412521,0.1623
qa2462,0.769,2.23163e-16,0.769,0.769,0.769,0.769,0.321002,0.0795182,0.1398,0.5642,0.241484,0.40052,0.2048
qa2499,0.909,1.11582e-16,0.909,0.909,0.909,0.909,1.83808,0.578602,1.085,4.159,1.25948,2.41668,0.176
qa2501,6.473,2.67796e-15,6.473,6.473,6.473,6.473,2.50913,0.973604,1.5,6.301,1.53553,3.48273,0.172
qa2542,2.791,1.33898e-15,2.791,2.791,2.791,2.791,2.0239,0.304205,1.45,2.772,1.71969,2.32811,0.019
qa2543,3.309,1.33898e-15,3.309,3.309,3.309,3.309,2.11751,0.309552,1.506,2.856,1.80796,2.42706,0.453
