real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
73,0.0177897,7.13628e-06,0.255696,0.0605963,0.321314,0.00950039,0.8,0.205747,0.930653,0.10424,0.712924,0.149835,0.188629,0.42124,0.0552,0.0547,1.44634,1.07086,0.923478,0.963,1.24414,1.78678,45.5873,18.1473,55.3972,21.6529,600.641,1031.62,2138.43,90,15,0.605718
74,0.0245107,1.06591e-05,0.696984,0.245913,0.270714,0.00530955,0.53111,0.0705653,0.597077,0.0167716,0.555145,0.566256,0.324331,0.206236,0.0552,0.0883364,1.4307,0.906331,0.893,0.963,1.51481,1.57135,27.8005,23.5504,18.8789,16.4301,720,962.739,2186.08,90,14.7352,0.657454
75,0.0137332,1.38612e-05,0.488924,0.216038,0.381178,0.00413857,0.714947,0.0588507,0.520705,0.0423118,0.648421,0.453156,0.357183,0.252014,0.124554,0.0547,1.10544,1.25198,0.893,0.963,1.20937,1.73672,46.2538,22.232,10.2534,19.1452,720,1067.22,2031.65,79.5731,13.1965,0.727221
76,0.0226932,7.56781e-06,0.328606,0.907157,0.135461,0.0035461,0.520964,0.0816782,0.5,0.01,0.559014,0.179702,0.50128,0.0870885,0.0715166,0.0547,0.907749,1.21327,0.893,0.963,1.17353,1.3205,17.9894,39.4307,24.4171,6.32625,720,943.068,1960.4,71.7966,13.7238,0.516664
77,0.0198223,2.03477e-05,0.540876,0.437482,0.27445,0.00525558,0.741165,0.0505243,0.5,0.0412434,0.560869,0.275474,0.489947,0.130449,0.112154,0.0595396,1.11654,0.815,0.893,1.03179,1.28644,1.40962,29.4706,13.439,13.9649,36.3947,699.499,873.054,1942.86,87.1652,13.7821,0.761802
78,0.0140062,4.10404e-05,0.686947,0.573445,0.336486,0.00437131,0.241183,0.0483023,0.5,0.0706625,0.691139,0.355435,0.749128,0.136644,0.0880566,0.060345,1.03948,1.08823,0.893,0.963,1.06849,1.85003,36.0199,15.5395,9.22388,11.251,612.696,922.61,2037.56,85.039,12.6111,0.429518
79,0.0189729,5.19404e-06,0.621981,0.19451,0.956434,0.00460517,0.717317,0.100745,0.5,0.077205,0.385284,0.0881052,0.295522,0.409069,0.0916779,0.0660113,1.12805,1.77335,1.16244,0.963,1.10745,1.68142,20.7543,12.8748,11.0326,6.62547,720,838.178,1757.03,90,14.7261,0.610376
80,0.0250247,8.54305e-06,0.547388,0.640851,0.16464,0.00615354,0.8,0.0656326,0.5,0.0845954,0.324518,0.566873,0.478613,0.486858,0.210362,0.0547,1.19339,1.4929,0.893,0.963,1.07934,1.62722,59.5537,16.439,11.4227,14.7078,720,978.312,2208.22,89.7246,11.8697,1.24668
81,0.016932,5e-06,0.441925,0.475878,0.284954,0.00429696,0.8,0.0921623,0.797757,0.0632877,0.714847,0.256861,0.816884,0.227831,0.0552,0.107529,0.975813,0.815,0.893,1.07717,1.16306,1.40352,19.4192,22.6584,53.6756,45.3471,710.857,909.39,1517.23,90,12.5034,0.91663
82,0.0385406,5.25344e-06,0.438435,0.340668,0.189471,0.00449289,0.8,0.110192,0.5,0.0856746,0.652897,0.347569,0.187238,0.25791,0.107416,0.0547,1.00811,0.815,1.03172,1.02446,1.05292,1.40087,32.8189,26.6836,9.98554,11.1409,720,915.128,2170.64,90,9.92188,0.560753
83,0.0153685,1.02665e-05,0.722955,0.423005,0.386509,0.00422392,0.8,0.124597,0.651572,0.0766991,0.758696,0.412113,0.283965,0.316899,0.099782,0.0547,1.14431,1.10951,0.893,0.963,1.00101,2.02965,20.8947,18.2772,11.6939,32.8304,720,910.334,1991.3,77.1148,9.91702,0.836189
84,0.0261161,1.17063e-05,0.449112,1,0.285645,0.00572736,0.502801,0.0487062,0.5,0.103935,0.441026,0.520133,0.603284,0.310748,0.194511,0.0547,0.939858,1.42101,1.25083,0.963,1.09492,1.78156,22.9737,13.8122,8.02678,5.7,692.84,928.336,2242.35,90,9.918,0.304425
85,0.0158577,3.36082e-05,0.232082,0.126622,0.16303,0.00450686,0.636606,0.079477,0.5,0.04454,0.647105,0.313912,0.627127,0.122012,0.0791089,0.0547,1.08498,1.0854,0.893,1.07643,1.12572,1.56636,63.6066,41.8589,23.0083,26.3391,720,885.393,1817.97,87.5194,14.353,0.285725
86,0.0274552,2.77043e-05,0.441188,0.651831,0.215898,0.00490481,0.8,0.0718949,0.5,0.01,0.111993,0.418883,0.369875,0.280072,0.0804041,0.0547,0.76,1.78503,0.893,0.963,1.11543,1.59875,18.3925,20.259,11.7998,42.6625,720,918.933,2156.88,90,15,0.56247
87,0.0201045,9.5585e-06,0.334024,0.311788,0.0911385,0.00485645,0.790294,0.141402,0.554128,0.0226354,0.567385,0.347753,0.529764,0.342631,0.0552,0.0757583,0.945197,0.827994,1.06204,0.963,1.09446,1.57654,33.8861,29.4112,11.5686,13.5113,720,884.778,1814.73,87.2691,10.1065,0.735121
88,0.0205979,1.83847e-05,0.580343,0.0632505,0.168551,0.00436747,0.352214,0.0959648,0.5,0.0155506,0.783939,0.29432,1,0.336096,0.0552,0.0547,1.29812,1.04023,0.931394,0.963,1.20552,1.31807,64.0483,11.317,14.8665,18.0259,720,942.356,1752.88,84.9753,10.8412,0.580818
89,0.0167597,1.48347e-05,0.450824,0.0605752,0.604624,0.00374734,0.787185,0.0536888,0.567256,0.0539217,0.653104,0.433949,0.403451,0.488282,0.116871,0.0547,1.01605,1.56567,0.893,0.963,1.01951,1.62456,30.913,26.3317,18.1758,10.2243,682.397,1052.72,1933.93,90,12.788,1.83301
90,0.0114063,1.03725e-05,0.140579,1,0.117903,0.00388256,0.8,0.0131534,0.5,0.1269,0.424912,0.194876,0.146986,0.100777,0.264753,0.0644596,0.76,0.985393,1.36604,0.963,1.12935,1.53486,71.1102,12.1288,15.8506,10.7774,588.667,1059.17,2018.42,90,13.5734,2.7782
91,0.0240211,8.11745e-06,0.386974,0.356765,0.317168,0.00462369,0.8,0.287705,0.700408,0.0393936,0.767288,0.245311,0.39108,0.507276,0.133574,0.0867962,0.766769,1.39617,0.893,1.09205,1.10953,1.63168,19.8631,17.7888,9.44205,25.4809,613.952,772.898,2015.54,80.2318,9.2874,0.518684
92,0.0148695,5e-06,0.235462,0.538669,0.265608,0.00372664,0.8,0.213036,0.597217,0.107957,0.7857,0.0970903,0.371694,0.320882,0.0552,0.0547,1.23503,1.49192,0.893,0.963,0.998951,1.67914,28.6551,11.6486,14.0355,25.2582,720,901.819,1821.28,80.285,14.8595,0.375793
93,0.0117446,1.41762e-05,0.217527,0.649045,0.164991,0.00410226,0.8,0.192231,1.39343,0.018757,0.735509,0.217589,0.55038,0.347108,0.129389,0.0674994,0.882143,1.0407,0.893,0.971271,1.18765,1.6121,18.2522,17.2607,21.0402,35.6808,720,886.818,1722.19,80.6296,12.8596,0.256793
94,0.0246144,5.2266e-05,0.677772,0.110203,0.261296,0.00428461,0.0886418,0.0797939,0.686768,0.0197672,0.563816,0.607084,0.50749,0.324708,0.0782192,0.0547,0.898443,1.19616,0.969222,1.25326,1.58347,1.4766,20.8385,9.80358,6.91796,9.81171,696.369,810.751,2326.92,86.1009,11.4511,0.828638
95,0.0183299,7.82717e-06,0.279607,0.298595,0.272424,0.00575397,0.8,0.0302844,0.5,0.0258139,0.583887,0.298483,0.298903,0.2793,0.105221,0.0878922,1.87705,1.01068,1.05367,0.963,1.14401,1.75848,49.8273,19.3712,46.5452,15.5709,720,974.639,1517.09,90,15,0.473784
96,0.0194225,2.80913e-05,0.725764,0.14921,0.392097,0.00360681,0.8,0.216,0.5,0.0232066,0.542962,0.202714,0.541304,0.381046,0.141966,0.0547,1.89103,1.13064,0.893,0.963,1.00444,1.54421,18.9479,25.6674,17.5655,9.14556,720,1048.76,2210.12,90,10.0752,1.31242
97,0.0160505,2.1395e-05,0.454699,0.377685,0.296278,0.00323268,0.468731,0.0428787,0.5,0.019351,0.549803,0.561667,0.684317,0.213931,0.294222,0.0732771,0.935937,1.30972,0.893,0.963,1.26651,1.08873,25.4347,29.9372,11.5963,9.93946,720,896.655,2329.09,90,9.40215,0.761313
98,0.0265208,3.06699e-05,0.482945,0.0815734,0.174978,0.00528394,0.742177,0.0227362,0.5,0.0307456,0.637918,0.431332,0.492208,0.170857,0.0979274,0.0547,0.916536,1.57984,0.960855,0.963,1.08923,1.63813,42.7679,16.0138,13.466,17.2891,661.67,967.808,1841.24,90,13.9586,0.196947
base,0.0138854,8.43794e-06,0.451936,0.229059,0.20921,0.00484788,0.8,0.0586265,0.5,0.0427237,0.610973,0.352011,0.619883,0.325506,0.122101,0.0547,1.18682,1.21812,0.893,0.963,1.01787,1.66864,32.4239,20.6052,13.7027,20.8851,720,917.662,2002.21,90,13.7651,0.598186
