name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
qa2482,0.811,0,0.811,0.811,0.811,0.811,0.530998,0.0877235,0.2529,0.7293,0.443274,0.618722,0.0817
qa2483,0.811,0,0.811,0.811,0.811,0.811,0.546132,0.0899069,0.2711,0.7743,0.456225,0.636039,0.0367
qa2499,0.909,1.11582e-16,0.909,0.909,0.909,0.909,1.65713,0.537997,1.045,4.175,1.11913,2.19513,0.136
qa2501,6.473,2.67796e-15,6.473,6.473,6.473,6.473,2.27747,0.914887,1.439,5.96,1.36258,3.19236,0.513
qa2543,3.309,1.33898e-15,3.309,3.309,3.309,3.309,2.10107,0.293512,1.527,2.942,1.80756,2.39458,0.367
qa2544,3.581,1.78531e-15,3.581,3.581,3.581,3.581,2.16708,0.307773,1.569,3.077,1.85931,2.47485,0.504
qa2545,3.038,1.33898e-15,3.038,3.038,3.038,3.038,2.13317,0.301166,1.565,2.986,1.832,2.43434,0.052
qa2561,1.717,6.6949e-16,1.717,1.717,1.717,1.717,1.17281,0.144558,0.8966,1.642,1.02826,1.31737,0.075
qa2562,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.12807,0.135656,0.8525,1.591,0.992418,1.26373,0.041
qa2563,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.08384,0.128207,0.8147,1.522,0.955635,1.21205,0.11
qa2564,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.04536,0.119962,0.7954,1.457,0.925395,1.16532,0.175
qa2565,1.632,2.23163e-16,1.632,1.632,1.632,1.632,1.00995,0.115202,0.7753,1.413,0.894749,1.12515,0.219
qa2566,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.97913,0.108558,0.757,1.367,0.870572,1.08769,0.181
qa2567,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.947184,0.10441,0.7248,1.302,0.842774,1.05159,0.246
qa2568,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.919646,0.0992453,0.7167,1.267,0.820401,1.01889,0.281
qa2569,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.995187,0.10787,0.7685,1.425,0.887317,1.10306,0.123
qa2570,1.632,2.23163e-16,1.632,1.632,1.632,1.632,0.967387,0.10497,0.7519,1.381,0.862417,1.07236,0.251
qa2571,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.935032,0.102658,0.7335,1.328,0.832374,1.03769,0.22
qa2572,1.548,8.92653e-16,1.548,1.548,1.548,1.548,0.920047,0.0996019,0.7153,1.306,0.820445,1.01965,0.242
qa2573,1.548,8.92653e-16,1.548,1.548,1.548,1.548,1.06269,0.121408,0.832,1.545,0.941282,1.1841,0.003
qa2575,2.791,1.33898e-15,2.791,2.791,2.791,2.791,4.38625,0.715483,3.196,6.714,3.67077,5.10173,0.405
qa2576,18.047,1.07118e-14,18.047,18.047,18.047,18.047,6.13439,1.07855,4.277,10.41,5.05584,7.21294,7.637
qa2577,14.429,8.92653e-15,14.429,14.429,14.429,14.429,6.65359,1.13005,4.71,11.6,5.52354,7.78364,2.829
qa2584,6.006,0,6.006,6.006,6.006,6.006,8.76669,0.908746,6.511,11.71,7.85794,9.67544,0.505
qa2590,13.448,0,13.448,13.448,13.448,13.448,9.69822,0.812756,8.159,13.37,8.88546,10.511,0.078
qa2602,4.541,2.67796e-15,4.541,4.541,4.541,4.541,5.6093,0.284114,4.999,6.599,5.32519,5.89341,0.458
qa2603,4.832,2.67796e-15,4.832,4.832,4.832,4.832,5.83191,0.301237,5.132,6.843,5.53067,6.13315,0.3
qa2604,4.686,2.67796e-15,4.686,4.686,4.686,4.686,5.88338,0.300083,5.173,6.836,5.5833,6.18346,0.487
qa2605,4.686,2.67796e-15,4.686,4.686,4.686,4.686,5.85116,0.288418,5.155,6.696,5.56274,6.13958,0.469
qa2606,4.686,2.67796e-15,4.686,4.686,4.686,4.686,5.78759,0.2713,5.134,6.559,5.51629,6.05889,0.448
qa2607,4.832,2.67796e-15,4.832,4.832,4.832,4.832,5.66642,0.269238,5.072,6.51,5.39718,5.93566,0.24
qa2608,4.832,2.67796e-15,4.832,4.832,4.832,4.832,5.4979,0.264118,4.979,6.337,5.23378,5.76202,0.147
qa2609,4.832,2.67796e-15,4.832,4.832,4.832,4.832,5.7523,0.326979,5.184,6.722,5.42532,6.07928,0.352
qa2611,7.25,0,7.25,7.25,7.25,7.25,5.78809,0.373499,5.131,6.957,5.41459,6.16159,0.293
qa2618,4.541,2.67796e-15,4.541,4.541,4.541,4.541,5.17564,0.272594,4.646,6.224,4.90305,5.44823,0.105
qa2619,4.686,2.67796e-15,4.686,4.686,4.686,4.686,5.52809,0.296403,4.963,6.684,5.23169,5.82449,0.277
qa2620,5.269,1.78531e-15,5.269,5.269,5.269,5.269,6.10978,0.357021,5.292,7.375,5.75276,6.4668,0.023
qa2621,8.894,3.57061e-15,8.894,8.894,8.894,8.894,6.53065,0.390078,5.537,7.766,6.14057,6.92073,1.128
qa2622,13.644,3.57061e-15,13.644,13.644,13.644,13.644,7.47548,0.434869,6.532,8.652,7.04061,7.91035,4.992
qa2623,17.413,7.14122e-15,17.413,17.413,17.413,17.413,9.52826,0.651309,8.027,11.1,8.87695,10.1796,6.313
qa2624,32.404,0,32.404,32.404,32.404,32.404,11.4117,0.977395,9.414,14.87,10.4343,12.3891,17.534
qa2625,34.584,2.14237e-14,34.584,34.584,34.584,34.584,12.4118,1.17212,10.28,17.33,11.2397,13.5839,17.254
qa2626,25.511,3.57061e-15,25.511,25.511,25.511,25.511,12.6473,1.24539,10.6,18.2,11.4019,13.8927,7.311
qa2627,21.429,1.07118e-14,21.429,21.429,21.429,21.429,12.7791,1.29679,10.65,18.38,11.4823,14.0759,3.049
qa2628,18.999,1.07118e-14,18.999,18.999,18.999,18.999,12.3958,1.26376,10.26,17.56,11.132,13.6596,1.439
qa2629,16.355,3.57061e-15,16.355,16.355,16.355,16.355,11.6084,1.17356,9.58,16,10.4348,12.782,0.355
qa2634,16.355,3.57061e-15,16.355,16.355,16.355,16.355,10.3996,1.00504,8.632,14.17,9.39459,11.4047,2.185
qa2636,17.73,3.57061e-15,17.73,17.73,17.73,17.73,11.1321,1.19044,9.205,15.61,9.94167,12.3225,2.12
qa2642,20.267,0,20.267,20.267,20.267,20.267,12.7142,1.37568,10.59,17.46,11.3385,14.0899,2.807
qa2643,57.244,1.42824e-14,57.244,57.244,57.244,57.244,14.3412,1.7235,11.88,20.21,12.6177,16.0647,37.034
qa2644,39.961,7.14122e-15,39.961,39.961,39.961,39.961,14.8157,1.87249,12.19,21.34,12.9432,16.6882,18.621
qa2645,30.294,7.14122e-15,30.294,30.294,30.294,30.294,17.4362,2.30201,14.27,24.95,15.1342,19.7382,5.344
qa2646,57.244,1.42824e-14,57.244,57.244,57.244,57.244,17.4887,2.27632,14.24,25.16,15.2124,19.765,32.084
qa2647,31.876,1.42824e-14,31.876,31.876,31.876,31.876,17.9217,2.35124,14.59,25.82,15.5705,20.2729,6.056
qa2648,35.779,0,35.779,35.779,35.779,35.779,17.9829,2.41272,14.55,26.12,15.5702,20.3956,9.659
qa2649,28.712,7.14122e-15,28.712,28.712,28.712,28.712,17.1733,2.31646,13.79,25.13,14.8568,19.4898,3.582
qa2679,10.811,3.57061e-15,10.811,10.811,10.811,10.811,6.42254,0.907241,5.334,9.929,5.5153,7.32978,0.882
qa2680,9.935,0,9.935,9.935,9.935,9.935,6.19661,0.866241,5.092,9.511,5.33037,7.06285,0.424
qa2681,9.234,3.57061e-15,9.234,9.234,9.234,9.234,5.922,0.814008,4.814,9.051,5.10799,6.73601,0.183
qa2695,5.705,0,5.705,5.705,5.705,5.705,3.64774,0.447233,2.733,5.413,3.20051,4.09497,0.292
qa2696,6.162,2.67796e-15,6.162,6.162,6.162,6.162,3.58467,0.447215,2.684,5.317,3.13745,4.03189,0.845
qa2697,5.851,0,5.851,5.851,5.851,5.851,3.48812,0.440463,2.588,5.198,3.04766,3.92858,0.653
qa2698,5.56,1.78531e-15,5.56,5.56,5.56,5.56,3.37298,0.428724,2.505,4.996,2.94426,3.8017,0.564
qa2699,5.269,1.78531e-15,5.269,5.269,5.269,5.269,3.25785,0.411263,2.384,4.797,2.84659,3.66911,0.472
qa2700,4.977,2.67796e-15,4.977,4.977,4.977,4.977,3.14587,0.39172,2.31,4.576,2.75415,3.53759,0.401
qa2701,4.832,2.67796e-15,4.832,4.832,4.832,4.832,3.03834,0.374521,2.196,4.409,2.66382,3.41286,0.423
qa2702,4.541,2.67796e-15,4.541,4.541,4.541,4.541,2.9351,0.36199,2.057,4.198,2.57311,3.29709,0.343
qa2703,4.395,2.67796e-15,4.395,4.395,4.395,4.395,2.88559,0.354136,1.983,4.083,2.53145,3.23973,0.312
qa2704,4.541,2.67796e-15,4.541,4.541,4.541,4.541,2.82231,0.346296,1.938,3.976,2.47601,3.16861,0.565
qa2705,4.541,2.67796e-15,4.541,4.541,4.541,4.541,2.76312,0.342131,1.84,3.878,2.42099,3.10525,0.663
qa2706,4.395,2.67796e-15,4.395,4.395,4.395,4.395,2.75261,0.341603,1.874,3.849,2.41101,3.09421,0.546
qa2707,4.259,0,4.259,4.259,4.259,4.259,2.68659,0.33845,1.801,3.712,2.34814,3.02504,0.547
qa2708,4.124,8.92653e-16,4.124,4.124,4.124,4.124,2.6182,0.332579,1.744,3.603,2.28562,2.95078,0.521
qa2709,3.988,0,3.988,3.988,3.988,3.988,2.54501,0.324722,1.658,3.477,2.22029,2.86973,0.511
qa2710,3.852,4.46326e-16,3.852,3.852,3.852,3.852,2.48014,0.319126,1.595,3.353,2.16101,2.79927,0.499
qa2711,3.717,8.92653e-16,3.717,3.717,3.717,3.717,2.41224,0.311198,1.525,3.229,2.10104,2.72344,0.488
qa2712,3.717,8.92653e-16,3.717,3.717,3.717,3.717,2.34998,0.307362,1.441,3.122,2.04262,2.65734,0.595
qa2713,3.717,8.92653e-16,3.717,3.717,3.717,3.717,2.30442,0.303994,1.401,3.033,2.00043,2.60841,0.684
qa2714,3.717,8.92653e-16,3.717,3.717,3.717,3.717,2.25191,0.297559,1.347,2.953,1.95435,2.54947,0.764
qa2715,3.581,1.78531e-15,3.581,3.581,3.581,3.581,2.20691,0.297683,1.277,2.912,1.90923,2.50459,0.669
qa2716,3.581,1.78531e-15,3.581,3.581,3.581,3.581,2.15771,0.296226,1.236,2.86,1.86148,2.45394,0.721
qa2717,3.445,1.33898e-15,3.445,3.445,3.445,3.445,2.11234,0.29518,1.191,2.846,1.81716,2.40752,0.599
qa2718,3.445,1.33898e-15,3.445,3.445,3.445,3.445,2.06795,0.292079,1.133,2.756,1.77587,2.36003,0.689
qa2719,3.445,1.33898e-15,3.445,3.445,3.445,3.445,2.02357,0.289453,1.101,2.722,1.73412,2.31302,0.723
qa2720,3.309,1.33898e-15,3.309,3.309,3.309,3.309,1.97717,0.289982,1.054,2.681,1.68719,2.26715,0.628
qa2721,3.309,1.33898e-15,3.309,3.309,3.309,3.309,1.94042,0.287786,0.9945,2.62,1.65264,2.22821,0.689
qa2722,3.174,8.92653e-16,3.174,3.174,3.174,3.174,1.90365,0.289468,0.9773,2.588,1.61418,2.19312,0.586
qa2723,3.174,8.92653e-16,3.174,3.174,3.174,3.174,1.86742,0.289647,0.9319,2.566,1.57778,2.15707,0.608
qa2724,3.174,8.92653e-16,3.174,3.174,3.174,3.174,1.83316,0.291528,0.9041,2.505,1.54163,2.12469,0.669
qa2725,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.80294,0.29263,0.8589,2.498,1.51031,2.09557,0.54
qa2726,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.7735,0.289215,0.8384,2.473,1.48429,2.06272,0.565
qa2727,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.7436,0.289863,0.8233,2.403,1.45373,2.03346,0.635
qa2728,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.71432,0.291428,0.7903,2.366,1.42289,2.00575,0.672
qa2729,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.69404,0.292154,0.7697,2.362,1.40189,1.9862,0.676
qa2730,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.66752,0.292301,0.7437,2.336,1.37522,1.95982,0.702
qa2731,3.038,1.33898e-15,3.038,3.038,3.038,3.038,1.64209,0.293014,0.7173,2.281,1.34907,1.9351,0.757
qa2732,2.914,8.92653e-16,2.914,2.914,2.914,2.914,1.61719,0.291982,0.7051,2.26,1.32521,1.90917,0.654
qa2733,2.914,8.92653e-16,2.914,2.914,2.914,2.914,1.59474,0.293387,0.691,2.24,1.30135,1.88813,0.674
qa2734,2.791,1.33898e-15,2.791,2.791,2.791,2.791,1.5731,0.294452,0.6609,2.239,1.27865,1.86755,0.552
qa2735,2.791,1.33898e-15,2.791,2.791,2.791,2.791,1.55167,0.293061,0.6346,2.187,1.25861,1.84473,0.604
qa2736,2.791,1.33898e-15,2.791,2.791,2.791,2.791,1.5303,0.293245,0.6371,2.178,1.23706,1.82355,0.613
qa2737,2.667,1.33898e-15,2.667,2.667,2.667,2.667,1.50723,0.290591,0.6132,2.121,1.21664,1.79782,0.546
qa2738,2.667,1.33898e-15,2.667,2.667,2.667,2.667,1.48958,0.292146,0.5947,2.114,1.19743,1.78172,0.553
qa2739,2.543,4.46326e-16,2.543,2.543,2.543,2.543,1.47219,0.293865,0.5876,2.105,1.17833,1.76606,0.438
qa2740,2.667,1.33898e-15,2.667,2.667,2.667,2.667,1.45403,0.294584,0.5622,2.075,1.15944,1.74861,0.592
qa2741,2.543,4.46326e-16,2.543,2.543,2.543,2.543,1.43723,0.292201,0.5637,2.036,1.14503,1.72944,0.507
qa2742,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.41776,0.292886,0.5494,2.024,1.12487,1.71064,0.396
qa2743,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.40025,0.292669,0.5281,2.004,1.10758,1.69292,0.416
qa2744,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.38608,0.292563,0.5193,2.002,1.09351,1.67864,0.418
qa2745,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.36936,0.291545,0.5148,1.959,1.07782,1.6609,0.461
qa2746,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.35426,0.292051,0.5076,1.942,1.06221,1.64631,0.478
qa2747,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.3551,0.293811,0.498,1.927,1.06129,1.64891,0.493
qa2748,2.543,4.46326e-16,2.543,2.543,2.543,2.543,1.3522,0.298327,0.4927,1.919,1.05387,1.65053,0.624
qa2749,2.543,4.46326e-16,2.543,2.543,2.543,2.543,1.33855,0.298102,0.4698,1.887,1.04045,1.63665,0.656
qa2750,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.31916,0.296809,0.4631,1.891,1.02235,1.61597,0.529
qa2751,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.30309,0.29714,0.4506,1.859,1.00595,1.60023,0.561
qa2752,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.29045,0.293682,0.4544,1.842,0.996771,1.58414,0.578
qa2753,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.27458,0.293999,0.443,1.812,0.980585,1.56858,0.608
qa2754,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.26088,0.290718,0.4443,1.781,0.970161,1.5516,0.639
qa2755,2.296,0,2.296,2.296,2.296,2.296,1.24436,0.291209,0.4212,1.809,0.953156,1.53557,0.487
qa2756,2.296,0,2.296,2.296,2.296,2.296,1.22998,0.287403,0.4196,1.767,0.94258,1.51739,0.529
qa2757,2.296,0,2.296,2.296,2.296,2.296,1.21992,0.28849,0.3973,1.759,0.931426,1.50841,0.537
qa2758,2.296,0,2.296,2.296,2.296,2.296,1.20452,0.284911,0.4019,1.733,0.919605,1.48943,0.563
qa2759,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.23186,0.290578,0.4251,1.749,0.941277,1.52243,0.671
qa2760,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.20494,0.28861,0.4066,1.728,0.916326,1.49355,0.692
qa2761,2.296,0,2.296,2.296,2.296,2.296,1.1921,0.288383,0.3911,1.71,0.903716,1.48048,0.586
qa2762,2.296,0,2.296,2.296,2.296,2.296,1.17618,0.285165,0.3962,1.704,0.891014,1.46134,0.592
qa2763,2.296,0,2.296,2.296,2.296,2.296,1.16231,0.280439,0.3865,1.666,0.881867,1.44275,0.63
qa2764,2.296,0,2.296,2.296,2.296,2.296,1.15159,0.280197,0.3774,1.66,0.87139,1.43178,0.636
qa2765,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.13615,0.279446,0.3705,1.651,0.8567,1.41559,0.521
qa2766,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.12583,0.27477,0.3796,1.613,0.851063,1.4006,0.559
qa2767,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.11612,0.27608,0.36,1.598,0.840037,1.3922,0.574
qa2768,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.10179,0.274952,0.3607,1.604,0.826834,1.37674,0.568
qa2769,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.0914,0.273301,0.3523,1.586,0.818096,1.3647,0.586
qa2770,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.08,0.270845,0.347,1.579,0.809157,1.35085,0.593
qa2771,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.07266,0.270601,0.3387,1.572,0.802062,1.34326,0.6
qa2772,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.06334,0.266228,0.349,1.533,0.797108,1.32956,0.515
qa2773,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.05606,0.266406,0.3492,1.498,0.789652,1.32246,0.55
qa2774,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.04482,0.265622,0.3362,1.502,0.779196,1.31044,0.546
qa2775,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.03644,0.263536,0.3346,1.502,0.772903,1.29997,0.546
qa2776,2.048,1.33898e-15,2.048,2.048,2.048,2.048,1.03091,0.263435,0.3288,1.498,0.767476,1.29435,0.55
qa2777,2.296,0,2.296,2.296,2.296,2.296,1.0221,0.262542,0.3076,1.469,0.759562,1.28465,0.827
qa2778,2.296,0,2.296,2.296,2.296,2.296,1.01497,0.26138,0.3104,1.444,0.753595,1.27635,0.852
qa2779,2.296,0,2.296,2.296,2.296,2.296,1.00399,0.258306,0.3162,1.458,0.745688,1.2623,0.838
qa2780,2.296,0,2.296,2.296,2.296,2.296,0.997989,0.258481,0.3137,1.45,0.739508,1.25647,0.846
qa2781,2.296,0,2.296,2.296,2.296,2.296,0.991077,0.255946,0.3118,1.446,0.735131,1.24702,0.85
qa2782,2.296,0,2.296,2.296,2.296,2.296,0.984213,0.25703,0.3049,1.442,0.727183,1.24124,0.854
qa2783,2.296,0,2.296,2.296,2.296,2.296,0.980906,0.258153,0.3061,1.427,0.722753,1.23906,0.869
qa2784,2.296,0,2.296,2.296,2.296,2.296,0.971756,0.254371,0.2999,1.411,0.717385,1.22613,0.885
qa2785,2.296,0,2.296,2.296,2.296,2.296,0.967725,0.254317,0.2935,1.408,0.713408,1.22204,0.888
qa2786,2.296,0,2.296,2.296,2.296,2.296,0.960854,0.251159,0.2883,1.411,0.709695,1.21201,0.885
qa2787,2.296,0,2.296,2.296,2.296,2.296,0.954289,0.251362,0.2809,1.39,0.702927,1.20565,0.906
qa2788,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.946967,0.250195,0.2862,1.373,0.696772,1.19716,0.799
qa2789,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.940213,0.24707,0.2832,1.374,0.693143,1.18728,0.798
qa2790,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.933414,0.245492,0.2733,1.336,0.687922,1.17891,0.836
qa2791,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.925508,0.243288,0.2796,1.313,0.68222,1.1688,0.859
qa2792,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.918109,0.242841,0.268,1.329,0.675268,1.16095,0.843
qa2793,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.915311,0.244132,0.2645,1.332,0.671179,1.15944,0.84
qa2794,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.908794,0.241248,0.2666,1.316,0.667546,1.15004,0.732
qa2795,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.904206,0.241045,0.2697,1.303,0.663161,1.14525,0.745
qa2796,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.897508,0.237833,0.2531,1.286,0.659675,1.13534,0.762
qa2797,2.42,1.33898e-15,2.42,2.42,2.42,2.42,1.05007,0.276976,0.2886,1.43,0.773094,1.32705,0.99
qa2798,2.296,0,2.296,2.296,2.296,2.296,1.05273,0.278492,0.2854,1.556,0.774242,1.33123,0.74
qa2799,2.172,1.33898e-15,2.172,2.172,2.172,2.172,1.0227,0.275655,0.2875,1.561,0.747048,1.29836,0.611
qa2800,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.992692,0.264168,0.2778,1.509,0.728524,1.25686,0.663
qa2801,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.965916,0.256583,0.2768,1.447,0.709333,1.2225,0.725
qa2802,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.944964,0.249719,0.2749,1.393,0.695245,1.19468,0.779
qa2803,2.172,1.33898e-15,2.172,2.172,2.172,2.172,0.927715,0.245084,0.2787,1.305,0.682631,1.1728,0.867
qa2804,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.907725,0.238801,0.2636,1.265,0.668924,1.14653,0.783
qa2805,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.950915,0.238122,0.2909,1.29,0.712793,1.18904,0.758
qa2806,2.296,0,2.296,2.296,2.296,2.296,0.913572,0.236195,0.2684,1.274,0.677377,1.14977,1.022
qa2807,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.89588,0.231693,0.2636,1.236,0.664187,1.12757,0.812
qa2808,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.87779,0.226386,0.2617,1.217,0.651404,1.10418,0.831
qa2809,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.862388,0.223617,0.2683,1.196,0.638771,1.08601,0.852
qa2810,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.849939,0.219938,0.2505,1.204,0.630001,1.06988,0.721
qa2811,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.83994,0.217248,0.2535,1.194,0.622692,1.05719,0.731
qa2812,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.829506,0.216217,0.2546,1.173,0.613289,1.04572,0.752
qa2813,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.824994,0.216006,0.2441,1.202,0.608988,1.041,0.723
qa2814,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.814946,0.214336,0.2464,1.184,0.60061,1.02928,0.741
qa2815,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.808981,0.212636,0.239,1.188,0.596345,1.02162,0.737
qa2816,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.807805,0.213465,0.2362,1.168,0.59434,1.02127,0.757
qa2817,1.801,0,1.801,1.801,1.801,1.801,0.801956,0.213225,0.2304,1.168,0.588731,1.01518,0.633
qa2818,1.801,0,1.801,1.801,1.801,1.801,0.793351,0.21157,0.2274,1.143,0.581781,1.00492,0.658
qa2819,1.801,0,1.801,1.801,1.801,1.801,0.787372,0.209637,0.2246,1.123,0.577735,0.997009,0.678
qa2820,1.801,0,1.801,1.801,1.801,1.801,0.777635,0.210086,0.2217,1.137,0.567549,0.987721,0.664
qa2821,1.801,0,1.801,1.801,1.801,1.801,0.771808,0.207581,0.2215,1.14,0.564227,0.979389,0.661
qa2822,1.801,0,1.801,1.801,1.801,1.801,0.765077,0.206827,0.2158,1.129,0.55825,0.971904,0.672
qa2823,1.801,0,1.801,1.801,1.801,1.801,0.761885,0.204601,0.2137,1.128,0.557284,0.966486,0.673
qa2824,1.801,0,1.801,1.801,1.801,1.801,0.75923,0.204237,0.2171,1.128,0.554993,0.963467,0.673
qa2825,1.801,0,1.801,1.801,1.801,1.801,0.757773,0.201813,0.2178,1.114,0.55596,0.959586,0.687
qa2826,1.801,0,1.801,1.801,1.801,1.801,0.751687,0.198472,0.2191,1.082,0.553215,0.950159,0.719
qa2827,1.801,0,1.801,1.801,1.801,1.801,0.74968,0.198572,0.2189,1.083,0.551108,0.948252,0.718
qa2828,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.782912,0.210555,0.2196,1.11,0.572357,0.993467,0.815
qa2829,2.048,1.33898e-15,2.048,2.048,2.048,2.048,0.796975,0.219473,0.2171,1.155,0.577502,1.01645,0.893
qa2830,1.925,6.6949e-16,1.925,1.925,1.925,1.925,0.806433,0.224844,0.2147,1.17,0.581589,1.03128,0.755
qa2831,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.780688,0.215811,0.2106,1.119,0.564877,0.996499,0.418
qa2832,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.798614,0.216,0.2171,1.114,0.582614,1.01461,0.423
qa2833,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.857131,0.226126,0.2343,1.183,0.631005,1.08326,0.354
qa2834,1.537,6.6949e-16,1.537,1.537,1.537,1.537,1.00089,0.244202,0.2783,1.332,0.75669,1.24509,0.205
qa2835,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.940038,0.23605,0.2492,1.282,0.703988,1.17609,0.255
qa2836,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.876619,0.220875,0.2416,1.217,0.655744,1.09749,0.239
qa2837,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.826598,0.208318,0.2231,1.129,0.61828,1.03492,0.327
qa2838,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.796736,0.203397,0.2179,1.094,0.593339,1.00013,0.362
qa2839,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.771405,0.196581,0.2262,1.082,0.574824,0.967986,0.374
qa2840,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.752199,0.190906,0.2146,1.058,0.561293,0.943105,0.479
qa2841,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.73697,0.188017,0.2167,1.042,0.548953,0.924987,0.495
qa2842,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.72694,0.185236,0.2198,1.036,0.541704,0.912176,0.501
qa2843,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.714454,0.180605,0.2111,1.009,0.533849,0.895059,0.528
qa2844,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.706402,0.180848,0.2063,1.007,0.525554,0.88725,0.53
qa2845,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.698249,0.178792,0.2041,0.9894,0.519457,0.877041,0.5476
qa2846,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.692113,0.180184,0.206,0.9919,0.511929,0.872297,0.5451
qa2847,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.68371,0.177283,0.2039,0.9701,0.506427,0.860993,0.5669
qa2848,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.681564,0.175385,0.1915,0.9778,0.506179,0.856949,0.5592
qa2849,1.456,2.23163e-16,1.456,1.456,1.456,1.456,0.684678,0.1788,0.1954,0.9906,0.505878,0.863478,0.4654
qa2850,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.680269,0.179119,0.1867,0.986,0.50115,0.859388,0.551
qa2851,1.537,6.6949e-16,1.537,1.537,1.537,1.537,0.675152,0.179033,0.1865,0.9945,0.496119,0.854185,0.5425
