iteration,total_runs,obs_realization,par_realization,streamflowa,streamflowb,streamflowc,streamflowd,streamflowe,gwhead
3,640,75,75,61565,14496,13869.4,10363.5,7977.59,8108.29
3,640,76,76,55600.2,23450,23085.5,12532.6,14679.6,15146.3
3,640,77,77,59951,14258.9,12638.9,8878.71,8174.85,8213.17
3,640,78,78,62165.8,13849.9,14820.3,9354.5,9020.89,8537.88
3,640,79,79,61418.3,15752.7,16370.3,11732.2,15192.4,5875.71
3,640,80,80,44633.6,43525.6,41316.5,21371.1,10083.3,7137.25
3,640,81,81,58646.3,16273.8,15060.8,10321.1,6564.23,7503.18
3,640,82,82,62477.5,15000.6,12960.7,8639.77,4227.19,7296.11
3,640,83,83,60033.3,15657.7,15041.9,9248.93,6887.26,6551.2
3,640,84,84,68336.7,13285.4,12402.8,7639.85,4991.29,7284.88
3,640,85,85,56333.3,61658,61200.2,33677,58282.8,5551.22
3,640,86,86,59995.6,27549.1,30309.3,22109.9,6801.04,6967.12
3,640,87,87,60438,14963.8,13761.4,10192.2,5586.39,9335
3,640,88,88,53321,20239.6,21093.2,10778.6,13888.7,14982.1
3,640,89,89,55503.6,19897.3,18521.6,13054,6445.35,5545.99
3,640,90,90,52509.5,15955.7,15287.3,9329.07,8277.11,19108.6
3,640,91,91,60722.3,14172.2,13575.1,9156.3,6697.95,7608.56
3,640,92,92,58327.5,15096.3,15951.3,8355.5,10298.1,11091.8
3,640,93,93,61613.9,14218.2,14625.6,8162.05,7630.19,12391
3,640,94,94,49711.8,41191.1,41153.6,22918.4,31032.5,3784.9
3,640,95,95,56909.7,72481.9,73540.1,46689,82715.2,7856.89
3,640,96,96,55582.6,17821.3,17115.5,12529.5,13284.7,7264.82
3,640,97,97,59993.3,15881.9,14966.5,11298.5,7278.4,7039.68
3,640,98,98,66258.3,11384.2,11441.5,6845.69,6621.4,12618.8
3,640,base,base,58064.9,13854.9,14879.6,9376.54,11749.6,15953.5
