group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
gwflow,17.980494674714552872,33.487866148578092407,7,1.4000000000000001332,0,0,0.65314856667518639277,0.43458861193811965107
chanels,1.9916642403653670446,53.752813566199321826,0,0,0,0,0.16605647678451573857,0.075296789179700535088
hydrology,30.515543152523843418,39.241386659519285729,25,4.1666666666666660745,0,0,0.91580223295201379496,0.82772796606765408622
basin,612.52598700055159497,84.548037049467410498,0,0,0,0,17.56547246295918896,0.52957515636363960976
soil,184.21687823674713513,38.151400029195983166,203,11.941176470588235503,118,6.9411764705882355031,4.2189815776571482075,0.97332446057436006193
topography,2.1904240340160039402,30.53359511501990653,0,0,84,42,0.050615154277886126311,0.037399653621039780083
