real_name,manna,bedk1,bedt1,bedt2,kaq1,sy1,cn3_swf0.3a,esco0.95a,lat_ttime0a,latq_co0.2a,perco0.05a,perco0.5a,awca1,awca3,awca5,awca6,bda1,bda2,bda3,bda4,bda5,bda6,ksola1,ksola2,ksola3,ksola6,zsola4,zsola5,zsola6,lat_lena1,lat_lenb1,surq_lag
10,0.0217456,8.0803e-06,0.15117,0.696118,0.609775,0.00417345,0.709048,0.383105,0.836927,0.022638,1,0.224953,0.360198,0.80001,0.224975,0.055195,1.39113,1.01675,0.893,0.963,1.32151,1.08872,21.5964,7.01,7.17521,72.746,708.378,787.987,1575.15,90,13.9967,0.657959
11,0.0189307,1.04837e-05,0.479719,0.0548589,0.718362,0.00769316,0.8,0.582743,0.600607,0.07176,1,0.607175,0.177119,0.594887,0.145897,0.0580913,1.28936,1.24323,0.893,0.963,1.12206,1.54501,28.6055,29.8192,19.1653,19.9063,705.987,841.129,1779.3,89.6137,13.1834,0.610785
12,0.0137656,1.25303e-05,0.447566,0.315734,0.535904,0.0044649,0.559042,0.201676,0.5,0.0215103,1,0.54725,0.466976,0.426537,0.270119,0.0579659,0.876637,1.01222,0.90413,0.963,1.19928,1.24245,49.0672,24.7998,10.7772,21.7535,693.609,901.456,1849.98,78.3929,9.31145,0.488429
13,0.0205738,1.05843e-05,0.370167,0.0680875,0.553668,0.00473061,0.707019,0.113835,0.544014,0.0411598,1,0.393976,0.608484,0.346092,0.107524,0.0567104,0.919394,1.30627,0.893,0.963,1.57627,1.54373,58.5002,7.01,8.12174,22.7003,711.24,875.508,2184.55,90,14.1684,0.704104
14,0.0273296,1.1402e-05,0.153539,0.105393,0.563936,0.00457081,0.412867,0.202799,0.737927,0.0252714,1,0.517533,0.696617,0.444749,0.125947,0.0576902,1.23876,0.84305,0.893,0.963,1.26767,1.59191,42.57,8.80603,11.1629,28.1901,680.482,783.177,2220.85,89.9059,12.1632,0.655803
15,0.0245503,1.52075e-05,0.590219,0.203118,0.647055,0.00455748,0.796177,0.380597,0.557826,0.220063,1,0.537366,0.853525,0.70809,0.0994828,0.056981,1.06098,1.71671,0.893,0.963,1.26109,1.59464,21.0864,10.0523,7.58745,29.5298,573.799,833.762,2145.13,86.8113,14.4528,0.62373
16,0.0280357,1.27386e-05,0.631761,0.130482,0.554716,0.00384872,0.675272,0.497136,0.502691,0.0943407,1,0.216471,0.707084,1,0.259531,0.060521,1.18644,1.10677,1.08199,0.963,1.15041,1.16552,45.4783,24.2156,6.74182,40.7814,714.344,847.371,1619.28,82.596,14.4457,1.0231
17,0.0168616,7.24564e-06,0.319076,0.579017,0.617178,0.00572895,0.513562,0.225256,1.06664,0.0587496,1,0.515393,0.406655,0.277979,0.151574,0.0550966,0.839232,1.11289,1.03097,0.963,1.09813,1.46361,65.566,8.84374,8.71446,25.5035,672.037,960.678,2157.3,86.7852,12.6854,0.585662
18,0.0174406,7.99385e-05,0.773572,0.0551447,0.625036,0.00445801,0.688031,0.418146,0.5,0.0245676,1,0.432005,0.703969,0.339903,0.340448,0.0547,1.06928,1.02249,0.897883,0.963,1.4484,1.42707,39.4559,7.01,7.71609,21.8871,715.579,891.951,1841.17,90,13.2086,0.615082
19,0.0235888,7.10981e-06,0.326472,0.143629,0.715063,0.00566773,0.701551,0.241558,0.611469,0.0813851,1,0.596621,0.377966,0.466675,0.328487,0.0547,0.82109,1.3167,0.919317,0.963,1.09944,1.70639,76.3305,14.3719,9.13784,8.52588,708.105,872.424,2006.77,88.22,13.1259,0.653781
20,0.0133965,3.91871e-05,0.479715,0.753843,0.477831,0.00458739,0.678505,0.880294,0.5,0.0642647,1,0.465187,0.559419,0.528185,0.0886831,0.0550568,1.07281,1.10058,1.07824,0.963,1.1008,1.26135,42.6488,7.28535,6.29371,34.6917,623.17,907.055,2090.28,89.9491,10.3006,0.620821
21,0.0309076,7.97591e-05,0.460378,0.727423,0.667351,0.00532675,0.495857,0.216933,0.5,0.01,1,0.366052,0.436675,0.719945,0.180602,0.055625,0.974383,1.5146,0.908877,0.972189,1.24001,1.28819,28.6213,10.7214,7.72299,34.6471,606.639,806.226,1630.59,90,13.196,0.840822
22,0.0393854,1.51612e-05,0.207886,0.130064,0.573274,0.00434181,0.516035,0.184555,0.513752,0.119189,0.614815,0.232859,0.401084,0.556143,0.111473,0.0565425,1.17107,1.12539,0.893,0.963,1.21831,1.35266,20.5005,7.58901,16.3446,42.2084,710.94,863.866,2015.93,90,14.0107,0.669351
23,0.0141291,7.20753e-05,0.548878,0.390261,0.673674,0.0061615,0.771971,0.215405,1.59992,0.0421033,1,0.377921,0.782183,0.657295,0.158764,0.0552941,1.0087,1.23348,1.0628,1.02705,1.14373,1.33882,36.538,9.60534,13.9843,47.6895,705.402,733.893,1882.5,90,12.4085,0.593581
24,0.0149466,1.51767e-05,0.547617,0.401761,0.650336,0.00439192,0.573109,0.0831586,0.5,0.0551481,1,0.456826,0.454382,0.48433,0.163653,0.0553306,1.05484,0.958182,0.921455,0.963,1.1251,1.49177,12.5604,23.552,9.1112,38.7987,715.321,775.859,2077.58,90,13.8355,0.608805
25,0.0219601,6.94691e-06,0.439222,0.583824,0.766485,0.00438586,0.781499,0.155151,0.5,0.0275303,1,0.297135,0.836275,0.533199,0.205663,0.0547,0.815792,1.02957,0.914155,0.963,1.12114,1.51845,34.9993,20.4498,11.5822,24.8703,713.857,794.362,2187.97,87.945,13.2249,0.641306
26,0.0229024,8.35374e-06,0.287379,0.133213,0.73178,0.00423364,0.671849,0.208406,0.500691,0.0419064,0.506653,0.614677,0.221447,0.577689,0.139542,0.0572594,0.845433,1.03522,0.894088,0.963,1.11448,1.44387,33.1861,23.3576,14.2041,18.1562,714.442,810.982,2037.22,90,9.64136,0.899413
27,0.0192593,7.7223e-06,0.501562,0.500486,0.561148,0.00507595,0.724146,0.322455,0.5,0.0432928,1,0.458641,0.331122,0.6623,0.117434,0.057159,1.28487,0.922068,1.1435,1.00493,1.2537,1.32707,28.7148,7.41766,9.81848,41.2899,712.883,873.205,2000.34,89.8865,13.3008,0.686446
28,0.0181927,3.66143e-05,0.662586,0.468605,0.719507,0.00434914,0.787603,0.0986248,0.5,0.01,0.504482,0.520373,0.260206,0.685755,0.1959,0.0692094,0.865381,1.26032,0.893,0.963,1.30707,1.18283,73.7758,12.2709,7.33448,27.1555,709.402,987.229,1459.55,90,10.6831,0.632235
29,0.0237357,0.000269571,0.523443,0.195379,0.645043,0.00449292,0.512378,0.144919,0.5,0.0228924,1,0.455658,0.400908,0.339776,0.305548,0.0547,0.948784,0.829319,0.91138,1.05653,1.15406,1.61493,48.8191,24.3303,13.9379,23.0864,689.019,820.551,2134.96,90,13.6197,0.53504
30,0.0197175,1.73526e-05,0.483488,0.282486,0.720641,0.00476677,0.666566,0.224254,0.54831,0.0266061,1,0.503961,0.394809,0.557223,0.120605,0.0570973,0.94845,1.23158,1.02967,0.983461,1.15183,1.50772,28.7471,12.8043,15.7696,36.3655,704.373,865.714,1984.47,89.7543,10.7337,0.667882
31,0.0136466,1.53911e-05,0.680551,0.668282,0.603497,0.00446965,0.646862,0.240175,0.528538,0.0433934,1,0.453127,0.285287,0.607191,0.310149,0.0584015,1.13093,1.49858,0.951855,0.963,1.27771,1.17216,19.2751,16.9092,12.235,33.7132,712.455,746.745,1866.9,88.4929,10.6517,0.653074
32,0.0176876,7.60656e-06,0.40254,0.763827,0.654665,0.00501742,0.628734,0.242187,0.5,0.0394645,1,0.599364,0.187465,0.406666,0.265447,0.0670673,1.29528,0.839061,0.901525,0.982689,1.11003,1.2575,39.7375,17.9045,9.39967,23.0372,706.198,783.445,2164.25,90,10.0956,0.620774
33,0.0295955,2.29776e-05,0.349144,0.271546,0.346341,0.00526571,0.590017,0.0672607,0.518095,0.0215584,1,0.217295,0.265687,0.656094,0.123249,0.0576708,1.30797,1.16426,0.976825,0.963,1.45939,1.56733,32.3995,18.9854,19.4615,19.4332,718.195,831.752,1923.41,90,14.8504,0.685697
34,0.0319384,1.46429e-05,0.804361,0.412413,0.689794,0.00496224,0.598254,0.219339,0.5,0.0228182,1,0.56062,0.392287,1,0.203243,0.0685237,0.949602,0.847159,0.910942,0.963,1.35852,1.44439,32.8856,13.4267,17.3565,17.1397,649.549,744.244,1767.8,89.7787,12.5928,0.411299
35,0.0260024,5.68039e-05,0.690561,0.332871,0.651176,0.0058178,0.233592,0.0655286,0.5,0.0168746,1,0.514679,0.406332,0.920834,0.0930225,0.057206,1.02029,1.16311,1.14345,0.963,1.70144,1.34192,38.1077,9.21397,10.8516,24.3688,699.825,749.645,2195.47,89.2541,14.5093,0.741462
36,0.0209434,7.16771e-06,0.427427,0.743828,0.687291,0.00506039,0.666606,0.360542,0.501173,0.0135533,1,0.545235,0.430416,0.461687,0.283372,0.0548876,1.12301,0.910982,0.893,0.963,1.37547,1.6613,18.4796,7.93123,7.69625,12.6886,714.303,779.98,2042.66,90,11.2625,0.668785
37,0.0432032,6.3583e-06,0.0971354,0.219594,0.727052,0.00502819,0.72386,0.545462,0.5,0.0227901,1,0.570454,0.332503,0.539433,0.112747,0.0547,1.07273,1.38003,0.959323,0.963,1.10023,1.89069,64.7026,12.5598,8.74293,53.8476,702.98,871.662,2133.71,90,14.8122,0.607579
38,0.0156653,2.35165e-05,0.780206,0.294441,0.451645,0.00446663,0.497906,0.111592,0.5,0.0556409,1,0.282316,0.276312,0.535999,0.133807,0.0547,0.784254,1.54626,0.90402,0.963,1.07151,1.35093,56.4638,22.0018,10.2762,46.8215,562.346,857.384,2180.54,90,13.7116,0.627227
39,0.0273788,1.09027e-05,0.42661,0.202221,0.68808,0.00483941,0.8,0.564608,0.868754,0.0922747,1,0.534231,0.912844,0.175955,0.227467,0.0561382,0.83191,0.840759,0.997972,1.12888,1.09835,1.26295,18.9121,24.857,9.399,22.2608,709.629,970.637,2011.95,89.8844,9.27345,0.768833
40,0.0155656,1.97897e-05,0.254457,0.0427024,0.67654,0.00686555,0.8,0.600244,0.513494,0.0877751,0.982175,0.544118,0.181699,0.526787,0.2262,0.0562745,0.87176,1.61718,0.921828,0.963,1.12094,1.29669,69.9138,10.5821,7.29167,23.1792,707.864,750.422,1628.4,89.6628,12.3467,0.671118
41,0.0193975,8.59276e-06,0.312557,0.0741611,0.324197,0.00607644,0.160187,0.22911,0.506662,0.0220368,1,0.501798,0.589264,0.523374,0.239184,0.0548863,0.929982,1.0605,0.897614,1.00745,1.08532,1.37876,46.4152,24.1599,17.5678,30.9808,714.692,773.104,1848.73,89.8889,11.9011,0.592455
42,0.0174849,7.98343e-06,0.541919,0.421795,0.482249,0.00540855,0.69965,0.667873,0.668253,0.0137643,1,0.494076,0.687988,0.468263,0.0979822,0.0562787,1.15932,0.935875,0.894899,0.963,1.33179,1.41576,39.9536,7.01,22.8277,26.3393,714.445,839.696,1996.65,87.2975,13.3266,0.551965
43,0.0215102,1.35663e-05,0.332442,0.304063,0.625011,0.006215,0.763285,0.177519,0.574245,0.0649538,0.788463,0.566059,0.391989,0.536971,0.168068,0.0561025,1.1064,1.32615,0.89379,0.963,1.17736,1.25855,34.2028,17.6126,8.19638,28.2574,706.341,783.729,1953.14,90,11.307,0.776497
44,0.0171584,3.18502e-05,0.142945,0.549654,0.667931,0.00454984,0.8,0.191845,0.541336,0.0143427,0.218963,0.570364,0.631276,0.534448,0.114937,0.0558497,0.862383,1.22544,0.893,0.980392,1.12367,1.36955,59.1084,14.3161,29.9135,24.281,562.789,874.354,2091.06,84.766,14.5954,0.737617
45,0.0231895,1.68167e-05,0.49704,0.568357,0.630033,0.00563985,0.765388,0.0834035,0.551518,0.0349022,1,0.477878,0.45803,0.281636,0.0911797,0.0587856,1.16182,0.936266,0.901802,1.21693,1.11171,1.50978,28.111,9.75367,16.1048,20.6422,687.112,906.495,2202.39,89.86,11.0107,0.729941
46,0.0157377,8.07767e-06,0.326741,0.334928,0.65372,0.00497278,0.431405,0.322942,0.823201,0.0241505,1,0.183962,0.774604,0.409927,0.0982442,0.0653245,1.56604,0.859431,0.915242,0.963,1.18232,1.40825,19.764,26.8062,7.23411,49.8421,711.594,819.926,1972.93,84.3228,12.1771,0.614197
47,0.0145497,8.34913e-06,0.193957,0.0456372,0.634209,0.00465262,0.57423,0.454998,0.584926,0.0277781,1,0.503497,0.672084,0.576665,0.202732,0.0547,0.922355,0.941302,0.89757,0.963,1.10277,1.32497,25.978,40.6781,29.1177,40.6316,710.807,763.157,2039.88,79.7272,13.0481,0.69205
48,0.01303,9.55207e-06,0.252234,0.233172,0.724541,0.00484499,0.579083,0.0724564,0.5,0.18554,0.449272,0.604046,0.461221,0.506622,0.261738,0.0549122,0.96758,1.16872,1.1046,0.963,1.07975,1.73498,27.8862,33.8953,7.75381,13.3321,702.681,788.003,2109.07,90,14.4506,0.451207
49,0.0216167,1.19623e-05,0.47538,0.233205,0.54771,0.00651413,0.509753,0.357571,0.692934,0.0527049,1,0.476871,0.511866,0.747788,0.0807459,0.0580396,0.822088,1.44238,0.893,0.963,1.08014,1.37323,40.3617,26.8316,7.0067,31.5163,693.431,797.537,1856.71,89.7607,15,0.781367
50,0.0226084,9.97402e-06,0.29181,0.299989,0.672522,0.00526824,0.670469,0.143761,0.519693,0.0678273,1,0.56555,0.920008,0.326843,0.222926,0.0671439,1.06506,1.11113,0.901961,1.13231,1.13107,1.48499,29.3122,23.5018,14.7805,37.0282,665.079,884.859,1833.47,90,14.5899,0.660868
51,0.0188941,9.38384e-06,0.597803,0.640107,0.668519,0.00732061,0.8,0.157927,0.5,0.0159618,1,0.53017,0.470545,0.983,0.0904017,0.0575924,0.958902,1.56147,0.893,0.963,1.10158,1.3687,32.1466,12.3558,9.09955,34.1982,699.725,835.325,1982.51,90,12.3416,0.636137
52,0.0168781,1.24427e-05,0.330493,0.181962,0.519669,0.00409489,0.753147,0.082395,0.549917,0.044466,0.599433,0.491236,0.435129,1,0.405675,0.055236,1.0672,1.16052,0.952595,1.19319,1.11838,1.35643,22.9092,24.4528,8.78401,50.0919,679.651,811.765,1851,89.8424,14.029,0.615822
53,0.021305,7.02514e-06,0.231031,0.258547,0.611464,0.00480946,0.702701,0.151702,0.50377,0.0263868,1,0.499173,0.442784,0.476014,0.161807,0.0661332,1.04673,1.14756,0.893,0.963,1.15688,1.41402,34.0578,25.1478,9.33466,30.2404,709.493,789.145,1864.18,80.0793,13.522,0.891846
54,0.0187924,1.6567e-05,0.594645,0.423434,0.673009,0.00437055,0.768196,0.556182,0.703557,0.0518477,1,0.364952,0.553392,0.302388,0.217938,0.0567718,0.872993,0.90097,0.893,0.963,1.09864,1.79863,28.7769,8.69958,22.6727,13.9357,703.73,822.474,1906.22,80.0511,12.9389,0.625083
55,0.0257892,9.57134e-06,0.804409,0.749967,0.557116,0.00387275,0.722187,0.251716,0.840825,0.0168274,1,0.391783,0.507485,0.532332,0.243149,0.0547,1.37683,1.48973,1.12288,0.963,1.16758,1.55766,29.413,9.86733,7.7931,21.9641,715.468,960.609,1856.45,90,11.5054,0.689307
56,0.0155064,1.05904e-05,0.257146,0.40447,0.631861,0.00494854,0.729054,0.211443,0.5,0.0359823,1,0.409601,0.51325,1,0.101183,0.0547,1.39221,0.828937,0.902687,0.987506,1.07746,1.25863,20.6695,26.6657,10.1706,34.8801,696.501,837.583,2256.62,90,13.7052,0.726617
57,0.0187426,7.05108e-06,0.55949,0.0175352,0.671684,0.00624146,0.795564,0.071041,0.5,0.0588996,1,0.516521,0.405883,0.976508,0.316947,0.0552604,1.08648,0.856999,0.906033,0.963,1.11142,1.40867,32.3829,26.1975,16.9533,20.3629,700.427,857.898,1710.16,90,14.9035,0.672274
58,0.0169063,8.33133e-06,0.183571,0.292795,0.600397,0.00385982,0.774956,0.281224,0.5,0.0521927,1,0.464148,0.335696,0.584619,0.195103,0.0547,0.82171,1.34084,0.905255,0.968655,1.06268,1.34679,66.5453,15.4378,6.76865,13.0478,710.818,876.071,1714.98,42.3104,10.3786,0.657563
59,0.0128815,9.67988e-06,0.741895,0.2033,0.56759,0.00574735,0.738457,0.144339,0.859598,0.0237428,1,0.488727,0.784818,0.261236,0.140597,0.0565346,1.29256,0.973125,0.901693,0.963,1.10731,1.53319,33.8277,15.2014,19.2051,26.1336,690.981,794.37,2274.09,88.8398,13.6928,0.682313
60,0.0129339,8.10218e-06,0.593847,0.191,0.685662,0.00408009,0.8,0.247451,0.503994,0.0322942,0.259752,0.469383,0.786874,0.164037,0.100794,0.0650904,0.974277,0.923225,0.893,0.963,1.12857,1.56987,31.6565,9.83229,35.6272,15.2481,586.15,889.832,2202.12,90,13.3213,0.588328
61,0.0232239,1.68147e-05,0.597403,0.809246,0.56069,0.0127488,0.767752,0.0678336,0.5,0.0348134,1,0.67289,0.852048,0.408613,0.078718,0.0942275,1.04564,0.859031,0.930353,0.963,1.0804,1.34173,19.6807,34.2772,7.62124,28.1597,713.847,952.027,1998.63,81.2116,10.3376,0.608995
62,0.0242808,1.6191e-05,0.366758,0.179311,0.679291,0.00675768,0.76806,0.400905,0.614299,0.0429916,1,0.513017,0.669194,0.444482,0.167166,0.0581884,1.06528,0.952846,0.901336,0.963,1.20091,1.34548,38.6102,14.1662,8.63921,32.1913,707.076,865.081,1767.02,89.7114,12.1749,0.804638
63,0.0203941,6.74157e-06,0.476317,0.233003,0.619191,0.00500044,0.696463,0.249861,0.5,0.0125192,1,0.419406,0.253695,0.845875,0.12538,0.0558654,1.05226,1.48304,1.11883,0.963,1.34466,1.27858,23.7289,11.3263,15.7566,89.3512,714.969,911.241,1796.33,88.8953,13.2562,0.501034
64,0.0297477,1.10625e-05,0.396956,0.481569,0.379941,0.00675163,0.8,0.0967566,0.512523,0.0371499,0.733955,0.576531,0.400597,0.459598,0.137313,0.0563699,1.27758,0.963582,0.893,0.963,1.09048,1.63003,20.5478,10.8645,13.1276,14.274,635.911,911.249,2018.77,90,13.8912,0.779153
65,0.0203596,1.18129e-05,0.516603,0.0471913,0.470211,0.00419178,0.8,0.30555,0.5,0.0152008,1,0.215503,0.325892,0.493874,0.0936548,0.0664488,1.32608,1.28448,0.904479,0.963,1.33627,1.01,23.242,8.16397,12.949,43.0308,683.007,757.151,1836.59,90,11.8749,0.608965
66,0.027123,1.48123e-05,0.401901,0.0874923,0.70753,0.00435246,0.748168,0.244988,1.15273,0.105741,1,0.520999,0.292512,0.728773,0.189818,0.0563461,1.19641,1.01059,0.92842,0.963,1.23836,1.4432,46.3276,12.1761,7.73637,51.1756,611.933,837.893,1809.29,88.1987,13.7223,0.778976
67,0.0208455,0.000121093,0.447522,0.197411,0.648935,0.00495448,0.772087,0.341448,0.500462,0.0488265,1,0.520493,0.896856,0.296783,0.143635,0.0560061,0.799037,1.24128,0.90437,0.963,1.09932,1.55735,32.1352,30.6997,9.29986,15.3863,711.556,841.273,2105.8,89.7295,14.1448,0.718174
68,0.0304223,1.22398e-05,0.75624,0.527296,0.620157,0.00467469,0.675939,0.160718,0.621019,0.0783014,1,0.399603,0.320416,0.274351,0.185751,0.0557683,1.24868,1.24875,0.915246,0.963,1.06332,1.47138,14.6162,14.1679,29.1387,39.6143,716.501,828.987,2117.84,90,11.3599,0.942803
69,0.0301051,9.31684e-06,0.537903,0.315484,0.680977,0.00488661,0.681799,0.672156,0.614497,0.0744474,1,0.565422,0.337797,1,0.150572,0.0564592,1.06767,1.17104,0.943567,0.963,1.04021,1.65983,23.1234,29.0373,8.73382,11.9317,711.456,906.964,2072.2,77.456,11.5821,0.71794
70,0.0182033,6.9566e-06,0.399883,0.125954,0.710039,0.00407758,0.304093,0.390638,0.519787,0.0303612,1,0.494447,0.400004,0.205951,0.240906,0.0629835,1.30621,1.10835,0.909751,0.97243,1.20106,1.20913,21.3591,24.4573,8.65511,45.9979,703.158,905.949,1793.9,90,14.6658,0.59098
71,0.0187257,1.74778e-05,0.532889,0.180924,0.714325,0.00397037,0.8,0.78105,0.902726,0.0896945,1,0.528399,0.852906,0.396267,0.154184,0.0564156,0.844033,0.888769,0.905792,0.963,1.11146,1.35921,50.1406,12.3422,16.576,37.6256,703.013,837.849,2037.86,86.8573,14.4205,0.708679
72,0.0167331,6.9246e-06,0.579395,0.50697,0.679843,0.00485007,0.8,0.175333,0.5,0.0221228,1,0.520752,0.80243,0.640004,0.176708,0.0581574,1.38111,1.03539,0.966298,0.963,1.10874,1.49931,19.3901,13.73,7.46681,14.394,706.712,780.826,1966.9,88.2979,11.1597,0.649961
73,0.0191202,9.49214e-06,0.293702,0.0587252,0.640825,0.00946357,0.72648,0.325744,0.793697,0.0875884,1,0.463925,0.184454,0.654868,0.105128,0.0547,1.41924,1.00076,0.912828,0.963,1.29025,1.56135,42.942,16.9407,38.2942,28.5,620.204,970.8,2096.13,90,15,0.666649
74,0.0238902,1.54906e-05,0.730708,0.214308,0.694931,0.00548506,0.514297,0.231191,0.533107,0.0179208,1,0.606827,0.311815,0.406014,0.0744315,0.086262,1.39687,0.967569,0.900012,0.963,1.52422,1.43525,18.7818,20.8785,17.5592,27.3709,709.945,853.798,2062.4,90,15,0.72953
75,0.0163527,1.8439e-05,0.476118,0.217231,0.668468,0.00461417,0.664313,0.154116,0.5,0.0317617,1,0.531536,0.331051,0.454794,0.175407,0.0547,1.12847,1.20071,0.916871,0.963,1.28339,1.53759,40.3672,18.5116,9.95115,23.1351,706.302,959.612,1976.78,84.0778,13.6039,0.722139
76,0.0247741,1.02694e-05,0.304678,0.55193,0.480754,0.00390742,0.548641,0.23654,0.523246,0.01,1,0.342474,0.518512,0.183061,0.142513,0.0576143,0.97747,1.14969,0.893,0.963,1.17903,1.31155,18.0192,32.4848,18.1432,14.1752,715.205,879.929,1948.07,77.9096,13.9104,0.717277
77,0.0235174,2.90396e-05,0.516299,0.274906,0.652827,0.00596049,0.717837,0.24128,0.5,0.036533,1,0.49026,0.460366,0.321184,0.174897,0.0624454,1.08086,0.921131,0.900984,1.00622,1.32091,1.25987,18.6503,12.213,11.3585,44.0001,703.984,798.01,1957.16,90,13.5985,0.699551
78,0.0177843,5.21617e-05,0.591285,0.53268,0.681608,0.00488379,0.267702,0.148913,0.5,0.0418405,1,0.579669,0.691853,0.302715,0.177572,0.0632052,1.04145,1.02158,0.903217,0.963,1.13044,1.60265,32.9672,13.064,7.38077,15.8411,628.401,856.372,2046.46,90,12.6271,0.624058
79,0.0210521,6.94986e-06,0.647834,0.182919,0.971705,0.0058059,0.750632,0.223096,0.5,0.0542195,1,0.289783,0.336215,0.69313,0.156636,0.0674865,1.20332,1.59175,1.13081,0.974849,1.1573,1.49508,24.4692,12.0291,8.58687,15.8341,713.825,783.597,1703.7,90,15,0.703038
80,0.0225026,1.49255e-05,0.446176,0.39318,0.549985,0.00568822,0.775672,0.258731,0.503417,0.0742397,0.683134,0.549136,0.426586,0.579678,0.241103,0.0567647,1.14231,1.44473,0.903896,0.963,1.13183,1.42729,29.1356,15.6048,11.1307,28.7618,694.223,898.397,2069.48,90,13.3367,0.926664
81,0.020155,6.84027e-06,0.467448,0.398199,0.681655,0.00493051,0.708188,0.177924,0.717245,0.0497162,1,0.521473,0.794947,0.456706,0.0985933,0.106607,0.998952,0.83211,0.901082,1.04249,1.21652,1.27615,22.6461,19.2263,36.6833,39.3647,714.527,823.647,1577.31,90,12.7506,0.73629
82,0.0375447,6.60379e-06,0.459812,0.256794,0.602818,0.00477474,0.79533,0.285248,0.517133,0.0713931,1,0.575883,0.200626,0.545015,0.189345,0.0549518,1.10022,0.841272,1.01465,0.993019,1.09217,1.37837,34.9352,22.0709,8.47081,17.9063,717.001,822.648,2108.41,90,10.0319,0.813707
83,0.0190872,1.39578e-05,0.640832,0.362146,0.706598,0.00500623,0.739174,0.233277,0.694733,0.0416179,1,0.576531,0.315878,0.548473,0.146857,0.0560894,1.19484,0.95818,0.903436,0.963,1.08167,1.60026,25.5072,16.6667,9.24215,30.9655,710.058,850.374,1976.45,83.5051,10.669,0.608344
84,0.0275041,1.51559e-05,0.450527,0.743873,0.669811,0.00576779,0.569743,0.123995,0.5,0.077271,1,0.575272,0.581351,0.418752,0.269652,0.0559354,1.02964,1.28516,1.15078,0.963,1.12773,1.5584,20.8695,11.891,7.24239,17.2608,703.149,875.077,2069.23,90,11.1017,0.559563
