 Model                     SWAT+ Mar 13 2024        MODULAR Rev 2024.61.0                                 
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
                                                                   m^3/s           m^3/s           m^3/s           m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m             mm              mm              mm            tons       kg_N           kg_P            m/s             m/s        
    31     1    31  2006      57      89  cha089               0.3885E-02     0.0000E+00     0.7071E-02     0.3885E-02     0.4318E-01     0.4318E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2579E+02     0.9575E+00     0.1500E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7068E-01     0.0000E+00     0.1286E+00     0.3534E-02     0.1621E+01     0.3627E-02     0.9575E+00     0.9036E+02
    31     1    31  2006      58      90  cha090               0.3674E-03     0.0000E+00     0.2200E-03     0.3674E-03     0.1233E-06     0.1233E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4209E+02     0.1327E+01     0.1181E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2954E-02     0.0000E+00     0.1769E-02     0.1440E-07     0.1428E+00     0.3035E-06     0.1327E+01     0.1410E+03
    31     1    31  2006      59      92  cha092               0.4949E-03     0.0000E+00     0.1102E-03     0.4949E-03     0.2028E-06     0.2028E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2868E+02     0.1028E+01     0.1887E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7542E-02     0.0000E+00     0.1679E-02     0.2654E-07     0.4539E+00     0.1934E-06     0.1028E+01     0.1269E+03
    31     1    31  2006      60      93  cha093               0.2891E-03     0.0000E+00     0.1548E-03     0.2891E-03     0.1085E-05     0.1085E-05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4253E+02     0.1337E+01     0.7100E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2284E-02     0.0000E+00     0.1223E-02     0.4324E-07     0.9706E-01     0.9414E-07     0.1337E+01     0.1793E+03
    31     1    31  2006      61      94  cha094               0.6538E-02     0.0000E+00     0.1647E-02     0.6538E-02     0.5627E-07     0.5627E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4275E+02     0.1341E+01     0.8030E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5122E-01     0.0000E+00     0.1290E-01     0.1313E-07     0.2671E+00     0.1042E-05     0.1341E+01     0.1202E+03
    31     1    31  2006      62      95  cha095               0.3589E-03     0.0000E+00     0.4808E-04     0.3589E-03     0.1643E-06     0.1643E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2379E+02     0.9075E+00     0.1467E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.7464E-02     0.0000E+00     0.1000E-02     0.1336E-07     0.1605E+00     0.9903E-07     0.9075E+00     0.7537E+02
    31     1    31  2006      63      96  cha096               0.1074E+00     0.0000E+00     0.9012E-01     0.1074E+00     0.4636E-06     0.4636E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4433E+02     0.1374E+01     0.7010E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.7922E+00     0.0000E+00     0.6647E+00     0.3668E-07     0.3100E+01     0.4694E-03     0.1374E+01     0.1945E+03
    31     1    31  2006      64      97  cha097               0.3815E-03     0.0000E+00     0.4175E-04     0.3815E-03     0.1987E-03     0.1987E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3913E+02     0.1264E+01     0.5660E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3464E-02     0.0000E+00     0.3791E-03     0.2622E-05     0.7633E-01     0.5088E-06     0.1264E+01     0.1342E+03
    31     1    31  2006      65      98  cha098               0.3477E-03     0.0000E+00     0.1791E-03     0.3477E-03     0.7057E-07     0.7057E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3925E+02     0.1267E+01     0.3190E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3141E-02     0.0000E+00     0.1618E-02     0.8569E-08     0.1355E+00     0.2149E-06     0.1267E+01     0.6321E+02
    31     1    31  2006      66     100  cha100               0.9406E-01     0.0000E+00     0.1816E+00     0.9406E-01     0.5423E-03     0.5423E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3300E+02     0.1129E+01     0.5970E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1134E+01     0.0000E+00     0.2190E+01     0.1618E-04     0.4589E+01     0.7837E-05     0.1129E+01     0.9610E+02
    31     1    31  2006      67     101  cha101               0.8140E-01     0.0000E+00     0.1072E+00     0.8140E-01     0.4244E-06     0.4244E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4112E+02     0.1307E+01     0.4560E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6804E+00     0.0000E+00     0.8963E+00     0.3202E-07     0.2138E+01     0.5321E-03     0.1307E+01     0.1338E+03
    31     1    31  2006      68     102  cha102               0.1689E-02     0.0000E+00     0.1775E-01     0.1689E-02     0.1532E-01     0.1532E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3156E+02     0.1096E+01     0.8180E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2195E-01     0.0000E+00     0.2306E+00     0.3908E-03     0.9837E+00     0.5724E-04     0.1096E+01     0.1024E+03
    31     1    31  2006      69     103  cha103               0.6985E-03     0.0000E+00     0.7539E-03     0.6985E-03     0.1321E-06     0.1321E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3702E+02     0.1219E+01     0.3870E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6955E-02     0.0000E+00     0.7507E-02     0.2261E-07     0.1405E+00     0.5640E-06     0.1219E+01     0.6152E+02
    31     1    31  2006      70     105  cha105               0.1191E-03     0.0000E+00     0.8427E-04     0.1191E-03     0.8905E-07     0.8905E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3588E+02     0.1194E+01     0.3680E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1249E-02     0.0000E+00     0.8838E-03     0.1055E-07     0.2602E-01     0.1424E-06     0.1194E+01     0.5617E+02
    31     1    31  2006      71     106  cha106               0.3191E-02     0.0000E+00     0.6429E-02     0.3191E-02     0.1430E-06     0.1430E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3505E+02     0.1175E+01     0.9220E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3480E-01     0.0000E+00     0.7011E-01     0.7680E-08     0.3113E+00     0.2648E-06     0.1175E+01     0.1357E+03
    31     1    31  2006      72     107  cha107               0.3265E-02     0.0000E+00     0.3244E-01     0.3265E-02     0.2713E-03     0.2713E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3254E+02     0.1118E+01     0.1902E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.4030E-01     0.0000E+00     0.4004E+00     0.8599E-05     0.1767E+01     0.2143E-05     0.1118E+01     0.1666E+03
    31     1    31  2006      73     108  cha108               0.1172E-03     0.0000E+00     0.7108E-04     0.1172E-03     0.1087E-06     0.1087E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3201E+02     0.1106E+01     0.2710E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1487E-02     0.0000E+00     0.9021E-03     0.1313E-07     0.3672E-02     0.1275E-06     0.1106E+01     0.3783E+02
    31     1    31  2006      74     109  cha109               0.4219E-03     0.0000E+00     0.5915E-04     0.4219E-03     0.1069E-02     0.1069E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3223E+02     0.1111E+01     0.5400E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5292E-02     0.0000E+00     0.7420E-03     0.3087E-04     0.1654E+00     0.1011E-04     0.1111E+01     0.8695E+02
    31     1    31  2006      75     111  cha111               0.4245E-02     0.0000E+00     0.1282E+00     0.4245E-02     0.1478E+00     0.1478E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2943E+02     0.1046E+01     0.1078E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6195E-01     0.0000E+00     0.1870E+01     0.1202E-01     0.2038E+01     0.6009E-02     0.1046E+01     0.1014E+03
    31     1    31  2006      76     113  cha113               0.6879E-03     0.0000E+00     0.5559E-03     0.6879E-03     0.2070E-06     0.2070E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3134E+02     0.1090E+01     0.4650E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9043E-02     0.0000E+00     0.7308E-02     0.2842E-07     0.1296E+00     0.4506E-06     0.1090E+01     0.4738E+02
    31     1    31  2006      77     115  cha115               0.1813E-02     0.0000E+00     0.2132E-02     0.1813E-02     0.5529E-07     0.5529E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2420E+02     0.9179E+00     0.1068E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3666E-01     0.0000E+00     0.4311E-01     0.9879E-08     0.1194E+01     0.1373E-05     0.9179E+00     0.4155E+02
    31     1    31  2006      78     116  cha116               0.5517E-03     0.0000E+00     0.3389E-02     0.5517E-03     0.1656E-06     0.1656E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2717E+02     0.9914E+00     0.7570E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.9201E-02     0.0000E+00     0.5651E-01     0.1850E-07     0.4606E+00     0.1465E-03     0.9914E+00     0.7169E+02
    31     1    31  2006      79     117  cha117               0.1975E-03     0.0000E+00     0.4922E-03     0.1975E-03     0.2237E-06     0.2237E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2695E+02     0.9862E+00     0.1089E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.3336E-02     0.0000E+00     0.8316E-02     0.1092E-07     0.7753E-01     0.1936E-07     0.9862E+00     0.8458E+02
    31     1    31  2006      80     118  cha118               0.1420E-01     0.0000E+00     0.7784E-01     0.1420E-01     0.2577E-06     0.2577E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2616E+02     0.9666E+00     0.5180E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2522E+00     0.0000E+00     0.1383E+01     0.3979E-07     0.1092E+01     0.1659E-04     0.9666E+00     0.5473E+02
    31     1    31  2006      81     119  cha119               0.3684E-03     0.0000E+00     0.7179E-04     0.3684E-03     0.2675E-02     0.2675E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2523E+02     0.9437E+00     0.6230E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6951E-02     0.0000E+00     0.1354E-02     0.7786E-04     0.1784E+00     0.1118E-03     0.9437E+00     0.5561E+02
    31     1    31  2006      82     120  cha120               0.5718E-03     0.0000E+00     0.6074E-03     0.5718E-03     0.8420E-07     0.8420E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1979E+02     0.8026E+00     0.9250E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1617E-01     0.0000E+00     0.1718E-01     0.1237E-07     0.2681E+00     0.2998E-06     0.8026E+00     0.2525E+02
    31     1    31  2006      83     122  cha122               0.6244E-03     0.0000E+00     0.3104E-02     0.6244E-03     0.5904E-07     0.5904E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2659E+02     0.9773E+00     0.4250E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1079E-01     0.0000E+00     0.5365E-01     0.3045E-08     0.7143E-01     0.5413E-07     0.9773E+00     0.5133E+02
    31     1    31  2006      84     123  cha123               0.8718E-03     0.0000E+00     0.1148E-03     0.8718E-03     0.9880E-02     0.9880E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2221E+02     0.8668E+00     0.9780E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2034E-01     0.0000E+00     0.2678E-02     0.2935E-03     0.2466E+00     0.2961E-03     0.8668E+00     0.5319E+02
    31     1    31  2006      85     124  cha124               0.5401E-03     0.0000E+00     0.1327E-01     0.5401E-03     0.1645E-06     0.1645E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1786E+02     0.7496E+00     0.8580E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1812E-01     0.0000E+00     0.4450E+00     0.1746E-07     0.3727E+00     0.2552E-05     0.7496E+00     0.3140E+02
    31     1    31  2006      86     127  cha127               0.1467E-03     0.0000E+00     0.1065E-03     0.1467E-03     0.5913E-07     0.5913E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2829E+02     0.1019E+01     0.4180E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2286E-02     0.0000E+00     0.1660E-02     0.7296E-08     0.2180E-01     0.1490E-06     0.1019E+01     0.3619E+02
    31     1    31  2006      87     128  cha128               0.7152E-03     0.0000E+00     0.9013E-03     0.7152E-03     0.1311E-01     0.1311E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2934E+02     0.1044E+01     0.5860E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1049E-01     0.0000E+00     0.1322E-01     0.3582E-02     0.2871E+00     0.3339E-03     0.1044E+01     0.4627E+02
    31     1    31  2006      88     129  cha129               0.4830E-04     0.0000E+00     0.1416E-03     0.4830E-04     0.1764E-07     0.1764E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1863E+02     0.7709E+00     0.1035E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1511E-02     0.0000E+00     0.4428E-02     0.7613E-09     0.2462E-01     0.6447E-08     0.7709E+00     0.3770E+02
    31     1    31  2006      89     131  cha131               0.4202E-03     0.0000E+00     0.9353E-03     0.4202E-03     0.1132E-06     0.1132E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1857E+02     0.7693E+00     0.2322E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1321E-01     0.0000E+00     0.2941E-01     0.1447E-07     0.1980E+00     0.2714E-06     0.7693E+00     0.3496E+02
    31     1    31  2006      90     133  cha133               0.3758E-02     0.0000E+00     0.9309E-01     0.3758E-02     0.4456E-02     0.4456E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2340E+02     0.8975E+00     0.1245E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.8036E-01     0.0000E+00     0.1991E+01     0.1350E-03     0.1733E+01     0.5564E-04     0.8975E+00     0.6704E+02
    31     1    31  2006      91     134  cha134               0.3365E-03     0.0000E+00     0.5901E-02     0.3365E-03     0.1600E-03     0.1600E-03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2650E+02     0.9751E+00     0.7350E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5848E-02     0.0000E+00     0.1026E+00     0.1673E-07     0.1342E+00     0.9476E-07     0.9751E+00     0.6703E+02
    31     1    31  2006      92     135  cha135               0.2488E-02     0.0000E+00     0.1142E-02     0.2488E-02     0.8950E-01     0.8950E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1832E+02     0.7622E+00     0.1438E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.8005E-01     0.0000E+00     0.3674E-01     0.7065E-02     0.9156E+00     0.5032E-02     0.7622E+00     0.4287E+02
    31     1    31  2006      93     136  cha136               0.1687E-03     0.0000E+00     0.2963E-04     0.1687E-03     0.1978E-06     0.1978E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1792E+02     0.7512E+00     0.7340E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5631E-02     0.0000E+00     0.9888E-03     0.1408E-07     0.1412E+00     0.3454E-07     0.7512E+00     0.2924E+02
    31     1    31  2006      94     139  cha139               0.3794E-03     0.0000E+00     0.4692E-04     0.3794E-03     0.2490E-06     0.2490E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1756E+02     0.7412E+00     0.1271E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1309E-01     0.0000E+00     0.1619E-02     0.2132E-07     0.1742E+00     0.8190E-07     0.7412E+00     0.3687E+02
    31     1    31  2006      95     141  cha141               0.1882E-03     0.0000E+00     0.1082E-03     0.1882E-03     0.1332E-06     0.1332E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2042E+02     0.8195E+00     0.5790E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5051E-02     0.0000E+00     0.2906E-02     0.1709E-07     0.6292E-01     0.1668E-06     0.8195E+00     0.2134E+02
    31     1    31  2006      96     142  cha142               0.4044E-03     0.0000E+00     0.7453E-02     0.4044E-03     0.7167E-02     0.7167E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1500E+02     0.6673E+00     0.1398E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1815E-01     0.0000E+00     0.3345E+00     0.2177E-03     0.2204E+00     0.9011E-04     0.6673E+00     0.2769E+02
    31     1    31  2006      97     143  cha143               0.1771E-02     0.0000E+00     0.1543E-02     0.1771E-02     0.6060E-07     0.6060E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2085E+02     0.8310E+00     0.7660E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.4593E-01     0.0000E+00     0.4000E-01     0.1440E-07     0.1045E+01     0.1045E-05     0.8310E+00     0.2566E+02
    31     1    31  2006      98     144  cha144               0.9766E-03     0.0000E+00     0.5081E-02     0.9766E-03     0.1433E+00     0.1433E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1299E+02     0.6061E+00     0.7870E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.5574E-01     0.0000E+00     0.2900E+00     0.3829E-01     0.1887E+00     0.9751E-02     0.6061E+00     0.1530E+02
    31     1    31  2006      99     147  cha147               0.2199E-03     0.0000E+00     0.2185E-03     0.2199E-03     0.1694E-06     0.1694E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1906E+02     0.7827E+00     0.5670E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.6621E-02     0.0000E+00     0.6581E-02     0.2018E-07     0.1052E+00     0.1748E-06     0.7827E+00     0.1825E+02
    31     1    31  2006     100     148  cha148               0.1039E-02     0.0000E+00     0.2311E-02     0.1039E-02     0.8254E-02     0.8254E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2243E+02     0.8726E+00     0.1040E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.2385E-01     0.0000E+00     0.5304E-01     0.2575E-03     0.4193E+00     0.8002E-04     0.8726E+00     0.5601E+02
    31     1    31  2006     101     152  cha152               0.1449E-03     0.0000E+00     0.8245E-03     0.1449E-03     0.2647E-06     0.2647E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1203E+02     0.5760E+00     0.1088E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.9394E-02     0.0000E+00     0.5345E-01     0.2858E-07     0.1558E+00     0.1292E-04     0.5759E+00     0.1530E+02
    31     1    31  2006     102     153  cha153               0.3638E-03     0.0000E+00     0.6808E-03     0.3638E-03     0.1630E-06     0.1630E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1524E+02     0.6743E+00     0.1343E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1590E-01     0.0000E+00     0.2976E-01     0.2111E-07     0.3315E+00     0.2811E-06     0.6743E+00     0.1749E+02
    31     1    31  2006     103     155  cha155               0.5870E-03     0.0000E+00     0.5994E-02     0.5870E-03     0.1510E-06     0.1510E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1899E+02     0.7808E+00     0.1396E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1778E-01     0.0000E+00     0.1816E+00     0.2052E-07     0.1759E+00     0.1793E-06     0.7808E+00     0.2842E+02
    31     1    31  2006     104     156  cha156               0.2755E-03     0.0000E+00     0.1769E-03     0.2755E-03     0.2584E-06     0.2584E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1210E+02     0.5783E+00     0.1764E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1767E-01     0.0000E+00     0.1135E-01     0.3447E-07     0.3898E+00     0.2353E-06     0.5783E+00     0.1230E+02
    31     1    31  2006     105     157  cha157               0.9554E-04     0.0000E+00     0.1009E-03     0.9554E-04     0.2094E-06     0.2094E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1445E+02     0.6509E+00     0.7740E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.4562E-02     0.0000E+00     0.4819E-02     0.2839E-07     0.5032E-01     0.1119E-06     0.6509E+00     0.1187E+02
    31     1    31  2006     106     158  cha158               0.3517E-03     0.0000E+00     0.5141E-03     0.3517E-03     0.1283E-06     0.1283E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1548E+02     0.6815E+00     0.1160E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.1497E-01     0.0000E+00     0.2189E-01     0.1744E-07     0.3470E+00     0.1890E-05     0.6815E+00     0.2697E+02
    31     1    31  2006     107     159  cha159               0.3987E-03     0.0000E+00     0.3402E-03     0.3987E-03     0.3627E-01     0.3627E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1275E+02     0.5986E+00     0.7890E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.2347E-01     0.0000E+00     0.2003E-01     0.1784E-01     0.1087E+00     0.1629E-02     0.5986E+00     0.9180E+01
    31     1    31  2006     108     162  cha162               0.1593E-03     0.0000E+00     0.2573E-03     0.1593E-03     0.1206E-06     0.1206E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1331E+02     0.6163E+00     0.9650E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.8719E-02     0.0000E+00     0.1409E-01     0.1677E-07     0.1128E+00     0.1359E-06     0.6163E+00     0.1113E+02
    31     1    31  2006     109     166  cha166               0.3459E-05     0.0000E+00     0.6089E-05     0.3459E-05     0.1123E-06     0.1123E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1868E+02     0.7724E+00     0.6250E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1077E-03     0.0000E+00     0.1895E-03     0.1610E-07     0.1614E-04     0.4255E-08     0.7724E+00     0.1837E+02
    31     1    31  2006     110     168  cha168               0.1296E-05     0.0000E+00     0.3811E-05     0.1296E-05     0.5089E-07     0.5089E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1197E+02     0.5739E+00     0.5360E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.8475E-04     0.0000E+00     0.2492E-03     0.7764E-08     0.1198E-04     0.3067E-08     0.5739E+00     0.6618E+01
    31     1    31  2006     111     169  cha169               0.7893E-03     0.0000E+00     0.6290E-03     0.7893E-03     0.5512E-07     0.5512E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2286E+02     0.8837E+00     0.7190E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1755E-01     0.0000E+00     0.1398E-01     0.1030E-07     0.2887E+00     0.4791E-06     0.8837E+00     0.3022E+02
    31     1    31  2006     112     170  cha170               0.2040E-04     0.0000E+00     0.8005E-04     0.2040E-04     0.4409E-07     0.4409E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1018E+02     0.5153E+00     0.5900E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1747E-02     0.0000E+00     0.6855E-02     0.7375E-08     0.3585E-02     0.4176E-07     0.5153E+00     0.4928E+01
    31     1    31  2006     113     171  cha171               0.3612E-04     0.0000E+00     0.3703E-04     0.3612E-04     0.2182E-06     0.2182E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9001E+01     0.4747E+00     0.8240E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.3797E-02     0.0000E+00     0.3893E-02     0.2761E-07     0.2089E-01     0.4588E-07     0.4747E+00     0.4487E+01
    31     1    31  2006     114     173  cha173               0.4330E-04     0.0000E+00     0.3969E-04     0.4330E-04     0.3305E-06     0.3305E-06     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7145E+01     0.4069E+00     0.1128E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.6690E-02     0.0000E+00     0.6132E-02     0.3619E-07     0.6414E-01     0.1059E-06     0.4069E+00     0.3217E+01
    31     1    31  2006     115     175  cha175               0.1294E-04     0.0000E+00     0.1991E-04     0.1294E-04     0.7207E-07     0.7207E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.9691E+01     0.4987E+00     0.3040E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.1202E-02     0.0000E+00     0.1850E-02     0.8636E-08     0.2730E-02     0.2405E-07     0.4986E+00     0.3187E+01
    31     1    31  2006     116     176  cha176               0.8133E-05     0.0000E+00     0.4207E-05     0.8133E-05     0.9594E-07     0.9594E-07     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8291E+01     0.4494E+00     0.1176E-01     0.0000E+00     0.0000E+00     0.0000E+00     0.9804E-03     0.0000E+00     0.5072E-03     0.1192E-07     0.1295E-02     0.1132E-07     0.4494E+00     0.4503E+01
